"many_labs_version","rep_org","title","measure_name","variable_name","multi","appearance","N","N_items","hypothesis_support","reliability_type","reliability_type_text","reliability_coeff","def1","op_version","op_1","op_2","op_3","op_4","op_5","sel_existing","sel_existing_text","sel_1","sel_2","sel_3","sel_4","sel_psychometric_evidence","quant_1","quant_2","quant_3","quant_4","mod_check","mod_1","mod_2","mod_3","mod_4","mod_5","mod_6","mod_time","op_1_REV","op_2_REV","op_5_REV","sel_1_REV","sel_3_REV","sel_psychometric_evidence_REV","sel_psychometric_evidence_text_REV","quant_1_REV","quant_2_REV","quant_3_REV","mod_check_REV","mod_1_REV","mod_2_REV","mod_3_REV","mod_4_REV","mod_5_REV","mod_6_REV","inseperable_material","def_count","def_total","def_ratio","op_count","op_total","op_ratio","sel_count","sel_total","sel_ratio","quant_count","quant_total","quant_ratio","mod_count","mod_total","mod_ratio","MP_total","MP_count","QMP_ratio","op_REV_count","op_REV_total","op_REV_ratio","sel_REV_count","sel_REV_total","sel_REV_ratio","quant_REV_count","quant_REV_total","quant_REV_ratio","mod_REV_count","mod_REV_total","mod_REV_ratio","MP_REV_count","MP_REV_total","QMP_REV_ratio"
2,"Original","The “False Consensus Effect”: An Egocentric Bias in Social Perception and Attribution Processes ","peer aprroval of the described choices within the scenario","attribution bias","False","1",160,"multiple item measure","Yes","Not Reported","",NA,TRUE,"",TRUE,FALSE,TRUE,FALSE,TRUE,"Not Clearly Stated","",FALSE,FALSE,FALSE,FALSE,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",TRUE,TRUE,NA,TRUE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True",1,1,0,3,5,0.4,0,4,1,3,3,0,0,0,NA,13,7,0.462,4,5,0.2,1,3,0.6667,3,3,0,0,0,NA,9,12,0.253246753246753
2,"Original","The “False Consensus Effect”: An Egocentric Bias in Social Perception and Attribution Processes ","participant choice of options within presented scenario","participant choice","False","2",160,"1 item measure","Yes","","",NA,NA,"",FALSE,FALSE,TRUE,FALSE,FALSE,"Not Clearly Stated","",FALSE,FALSE,FALSE,FALSE,"None",TRUE,TRUE,NA,TRUE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,FALSE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True",0,0,0,1,5,0.8,0,4,1,3,3,0,0,0,NA,12,4,0.664535064935065,2,5,0.6,1,3,0.6667,3,3,0,0,0,NA,6,11,0.455090909090909
2,"Original","High in the Hierarchy: How Vertical Location and Judgments of Leaders' Power are Interrelated","a scale measuring perceived leader power","perceived leader power","False","1",64,"multiple item measure","No","alpha","",0.72,TRUE,"",TRUE,TRUE,TRUE,TRUE,TRUE,"Not Clearly Stated","",FALSE,FALSE,FALSE,FALSE,"None",TRUE,TRUE,TRUE,TRUE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,FALSE,"None","",TRUE,TRUE,TRUE,"False",NA,NA,NA,NA,NA,NA,"True",1,1,0,5,5,0,0,4,1,4,4,0,0,0,NA,14,10,0.288483116883117,5,5,0,1,4,0.75,4,4,0,0,0,NA,11,14,0.21801038961039
2,"Original","The Framing of Decisions and the Psychology of Choice","reponses to travel for discount scenarios from this study","framing effect","False","1",181,"1 item measure","Yes","","",NA,TRUE,"",TRUE,FALSE,FALSE,FALSE,TRUE,"True, namely:","it was based on examples by Savage (2, p.103) and Thaler (18)",TRUE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",TRUE,FALSE,NA,NA,"True",FALSE,FALSE,FALSE,NA,FALSE,NA,"Before",TRUE,FALSE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"None Reported",NA,NA,NA,NA,NA,NA,"True",1,1,0,2,5,0.6,1,2,0.5,1,2,0.5,0,4,1,14,5,0.641044155844156,2,5,0.6,1,2,0.5,2,2,0,0,0,NA,6,10,0.401298701298701
2,"Original","Why People Are Reluctant to Tempt Fate","question about likelihood of being called on within a specific scenario","aversion to tempt fate","False","1",120,"1 item measure","Yes","","",NA,TRUE,"",TRUE,FALSE,TRUE,FALSE,FALSE,"Not Clearly Stated","",FALSE,TRUE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",TRUE,TRUE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True",1,1,0,2,5,0.6,1,2,0.5,2,2,0,0,0,NA,10,6,0.401298701298701,3,5,0.4,2,2,0,2,2,0,0,0,NA,8,10,0.203896103896104
2,"Original","What Counts as a Choice? U.S. Americans Are More Likely Than Indians to Construe Actions as Choices","question about evaluated degree of choice in personal and interpersonal actions","evaluated degree of choice","False","1",218,"multiple item measure","No","Not Reported","",NA,TRUE,"",FALSE,FALSE,TRUE,TRUE,FALSE,"Not Clearly Stated","",FALSE,FALSE,FALSE,FALSE,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",TRUE,FALSE,NA,FALSE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,FALSE,TRUE,FALSE,"None","",TRUE,NA,NA,"False",NA,NA,NA,NA,NA,NA,"False",1,1,0,2,5,0.6,0,4,1,1,3,0.6667,0,0,NA,13,4,0.689802597402597,3,5,0.4,1,4,0.75,1,2,0.5,0,0,NA,6,12,0.5
2,"Original","What Counts as a Choice? U.S. Americans Are More Likely Than Indians to Construe Actions as Choices","rating of personal and interpersonal choice importance","choice importance","False","2",218,"multiple item measure","No","Not Reported","",NA,TRUE,"",FALSE,FALSE,TRUE,TRUE,FALSE,"Not Clearly Stated","",FALSE,FALSE,FALSE,FALSE,"None",TRUE,FALSE,NA,FALSE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,FALSE,TRUE,FALSE,"None","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"False",1,1,0,2,5,0.6,0,4,1,1,3,0.6667,0,0,NA,13,4,0.689802597402597,3,5,0.4,1,4,0.75,2,3,0.3333,0,0,NA,7,13,0.462
2,"Original","Cultural preferences for formal versus intuitive reasoning","preference to rule-base judgement of similarity questions","preference to rule-base judgement of similarity","False","1",157,"multiple item measure","Yes","Not Reported","",NA,TRUE,"",TRUE,TRUE,TRUE,TRUE,TRUE,"Not Clearly Stated","",FALSE,TRUE,FALSE,FALSE,"None",TRUE,FALSE,TRUE,FALSE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,FALSE,"None","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True",1,1,0,5,5,0,1,4,0.75,2,4,0.5,0,0,NA,14,9,0.358955844155844,5,5,0,2,4,0.5,2,3,0.3333,0,0,NA,10,13,0.234296103896104
2,"Original","Less Is Better: When Low-value Options Are Valued More Highly than High-value Options","generosity rating scale","rated generosity ","False","1",83,"1 item measure","Yes","","",NA,TRUE,"",TRUE,FALSE,FALSE,TRUE,TRUE,"Not Clearly Stated","",FALSE,TRUE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",TRUE,TRUE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True",1,1,0,3,5,0.4,1,2,0.5,2,2,0,0,0,NA,10,7,0.302597402597403,4,5,0.2,2,2,0,2,2,0,0,0,NA,9,10,0.105194805194805
2,"Original","Moral Typecasting: Divergent Perceptions of Moral Agents and Moral Patients","Rating of intentionality of doer within a story","intenionality rating","False","1",69,"1 item measure","Yes","","",NA,TRUE,"",TRUE,FALSE,TRUE,FALSE,FALSE,"Not Clearly Stated","",FALSE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",TRUE,TRUE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True",1,1,0,2,5,0.6,0,2,1,2,2,0,0,0,NA,10,5,0.5,4,5,0.2,1,2,0.5,2,2,0,0,0,NA,8,10,0.203896103896104
2,"Original","Washing Away Your Sins: Threatened Morality and Physical Cleansing","Cleaning product rating question","mental accessibility of cleansing-related words","False","1",NA,"multiple item measure","No","Not Reported","",NA,TRUE,"",FALSE,FALSE,FALSE,FALSE,FALSE,"Not Clearly Stated","",FALSE,FALSE,FALSE,FALSE,"None",FALSE,FALSE,NA,FALSE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,TRUE,FALSE,"None","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"False",1,1,0,0,5,1,0,4,1,0,3,1,0,0,NA,13,1,0.917605194805195,2,5,0.6,1,4,0.75,2,3,0.3333,0,0,NA,6,13,0.538
2,"Original","ASSIMILATION AND CONTRAST EFFECTS IN PART-WHOLE QUESTION SEQUENCES: A CONVERSATIONAL LOGIC ANALYSIS","general life satisfaction question ","general life satisfaction","False","1",456,"1 item measure","No","","",NA,TRUE,"",TRUE,FALSE,FALSE,TRUE,TRUE,"Not Clearly Stated","",FALSE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",TRUE,TRUE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"False",1,1,0,3,5,0.4,0,2,1,2,2,0,0,0,NA,10,6,0.401298701298701,4,5,0.2,1,2,0.5,2,2,0,0,0,NA,8,10,0.203896103896104
2,"Original","ASSIMILATION AND CONTRAST EFFECTS IN PART-WHOLE QUESTION SEQUENCES: A CONVERSATIONAL LOGIC ANALYSIS","specific life satisfaction questions","specific life satisfaction","False","2",456,"multiple item measure","No","Not Reported","",NA,TRUE,"",TRUE,FALSE,FALSE,TRUE,TRUE,"Not Clearly Stated","",FALSE,TRUE,FALSE,FALSE,"None",TRUE,TRUE,TRUE,FALSE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,FALSE,"None","",TRUE,TRUE,TRUE,"False",NA,NA,NA,NA,NA,NA,"False",1,1,0,3,5,0.4,1,4,0.75,3,4,0.25,0,0,NA,14,8,0.429527272727273,4,5,0.2,2,4,0.5,3,4,0.25,0,0,NA,10,14,0.288483116883117
2,"Original","How warm days increase belief in global warming","global warming belief question","global warming belief","False","1",300,"1 item measure","No","","",NA,TRUE,"",FALSE,FALSE,FALSE,TRUE,FALSE,"Not Clearly Stated","",FALSE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",FALSE,FALSE,FALSE,FALSE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,FALSE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",FALSE,TRUE,FALSE,"False",NA,NA,NA,NA,NA,NA,"False",1,1,0,1,5,0.8,0,2,1,0,4,1,0,0,NA,12,2,0.828971428571429,2,5,0.6,1,2,0.5,1,4,0.75,0,0,NA,5,12,0.582218181818182
2,"Original","How warm days increase belief in global warming","global warming concern question","global warming concern","False","2",300,"1 item measure","No","","",NA,TRUE,"",FALSE,FALSE,FALSE,TRUE,FALSE,"Not Clearly Stated","",FALSE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",FALSE,FALSE,FALSE,FALSE,"None Reported",NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,FALSE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",FALSE,TRUE,FALSE,"False",NA,NA,NA,NA,NA,NA,"False",1,1,0,1,5,0.8,0,2,1,0,4,1,0,0,NA,12,2,0.828971428571429,1,5,0.8,1,2,0.5,1,4,0.75,0,0,NA,4,12,0.664535064935065
2,"Original","Choosing versus rejecting: Why some options are both better and worse than others","custody selection scenario","choice compatibility","False","1",170,"The measure is not a scale","No","","",NA,TRUE,"",TRUE,FALSE,FALSE,FALSE,TRUE,"Not Clearly Stated","",FALSE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",TRUE,TRUE,NA,TRUE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True",1,1,0,2,5,0.6,0,2,1,3,3,0,0,0,NA,11,6,0.455090909090909,3,5,0.4,1,2,0.5,3,3,0,0,0,NA,8,11,0.275651948051948
2,"Original"," Intentional action and side effects in  ordinary language","business environment and profit consequence scenarios with intentionaality of side effect question scenarios","intentionality of side effects","False","1",78,"1 item measure","Yes","","",NA,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,"Not Clearly Stated","",FALSE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",TRUE,TRUE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True",1,1,0,1,5,0.8,0,2,1,2,2,0,0,0,NA,10,4,0.598701298701299,3,5,0.4,1,2,0.5,2,2,0,0,0,NA,7,10,0.302597402597403
2,"Original","Studies of Similarity","similarity rating question of country pairs","similarity rating","False","1",154,"multiple item measure","No","Not Reported","",NA,TRUE,"",TRUE,FALSE,FALSE,TRUE,FALSE,"Not Clearly Stated","",FALSE,TRUE,FALSE,FALSE,"None",TRUE,FALSE,NA,TRUE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,TRUE,TRUE,TRUE,"Other, namely:","earlier study exploring pair similarity/dissimilarity",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"False",1,1,0,2,5,0.6,1,4,0.75,2,3,0.3333,0,0,NA,13,6,0.538,3,5,0.4,3,4,0.25,3,3,0,0,0,NA,10,13,0.234296103896104
3,"Original","Power and Perspectives Not Taken","comment evaluation question","perspective taking","False","1",42,"1 item measure","No","","",NA,TRUE,"",FALSE,FALSE,FALSE,TRUE,FALSE,"True, namely:","Keysar (1994) was followed",FALSE,TRUE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",TRUE,TRUE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True",1,1,0,1,5,0.8,1,2,0.5,2,2,0,0,0,NA,10,5,0.5,3,5,0.4,2,2,0,2,2,0,0,0,NA,8,10,0.203896103896104
3,"Original","Moral Credentials and the Expression of Prejudice","list of some/most women statements from this study","moral credentials","False","1",200,"multiple item measure","No","Not Reported","",NA,TRUE,"",TRUE,TRUE,TRUE,TRUE,TRUE,"True, namely:","a study by Salancik and Conway (1975) formed inspiration",TRUE,TRUE,FALSE,FALSE,"None",TRUE,TRUE,NA,TRUE,"False",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"False",1,1,0,5,5,0,2,4,0.5,3,3,0,0,0,NA,13,11,0.158296103896104,5,5,0,2,3,0.3333,3,3,0,0,0,NA,11,12,0.0887116883116884
3,"Original","Moral Credentials and the Expression of Prejudice","gender suitability to job description","expression of prejudice","False","2",200,"1 item measure","No","","",NA,TRUE,"",TRUE,TRUE,TRUE,TRUE,TRUE,"Not Clearly Stated","",FALSE,TRUE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",TRUE,TRUE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True",1,1,0,5,5,0,1,2,0.5,2,2,0,0,0,NA,10,9,0.105194805194805,5,5,0,2,2,0,2,2,0,0,0,NA,10,10,0.00649350649350649
3,"Original","It Feels Like Yesterday: Self-Esteem, Valence of Personal Past Experiences, and Judgments of Subjective Distance","actual time passed since last school course question","actual time passed","False","1",357,"1 item measure","Unclear","","",NA,NA,"",FALSE,FALSE,TRUE,FALSE,FALSE,"Not Clearly Stated","",FALSE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",TRUE,FALSE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",FALSE,TRUE,FALSE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,FALSE,NA,"False",NA,NA,NA,NA,NA,NA,"False",0,0,0,1,5,0.8,0,2,1,1,2,0.5,0,0,NA,9,2,0.774192207792208,2,5,0.6,1,2,0.5,1,2,0.5,0,0,NA,4,9,0.554877922077922
3,"Original","It Feels Like Yesterday: Self-Esteem, Valence of Personal Past Experiences, and Judgments of Subjective Distance","Rosenberg’s (1965) Self-Esteem Scale","Self esteem","False","2",357,"multiple item measure","Unclear","Not Reported","",NA,FALSE,"Rosenberg’s (1965) Self-Esteem Scale",TRUE,FALSE,TRUE,FALSE,FALSE,"True, namely:","Rosenberg’s (1965) Self-Esteem Scale",TRUE,FALSE,FALSE,FALSE,"None",FALSE,FALSE,FALSE,FALSE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,TRUE,FALSE,"None","",FALSE,FALSE,FALSE,"False",NA,NA,NA,NA,NA,NA,"False",0,1,1,2,5,0.6,1,4,0.75,0,4,1,0,0,NA,14,3,0.78198961038961,3,5,0.4,1,4,0.75,0,4,1,0,0,NA,4,14,0.711516883116883
3,"Original","It Feels Like Yesterday: Self-Esteem, Valence of Personal Past Experiences, and Judgments of Subjective Distance","subjective distance from last course question","subjective distance","False","3",357,"1 item measure","Unclear","","",NA,TRUE,"",FALSE,FALSE,TRUE,FALSE,FALSE,"Not Clearly Stated","",FALSE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",TRUE,FALSE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,TRUE,FALSE,"None","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"False",1,1,0,1,5,0.8,0,2,1,1,2,0.5,0,0,NA,10,3,0.697402597402597,3,5,0.4,1,3,0.6667,2,2,0,0,0,NA,7,11,0.365371428571429
3,"Original","Running on Empty","Stroop task","response latency","False","1",33,"multiple item measure","Yes","Not Reported","",NA,FALSE,"",TRUE,TRUE,TRUE,FALSE,FALSE,"True, namely:","Stroop Task from Stroop (1935)",FALSE,FALSE,FALSE,FALSE,"None",TRUE,NA,TRUE,FALSE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,FALSE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,NA,NA,"False",NA,NA,NA,NA,NA,NA,"True",0,1,1,3,5,0.4,0,4,1,2,3,0.3333,0,0,NA,13,5,0.613901298701299,3,5,0.4,0,3,1,1,2,0.5,0,0,NA,4,11,0.634628571428572
3,"Original","Availability: A Heuristic for Judging Frequency and Probability","letter position frequency guessing task","judgement of frequency","False","1",152,"multiple item measure","Yes","Not Reported","",NA,TRUE,"",TRUE,FALSE,TRUE,FALSE,TRUE,"True, namely:","extensive word-count of Mayzner and Tresselt when determining the consonants to use",TRUE,TRUE,FALSE,FALSE,"None",TRUE,TRUE,NA,NA,"False",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,TRUE,TRUE,FALSE,"None","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"False",1,1,0,3,5,0.4,2,4,0.5,2,2,0,0,0,NA,12,8,0.335464935064935,3,5,0.4,2,4,0.5,2,2,0,0,0,NA,8,12,0.335464935064935
3,"Original","Warmer hearts, warmer rooms: Focusing on positive communal but not agentic traits increases estimates of ambient temperature","room temperature estimation question","physical warmth","False","1",80,"1 item measure","No","","",NA,NA,"",NA,FALSE,FALSE,TRUE,FALSE,"False, materials were newly developped for this study","",TRUE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",TRUE,FALSE,NA,NA,"False",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"False",0,0,0,1,4,0.75,1,2,0.5,1,2,0.5,0,0,NA,8,3,0.623376623376623,4,5,0.2,1,2,0.5,2,2,0,0,0,NA,7,9,0.225807792207792
3,"Original","Effects of Need for Cognition on Message Evaluation, Recall, and Persuasion (IN REPLICATION CALLED: Issue Involvement can Increas or Decrease Persuasion by Enhancing Message-Relevant Cognitive Responses)","argument quality rating question set from this study","argument quality rating","False","1",114,"multiple item measure","No","Not Reported","",NA,TRUE,"",TRUE,TRUE,TRUE,FALSE,TRUE,"False, materials were newly developped for this study","",TRUE,FALSE,FALSE,FALSE,"None",TRUE,TRUE,TRUE,TRUE,"False",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,FALSE,"None","",TRUE,TRUE,TRUE,"False",NA,NA,NA,NA,NA,NA,"True",1,1,0,4,5,0.2,1,4,0.75,4,4,0,0,0,NA,14,10,0.288483116883117,4,5,0.2,1,4,0.75,4,4,0,0,0,NA,10,14,0.288483116883117
3,"Original","Effects of Need for Cognition on Message Evaluation, Recall, and Persuasion (IN REPLICATION CALLED: Issue Involvement can Increas or Decrease Persuasion by Enhancing Message-Relevant Cognitive Responses)","34-item NCS (Cacioppo & Petty, 1982)","Need for cognition","False","2",114,"multiple item measure","No","Not Reported","",NA,TRUE,"the 34-item NCS (Cacioppo & Petty, 1982) ",TRUE,FALSE,TRUE,FALSE,FALSE,"True, namely:","the 34-item NCS (Cacioppo & Petty, 1982) ",TRUE,FALSE,FALSE,FALSE,"None",TRUE,FALSE,FALSE,FALSE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,FALSE,TRUE,FALSE,"None","",TRUE,FALSE,FALSE,"False",NA,NA,NA,NA,NA,NA,"False",1,1,0,2,5,0.6,1,4,0.75,1,4,0.75,0,0,NA,14,5,0.641044155844156,2,5,0.6,1,4,0.75,1,4,0.75,0,0,NA,5,14,0.641044155844156
3,"Original","Cloninger's Psychobiological Model of Temperament and Character and the Five-Factor Model of Personality","The authorised Dutch translation of Costa and McCrae's NEO-PI-R","Conscientiousness","True","1",130,"multiple item measure","No","Not Reported","",NA,FALSE,"The authorised Dutch translation of Costa and McCrae's NEO-PI-R",TRUE,FALSE,FALSE,FALSE,FALSE,"True, namely:","The authorised Dutch translation of Costa and McCrae's NEO-PI-R",TRUE,TRUE,FALSE,TRUE,"None",TRUE,FALSE,FALSE,FALSE,"False",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,FALSE,TRUE,FALSE,"None","",TRUE,FALSE,TRUE,"True",NA,NA,TRUE,TRUE,NA,NA,"False",0,1,1,1,5,0.8,3,4,0.25,1,4,0.75,0,0,NA,14,5,0.641044155844156,1,5,0.8,3,4,0.25,2,4,0.5,2,2,0,8,16,0.5
3,"Original","Cloninger's Psychobiological Model of Temperament and Character and the Five-Factor Model of Personality (in REP: The Relation between Persistence and Conscientiousness (De Fruyt, Van De Wiele, & Van Heeringen, 2000)","The Dutch translation of Cloninger's Temperament and Character Inventory","persistence","True","2",130,"multiple item measure","No","Not Reported","",NA,FALSE,"The Dutch translation of Cloninger's Temperament and Character Inventory",TRUE,FALSE,FALSE,FALSE,FALSE,"True, namely:","The Dutch translation of Cloninger's Temperament and Character Inventory",TRUE,TRUE,FALSE,TRUE,"None",TRUE,FALSE,FALSE,FALSE,"False",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,FALSE,TRUE,FALSE,"None","",FALSE,FALSE,FALSE,"True",NA,NA,TRUE,TRUE,NA,NA,"False",0,1,1,1,5,0.8,3,4,0.25,1,4,0.75,0,0,NA,14,5,0.641044155844156,1,5,0.8,3,4,0.25,0,4,1,2,2,0,6,16,0.623376623376623
3,"Original","Metaphoric structuring: understanding time through spatial metaphors","ambiguous temporal statement","temporal statement perception","False","1",98,"1 item measure","Yes","","",NA,TRUE,"",TRUE,FALSE,TRUE,TRUE,FALSE,"Not Clearly Stated","",FALSE,TRUE,NA,NA,"None",TRUE,FALSE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"False",1,1,0,3,5,0.4,1,2,0.5,1,2,0.5,0,0,NA,10,6,0.401298701298701,4,5,0.2,2,2,0,2,2,0,0,0,NA,9,10,0.105194805194805
3,"Original","Weight as an Embodiment of Importance","question investigating the importance of listening to student opinions","perceptions of importance","False","1",50,"1 item measure","No","","",NA,TRUE,"",FALSE,TRUE,TRUE,TRUE,FALSE,"Not Clearly Stated","",FALSE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",TRUE,TRUE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True",1,1,0,3,5,0.4,0,2,1,2,2,0,0,0,NA,10,6,0.401298701298701,4,5,0.2,1,2,0.5,2,2,0,0,0,NA,8,10,0.203896103896104
5,"Original","Increasing and Decreasing Motor and Cognitive Output: A Model of General Action and Inaction Goals","SAT-type verbal ability problems","verbal ability","False","1",36,"multiple item measure","No","Not Reported","",NA,FALSE,"",FALSE,FALSE,TRUE,TRUE,TRUE,"Not Clearly Stated","",FALSE,FALSE,FALSE,FALSE,"None",FALSE,TRUE,NA,TRUE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,TRUE,TRUE,FALSE,"None","",FALSE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"False",0,1,1,3,5,0.4,0,4,1,2,3,0.3333,0,0,NA,13,5,0.613901298701299,4,5,0.2,1,4,0.75,2,3,0.3333,0,0,NA,7,13,0.462
