"X","Site","ID",".id","Condition","uniqueID",".id_exclusiondata","Site_exclusiondata","ID_exclusiondata","SuspicionText","Exclusion","Gender","Age","Edu_highest","Edu_current","Edu_subject","Version","Comment","Misc.Notes..when.applicable.",".id_cheatdata","fileID","block1","block2","EssayTime_.sec.","Happiness","Sadness","Euphoria","Disgust","Pleasure","Joy","Anger","Fear","Admiration","Love","Remorse","Guilt","Hope","Shame","Resentment","Tenderness",".id_cheatdata_cheatdata","fileID_cheatdata","block1_cheatdata","block2_cheatdata","CONDuniqueID","Protocol","Cheating","FWD1","FWD2","FWD3","FWD4","FWD5","FWD6","FWD7","FWD8","FWD9","FWD10","FWD11","FWD12","FWD13","FWD14","FWD15","FWD16","FWD17","FWD18","FWD19","FWD20","FWD21","FWD22","FWD23","FWD24","FWD25","FWD26","FWD27","FWD28","FAD1","FAD2","FAD3","FAD4","FAD5","FAD6","FAD7","FAD8","FAD9","FAD10","FAD11","FAD12","FAD13","FAD14","FAD15","FAD16","FAD17","FAD18","FAD19","FAD20","FAD21","FAD22","FAD23","FAD24","FAD25","FAD26","FAD27","FWD","FAD","PosAff","NegAff","FreeWill","Coder.1","Coder.2","Final.Code"
137,"Basel",88,"Basel","Anti","Basel_88","Basel","Basel",88,"Meiner Meinung nach ging es um logisches Denken. Ich nehme an, dass in Abhängigkeit von der Zeit gemessen wird, wie schnell und präzise ich geantwortet habe.",0,"Female",21,"Matura","Yes","Psychology","","","","Basel","1505914700140_VPN088.csv",1,0,NA,3,1,4,1,4,3,1,1,1,4,1,1,4,1,1,4,"Basel","1505914700140_VPN088.csv",1,0,"ML5_Basel_88","ML5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,2,1,1,1,4,4,4,2,4,2,4,3,2,3,2,1,4,2,5,2,4,1,4,2,NA,20,27,8,-0.718762904840793,0,0,0
138,"Basel",89,"Basel","Control","Basel_89","Basel","Basel",89,"-kein Kommentar-",0,"Female",27,"Matura","Yes","Psychology","","","","Basel","1506512176841_VPN089.csv",10,10,NA,4,1,3,1,4,5,1,1,4,3,1,1,4,1,2,2,"Basel","1506512176841_VPN089.csv",10,10,"ML5_Basel_89","ML5",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,1,2,2,5,1,2,2,3,2,4,3,1,1,2,2,2,2,5,2,5,2,4,4,NA,21,29,9,-0.503575766517079,0,0,0
139,"Basel",9,"Basel","Control","Basel_9","Basel","Basel",9,"Rechenaufgaben haben Spass gemacht",0,"Female",23,"Matura","Yes","Psychology","","","","","",NA,NA,268,3,2,3,1,3,3,1,1,2,3,2,1,4,2,1,4,"Basel","1489590844915_VPN009.csv",0,2,"df.RPP_Basel_9","RPP",2,4,3,3,3,4,2,2,2,2,4,3,2,1,3,3,2,4,2,3,4,3,2,3,3,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,25,11,-0.138376056483014,0,0,0
140,"Basel",90,"Basel","Anti","Basel_90","Basel","Basel",90,"-kein Kommentar-",0,"Male",21,"Matura","Yes","Psychology","","","","Basel","1506520707402_VPN090.csv",10,10,NA,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,"Basel","1506520707402_VPN090.csv",10,10,"ML5_Basel_90","ML5",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,2,2,2,5,4,2,2,2,3,2,4,4,3,2,2,2,4,3,2,2,4,3,5,4,NA,22,9,9,-0.288388628193365,0,0,0
141,"Basel",91,"Basel","Anti","Basel_91","Basel","Basel",91,"Zusammenhang zwischen Text und Rechenaufgabe war völlig unklar. Im ersten Teil ging es darum, inwiefern der Text meine persönliche Haltung beeinflusst. Im zweiten Teil womöglich, wie schnell man unkonzentriert beim Rechnen wird, bzw. wann im Verlauf der Aufgabe",0,"Female",19,"Matura","Yes","Psychology","","","","","",NA,NA,345,3,3,2,1,4,3,2,4,2,2,2,3,2,1,3,2,"Basel","1506583752328_VPN091.csv",0,0,"df.RPP_Basel_91","RPP",0,2,4,4,5,2,1,1,1,2,3,2,2,1,2,2,1,2,1,3,4,1,2,4,3,5,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,20,19,-0.138376056483014,0,0,0
142,"Basel",92,"Basel","Anti","Basel_92","Basel","Basel",92,"Beeinflussung von Aussagen auf Einstellung, Learning by doing -> (unleserlich)",0,"Female",22,"Matura","Yes","Psychology","","","","Basel","1506588452421_VPN092.csv",1,1,NA,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,"Basel","1506588452421_VPN092.csv",1,1,"ML5_Basel_92","ML5",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,1,2,4,5,2,1,1,4,1,4,1,4,1,4,4,4,3,2,2,1,4,2,1,4,NA,9,11,9,-3.08582142640165,0,0,0
143,"Basel",93,"Basel","Anti","Basel_93","Basel","Basel",93,"Ich vermute der Text hatte eine Priming-Funktion",0,"Female",22,"Matura","Yes","Psychology","","","","","",NA,NA,320,2,2,1,1,1,2,1,3,2,1,1,1,2,1,2,1,"Basel","1506590864984_VPN093.csv",0,2,"df.RPP_Basel_93","RPP",2,5,4,3,4,4,2,2,5,5,4,4,3,4,4,2,1,3,1,2,3,4,3,4,4,2,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,12,12,1.40719521955711,0,0,0
144,"Basel",94,"Basel","Control","Basel_94","Basel","Basel",94,"Das Programm, das """"""""ausversehen"""""""" die Lösung zeigt schien absichtlich so eingestellt, oftmals wurde die richtige Lösung sehr schnell eingeblendet, vielleich war auch ich nur ich sehr schlecht im Rechnen, aber möglicherweise wurden die Teile der Rechnungen verändert wenn man etwas falsch gerechnet hat, bzw. es wurde als falsch angezeigt, damit man es nochmals probieren musste (und die Leertaste drücken, damit die Lösung nicht angezeigt wurde)",1,"Male",21,"Matura","Yes","Psychology","","","","Basel","1506598342741_VPN094.csv",2,3,NA,4,3,3,1,2,4,2,3,1,5,2,2,5,1,1,4,"Basel","1506598342741_VPN094.csv",2,3,"ML5_Basel_94","ML5",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,3,2,4,5,4,4,3,2,4,3,1,2,4,2,4,2,3,2,5,2,4,1,1,5,NA,20,28,15,-0.718762904840793,0,0,0
145,"Basel",95,"Basel","Anti","Basel_95","Basel","Basel",95,"-kein Kommentar-",0,"Female",18,"Matura","Yes","Psychology","","","","Basel","1506602636888_VPN095.csv",0,0,NA,3,1,2,1,3,3,1,1,2,1,1,1,3,1,1,1,"Basel","1506602636888_VPN095.csv",0,0,"ML5_Basel_95","ML5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,1,3,2,4,5,2,3,3,4,2,4,4,2,2,2,4,5,1,4,2,4,2,2,4,NA,17,18,8,-1.36432431981194,1,1,1
146,"Basel",96,"Basel","Anti","Basel_96","Basel","Basel",96,"Nein. Ich kann mir nicht vorstellen um was es geht.",0,"Female",26,"Matura","Yes","Psychology","","","","Basel","1506605539296_VPN096.csv",1,2,NA,4,1,1,1,4,3,1,1,1,4,1,1,3,1,1,1,"Basel","1506605539296_VPN096.csv",1,2,"ML5_Basel_96","ML5",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,2,2,2,3,4,2,3,4,4,2,4,4,3,3,3,3,5,2,2,2,4,3,4,4,NA,21,21,8,-0.503575766517079,0,0,0
147,"Basel",97,"Basel","Anti","Basel_97","Basel","Basel",97,"Wie lange man benötigt um Rechenaufgaben durchzuführen und zu sehen, ob die Probanden weiterdrücken, wenn die Lösung angezeigt wird",1,"Female",18,"Matura","Yes","Psychology","","","","","",NA,NA,472,3,1,1,1,2,2,1,1,1,2,1,1,3,1,1,1,"Basel","1507116955070_VPN097.csv",10,10,"df.RPP_Basel_97","RPP",20,3,4,4,5,4,2,2,4,2,2,4,2,3,2,4,2,3,1,3,2,3,1,3,4,4,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,15,8,1.40719521955711,0,0,0
148,"Basel",98,"Basel","Control","Basel_98","Basel","Basel",98,"Es war sicher kein Zufall, dass Lösungen angezeigt wurden",1,"Female",22,"Bachelor","Yes","Psychology","","","","","",NA,NA,331,3,1,4,1,3,4,1,2,3,2,1,1,4,1,1,3,"Basel","1507120041715_VPN098.csv",1,1,"df.RPP_Basel_98","RPP",2,4,4,2,3,5,1,4,1,4,5,2,2,2,4,3,1,5,1,1,3,4,3,2,5,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,26,9,-1.06571882210709,1,1,1
149,"Basel",99,"Basel","Control","Basel_99","Basel","Basel",99,"Überprüfen ob man die Cheat-Funktion benutzen würde und ob die vorangegangenen Sätze einen EInfluss darauf hatten",1,"Female",20,"Matura","Yes","Psychology","","","","Basel","1507123260479_VPN099.csv",0,0,NA,3,2,2,2,3,2,1,3,3,2,2,2,4,1,1,2,"Basel","1507123260479_VPN099.csv",0,0,"ML5_Basel_99","ML5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,2,1,4,3,1,2,2,3,2,4,2,1,1,4,4,3,3,4,1,5,3,2,3,NA,16,21,14,-1.57951145813565,1,1,1
150,"Dortmund",10,"Dortmund","Anti","Dortmund_10","Dortmund","Dortmund",10,NA,0,"Female",22,"Abitur","No","Psychologie","ML","","","Dortmund","mydata_1508770070912_010ML.csv",3,5,NA,2,1,1,1,1,2,1,2,1,4,1,1,1,2,1,2,"Dortmund","mydata_1508770070912_010ML.csv",3,5,"ML5_Dortmund_10","ML5",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,1,1,5,4,1,3,1,1,1,2,4,3,1,1,4,4,3,4,2,4,1,4,5,NA,20,14,10,-0.718762904840793,0,0,0
151,"Dortmund",100,"Dortmund","Control","Dortmund_100","Dortmund","Dortmund",100,NA,0,"Female",23,"Master","No","Psychologie","ML","","","Dortmund","mydata_1511188751572_100ML.csv",0,0,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Dortmund","mydata_1511188751572_100ML.csv",0,0,"ML5_Dortmund_100","ML5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,1,2,2,1,3,1,4,1,1,1,3,1,3,3,3,2,3,3,3,1,4,4,NA,19,8,8,-0.933950043164507,0,0,0
152,"Dortmund",101,"Dortmund","Anti","Dortmund_101","Dortmund","Dortmund",101,"Im Text waren ein paar Tipp,/Rechtschreib-/Kommafehler. Ich bin nicht sicher, ob ich gauben soll, dass das Programm einen Fehler hat. Es geht um: Emotionen, Konzentration (-> Lesen? -> Matheaufgaben?) Einfluss von Emotionen auf Konzentration?",0,"Female",26,"Bachelor","No","Psychologie","RPP","","","","",NA,NA,332,3,1,1,1,3,2,1,1,3,1,1,1,3,1,1,1,"Dortmund","mydata_1511254602444_101RPP_FW.csv",0,0,"df.RPP_Dortmund_101","RPP",0,5,4,2,4,5,1,2,2,3,5,2,2,1,2,1,1,3,1,1,5,3,1,2,4,3,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,17,8,-0.447490311691039,1,1,1
153,"Dortmund",102,"Dortmund","Anti","Dortmund_102","Dortmund","Dortmund",102,NA,1,"Female",25,"Abitur","Yes","Psychologie","ML","","","Dortmund","mydata_1511258395003_102ML.csv",0,0,NA,2,1,3,1,3,3,1,1,1,3,1,1,2,1,1,2,"Dortmund","mydata_1511258395003_102ML.csv",0,0,"ML5_Dortmund_102","ML5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,1,2,2,5,2,3,2,4,2,2,2,4,1,1,2,2,3,4,4,2,2,4,2,NA,29,19,8,1.21792134007263,1,1,1
154,"Dortmund",103,"Dortmund","Control","Dortmund_103","Dortmund","Dortmund",103,NA,1,"Female",22,"Abitur","No","Psychologie","ML","","","Dortmund","mydata_1511258396457_103ML.csv",10,10,NA,2,1,1,1,3,2,1,1,1,1,1,1,1,2,1,1,"Dortmund","mydata_1511258396457_103ML.csv",10,10,"ML5_Dortmund_103","ML5",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,2,1,2,3,4,4,3,4,5,3,2,4,2,4,3,2,3,2,4,2,4,4,4,2,NA,21,12,9,-0.503575766517079,1,1,1
155,"Dortmund",104,"Dortmund","Anti","Dortmund_104","Dortmund","Dortmund",104,NA,1,"Female",20,"Abitur","No","Psychologie","ML","","","Dortmund","mydata_1511261750019_104ML.csv",1,0,NA,1,2,1,1,1,1,1,1,2,2,1,1,3,1,2,1,"Dortmund","mydata_1511261750019_104ML.csv",1,0,"ML5_Dortmund_104","ML5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,4,3,3,2,4,3,2,3,3,2,3,3,4,3,3,3,3,4,3,3,4,NA,19,12,10,-0.933950043164507,1,1,1
156,"Dortmund",105,"Dortmund","Control","Dortmund_105","Dortmund","Dortmund",105,NA,1,"Female",19,"Abitur","No","Psychologie","RPP","","","","",NA,NA,213,5,2,5,1,3,5,2,1,2,5,4,3,3,1,1,2,"Dortmund","mydata_1511266546067_105RPP_C.csv",2,8,"df.RPP_Dortmund_105","RPP",10,3,2,2,4,5,1,1,2,2,4,3,2,3,2,1,2,3,2,2,4,4,4,2,2,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,30,15,0.17073819872501,1,1,1
157,"Dortmund",106,"Dortmund","Control","Dortmund_106","Dortmund","Dortmund",106,"Mir ist nichts besonderes aufgefallen. Vielleicht um die Motivation bei der Satzaufgabe. Bei der Rechenaufgabe, ob man schummelt, wenn man denkt es bekommt meiner mit. Ansonsten kann ich mir nichts vorstellen.",1,"Female",21,"Abitur","No","Psychologie","ML","","","Dortmund","mydata_1511358831670_106ML.csv",2,3,NA,4,2,2,1,2,3,1,1,1,2,4,1,5,1,1,2,"Dortmund","mydata_1511358831670_106ML.csv",2,3,"ML5_Dortmund_106","ML5",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,5,1,2,3,5,5,1,2,5,1,4,4,2,4,1,2,3,4,5,4,4,2,4,1,NA,29,21,12,1.21792134007263,1,1,1
158,"Dortmund",107,"Dortmund","Control","Dortmund_107","Dortmund","Dortmund",107,NA,0,"Female",20,"Abitur","No",NA,"RPP","","","","",NA,NA,465,3,3,2,1,3,3,1,1,4,2,1,1,5,3,1,4,"Dortmund","mydata_1511433066913_107RPP_C.csv",2,4,"df.RPP_Dortmund_107","RPP",6,4,5,3,4,5,2,2,2,1,5,4,4,2,5,1,1,3,1,5,5,5,4,3,3,4,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,26,12,0.78896670914106,0,0,0
159,"Dortmund",108,"Dortmund","Control","Dortmund_108","Dortmund","Dortmund",108,NA,0,"Female",20,"Abitur","No","Psychologie","RPP","","","","",NA,NA,435,3,2,3,1,4,2,2,2,1,1,1,2,3,1,1,1,"Dortmund","mydata_1511433099889_108RPP_C.csv",10,10,"df.RPP_Dortmund_108","RPP",20,5,4,4,3,5,2,3,2,3,4,4,2,3,4,3,2,5,1,3,5,4,2,4,5,2,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,18,12,-1.06571882210709,0,1,0
160,"Dortmund",109,"Dortmund","Control","Dortmund_109","Dortmund","Dortmund",109,NA,1,"Female",20,"Abitur","Yes","Psychologie","ML","","","Dortmund","mydata_1511783293531_109ML.csv",7,10,NA,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,"Dortmund","mydata_1511783293531_109ML.csv",7,10,"ML5_Dortmund_109","ML5",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,4,1,2,3,4,2,3,4,4,2,4,2,4,2,3,4,4,2,4,2,3,4,3,4,NA,23,9,9,-0.0732014898696505,1,1,1
161,"Dortmund",11,"Dortmund","Control","Dortmund_11","Dortmund","Dortmund",11,"Ich habe nicht wirklich einen Zusammenhang zwischen den Antworten die ich umschreiben sollte und den anderen Aufgaben gefunden. Ich glaube, dass es hier um meine gedanklichen Umstrukturierungen ging.",0,"Female",18,"Abitur","No","Psychologie","ML","","","Dortmund","mydata_1508774573962_011ML.csv",0,1,NA,2,1,1,1,4,2,1,1,3,1,1,1,3,1,1,1,"Dortmund","mydata_1508774573962_011ML.csv",0,1,"ML5_Dortmund_11","ML5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,4,4,4,3,4,2,2,3,5,4,3,2,4,3,2,5,2,3,2,4,4,3,2,NA,17,17,8,-1.36432431981194,0,0,0
162,"Dortmund",110,"Dortmund","Anti","Dortmund_110","Dortmund","Dortmund",110,"1. Nein. 2. Ehrlichkeit von Menschen, wie vorherige Information den Menschen beeinflussen.",1,"Female",19,"Abitur","No","Psychologie","ML","","","Dortmund","mydata_1511784559856_110ML.csv",3,4,NA,3,1,3,1,1,3,1,1,3,3,1,1,5,1,1,3,"Dortmund","mydata_1511784559856_110ML.csv",3,4,"ML5_Dortmund_110","ML5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,5,3,3,5,4,5,1,3,4,1,1,4,2,4,1,5,1,5,3,5,2,1,5,5,NA,30,24,8,1.43310847839635,1,1,1
163,"Dortmund",111,"Dortmund","Anti","Dortmund_111","Dortmund","Dortmund",111,"Meiner Meinung nach, ging es um die Auswirkungen von wissenschaftlichen Texten auf die eigene Meinung. Nur die Rechenaufgaben kann ich nicht einordnen.",0,"Female",20,"Abitur","No","Psychologie","RPP","","","","",NA,NA,407,3,2,2,1,1,3,1,1,3,3,1,1,4,2,1,2,"Dortmund","mydata_1511786749968_111RPP_FW.csv",0,0,"df.RPP_Dortmund_111","RPP",0,4,4,2,4,5,3,1,1,3,3,3,3,3,4,2,3,4,2,3,2,2,2,3,4,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,21,10,1.09808096434908,0,0,0
164,"Dortmund",112,"Dortmund","Control","Dortmund_112","Dortmund","Dortmund",112,NA,0,"Female",20,"Abitur","Yes","Statistik","ML","","","Dortmund","mydata_1511862958739_112ML.csv",0,10,NA,2,1,2,1,2,3,1,1,3,3,1,1,3,1,1,1,"Dortmund","mydata_1511862958739_112ML.csv",0,10,"ML5_Dortmund_112","ML5",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,1,3,2,3,2,2,2,2,1,3,2,2,1,3,3,3,2,4,2,4,1,1,4,NA,14,19,8,-2.00988573478308,0,0,0
165,"Dortmund",113,"Dortmund","Anti","Dortmund_113","Dortmund","Dortmund",113,NA,0,"Female",25,"Abitur","No","Psychologie","ML","","","Dortmund","mydata_1511863159132_113ML.csv",0,2,NA,4,1,1,1,3,4,1,1,4,4,1,1,2,1,1,3,"Dortmund","mydata_1511863159132_113ML.csv",0,2,"ML5_Dortmund_113","ML5",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,2,1,1,4,4,4,3,4,3,3,3,2,4,5,2,4,4,3,4,4,2,4,1,3,NA,21,25,8,-0.503575766517079,0,0,0
166,"Dortmund",114,"Dortmund","Anti","Dortmund_114","Dortmund","Dortmund",114,NA,1,"Female",24,"Abitur","No","Psychologie","ML","","","Dortmund","mydata_1511865379118_114ML.csv",10,10,NA,5,1,4,1,4,5,1,1,2,3,1,1,4,1,1,4,"Dortmund","mydata_1511865379118_114ML.csv",10,10,"ML5_Dortmund_114","ML5",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,4,1,1,4,4,1,3,3,4,1,2,3,5,1,2,3,5,3,4,4,5,2,5,3,NA,29,31,8,1.21792134007263,0,0,0
167,"Dortmund",115,"Dortmund","Anti","Dortmund_115","Dortmund","Dortmund",115,"Freier Wille?",0,"Female",19,"Abitur","No","Psychologie","ML","","","Dortmund","mydata_1511866200615_115ML.csv",2,7,NA,3,1,2,1,2,3,1,1,1,3,1,1,4,1,1,2,"Dortmund","mydata_1511866200615_115ML.csv",2,7,"ML5_Dortmund_115","ML5",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,1,1,2,3,4,1,4,3,4,4,2,4,3,3,4,5,3,3,3,4,3,2,4,NA,22,20,8,-0.288388628193365,0,0,0
168,"Dortmund",116,"Dortmund","Anti","Dortmund_116","Dortmund","Dortmund",116,NA,0,"Female",20,"Abitur","No","Psychologie","RPP","","","","",NA,NA,253,4,1,2,3,4,4,1,2,4,4,3,2,4,2,1,1,"Dortmund","mydata_1511868806722_116ML.csv",0,4,"df.RPP_Dortmund_116","RPP",4,2,5,5,3,5,1,3,1,2,4,3,4,2,5,5,2,1,1,1,3,4,5,3,4,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,27,15,-0.138376056483014,0,0,0
169,"Dortmund",117,"Dortmund","Control","Dortmund_117","Dortmund","Dortmund",117,"Folge ich der Anweisung und versuche die Aufgaben im Kopf zu rechnen oder nehme ich das angebotene Ergebnis. """"""""Einfacher"""""""" und """"""""Schwieriger"""""""" Weg. Gerate ich in Versuchung?",1,"Male",36,"Abitur","No","Psychologie","RPP","","","","",NA,NA,311,3,1,3,1,4,4,1,1,2,3,1,1,3,1,1,1,"Dortmund","mydata_1511871913526_117RPP_C.csv",1,4,"df.RPP_Dortmund_117","RPP",5,5,2,4,2,5,2,4,1,4,4,4,2,4,3,3,4,5,2,3,5,4,2,4,5,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,23,8,-0.756604566899064,1,1,1
170,"Dortmund",118,"Dortmund","Anti","Dortmund_118","Dortmund","Dortmund",118,NA,0,"Female",22,"Abitur","No","Psychologie","RPP","","","","",NA,NA,468,3,1,3,1,3,4,1,1,2,1,1,1,3,1,1,1,"Dortmund","mydata_1511951588580_118RPP_FW.csv",1,1,"df.RPP_Dortmund_118","RPP",2,4,3,2,4,4,2,2,2,2,4,3,3,4,3,1,1,3,2,4,4,4,1,2,5,3,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,20,8,-0.756604566899064,0,0,0
171,"Dortmund",119,"Dortmund","Anti","Dortmund_119","Dortmund","Dortmund",119,NA,1,"Male",22,"Abitur","No","Lehramt Englisch SoWi","RPP","","","","",NA,NA,680,3,3,2,1,3,3,1,3,4,1,1,1,1,1,1,1,"Dortmund","mydata_1511956484606_119RPP_FW.csv",0,4,"df.RPP_Dortmund_119","RPP",4,5,3,2,4,4,2,1,1,5,4,3,4,3,2,3,3,4,1,1,3,5,1,3,5,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,18,12,0.78896670914106,1,1,1
172,"Dortmund",12,"Dortmund","Anti","Dortmund_12","Dortmund","Dortmund",12,NA,0,"Female",32,"Abitur","No","Psychologie","RPP","","","","",NA,NA,385,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Dortmund","mydata_1508838847682_012RPP_FW.csv",2,2,"df.RPP_Dortmund_12","RPP",4,5,5,4,3,5,2,4,1,5,4,3,3,5,4,3,2,5,2,3,5,3,3,4,3,3,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,10,8,-0.138376056483014,0,0,0
