"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Many_labs_version","research_type","research_title","variable_order","Op1","Op2","Op5","Sel1","Sel3","Sel_psych_evidence","Sel_psych_evidence_4_TEXT","Quant1","Quant2","Quant3","Mod_check","Mod1","Mod2","Mod3","Mod4","Mod5","Mod6"
"2023-04-23 13:42:13","2023-04-23 13:44:57","Survey Preview","","100","163","True","2023-04-23 13:44:58","R_9tMPtTP0fVP9nrj","","","","","51.5145","4.4331","preview","EN","3","Replication","Warmer hearts, warmer rooms (Szymkow, Chandler, IJzerman, Parzuchowski, & Wojciszke, 2013, Study 1)","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","True","True","False","True","","No modification","No modification"
"2023-04-23 13:45:32","2023-04-23 13:47:28","Survey Preview","","100","115","True","2023-04-23 13:47:29","R_DuTrwsIbRJo7XBT","","","","","51.5145","4.4331","preview","EN","3","Replication","Issue involvement can increase or decrease persuasion by enhancing message­relevant cognitive responses (Cacioppo, Petty, & Morris, 1983, Study 1)","1","True","True","True","True","False","None","","True","True","True","False","","","","","",""
"2023-04-23 13:47:57","2023-04-23 13:49:56","Survey Preview","","100","119","True","2023-04-23 13:49:59","R_1jqsAmUkb6F6V1x","","","","","51.5145","4.4331","preview","EN","3","Replication","Issue involvement can increase or decrease persuasion by enhancing message­relevant cognitive responses (Cacioppo, Petty, & Morris, 1983, Study 1)","2","True","True","False","True","True","None","","True","True","False","True","No modification","No modification","No modification","No modification","True","True"
"2023-04-23 13:51:03","2023-04-23 13:53:50","Survey Preview","","100","167","True","2023-04-23 13:53:52","R_2xVjhdH1ZSfPqj7","","","","","51.5145","4.4331","preview","EN","3","Replication","The Relation between Persistence and Conscientiousness (De Fruyt, Van De Wiele, & Van Heeringen, 2000)","1","True","True","False","True","True","None","","True","True","False","True","No modification","No modification","No modification","No modification","False",""
"2023-04-23 13:54:00","2023-04-23 13:57:34","Survey Preview","","100","214","True","2023-04-23 13:57:35","R_ZEICBD1Q4oFiEg1","","","","","51.5145","4.4331","preview","EN","3","Replication","The Relation between Persistence and Conscientiousness (De Fruyt, Van De Wiele, & Van Heeringen, 2000)","2","True","True","False","True","False","None","","False","Not applicable","Not applicable","True","No modification","No modification","No modification","No modification","True","False"
"2023-04-23 13:58:14","2023-04-23 14:00:16","Survey Preview","","100","121","True","2023-04-23 14:00:18","R_eSdRf0yOvEAycP7","","","","","51.5145","4.4331","preview","EN","3","Replication","Metaphoric structuring: Understanding time through spatial metaphors (Boroditsky, 2000, study 1)","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-23 14:00:34","2023-04-23 14:03:09","Survey Preview","","100","154","True","2023-04-23 14:03:11","R_1HpY2gTISW8aLAW","","","","","51.5145","4.4331","preview","EN","3","Replication","Weight as an embodiment of importance (Jostmann, Lakens, & Schubert, 2009, Study 2)","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","True","No modification","No modification","True","","No modification","No modification"
"2023-04-23 14:13:12","2023-04-23 14:15:48","Survey Preview","","100","155","True","2023-04-23 14:15:49","R_USmu44BI55Z8G6R","","","","","51.5145","4.4331","preview","EN","5","Replication","Albarracín et al. (2008, Journal of Personality and Social Psychology, 95), Experiment 5","1","False","True","False","False","False","None","","False","True","Not applicable","False","","","","","",""
"2023-04-23 14:15:57","2023-04-23 14:16:44","Survey Preview","","100","47","True","2023-04-23 14:16:45","R_2SDfHTslEpZpssr","","","","","51.5145","4.4331","preview","EN","5","Replication","Albarracín et al. (2008, Journal of Personality and Social Psychology, 95), Experiment 5","2","False","True","False","False","False","None","","False","True","Not applicable","False","","","","","",""
"2023-04-23 14:17:23","2023-04-23 14:21:18","Survey Preview","","100","234","True","2023-04-23 14:21:19","R_1GKvfORf3WMS1is","","","","","51.5145","4.4331","preview","EN","5","Replication","Albarracín et al. (2008) Study 7","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-23 14:21:26","2023-04-23 14:21:58","Survey Preview","","100","31","True","2023-04-23 14:21:59","R_1cUtAYVCyWiIzTM","","","","","51.5145","4.4331","preview","EN","5","Replication","Albarracín et al. (2008) Study 7","2","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-23 14:22:29","2023-04-23 14:25:47","Survey Preview","","100","197","True","2023-04-23 14:25:48","R_27TpvsYaPOzbbF7","","","","","51.5145","4.4331","preview","EN","5","Replication","Albarracín et al. (2008) Study 7","1","True","True","False","True","False","None","","True","True","False","False","","","","","",""
"2023-04-23 14:25:54","2023-04-23 14:28:26","Survey Preview","","100","151","True","2023-04-23 14:28:27","R_3Q1hPoi4hy526d3","","","","","51.5145","4.4331","preview","EN","5","Replication","Detecting the Snake in the Grass: Attention to Fear-Relevant Stimuli by Adults and Young Children by Vanessa LoBue and Judy S. DeLoache (2008, Psychological Science)","1","True","True","False","True","False","None","","True","True","Not applicable","False","","","","","",""
"2023-04-23 14:28:35","2023-04-23 14:30:54","Survey Preview","","100","139","True","2023-04-23 14:30:56","R_2EsZVEEBPCHX4OT","","","","","51.5145","4.4331","preview","EN","5","Replication","Payne, Burkley, & Stokes (2008) Revised Protocol","1","True","True","False","True","False","None","","True","True","Not applicable","False","","","","","",""
"2023-04-23 14:31:02","2023-04-23 14:31:29","Survey Preview","","100","27","True","2023-04-23 14:31:33","R_1lymqit2t9VPIgA","","","","","51.5145","4.4331","preview","EN","5","Replication","Payne, Burkley, & Stokes (2008) Revised Protocol","2","True","True","False","True","False","None","","True","True","Not applicable","False","","","","","",""
"2023-04-23 14:32:13","2023-04-23 14:34:25","Survey Preview","","100","132","True","2023-04-23 14:34:27","R_2xPjak3VM0IMlFB","","","","","51.5145","4.4331","preview","EN","5","Replication","Risen & Gilovich (2008) ","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-23 14:34:51","2023-04-23 14:37:53","Survey Preview","","100","182","True","2023-04-23 14:37:55","R_2PiiuvKGvWJ943Y","","","","","51.5145","4.4331","preview","EN","5","Replication","A Needs-Based Model of Reconciliation: Satisfying the Differential Emotional Needs of Victim and Perpetrator as a Key to Promoting Reconciliation” (Shnabel &; Nadler, JPSP, 2008)","1","True","True","True","True","False","None","","True","True","False","True","True","","No modification","No modification","No modification","No modification"
"2023-04-23 14:39:04","2023-04-23 14:43:05","Survey Preview","","100","241","True","2023-04-23 14:43:07","R_2Br3flRdEqaFITx","","","","","51.5145","4.4331","preview","EN","5","Replication","van Dijk et al. (2008)","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","True","True","True","True","True","No modification","No modification"
"2023-04-23 14:43:18","2023-04-23 14:46:24","Survey Preview","","100","186","True","2023-04-23 14:46:26","R_Xze0KFynoFYUzYd","","","","","51.5145","4.4331","preview","EN","5","Replication","Vohs & Schooler (2008)","1","True","True","True","True","False","None","","True","True","True","True","No modification","No modification","No modification","No modification","True","True"
"2023-04-23 14:46:41","2023-04-23 14:48:04","Survey Preview","","100","82","True","2023-04-23 14:48:05","R_4HPcpBCfac6eVOh","","","","","51.5145","4.4331","preview","EN","5","Replication","Vohs & Schooler (2008) ","2","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","Not applicable","Not applicable","False","","","","","",""
"2023-04-24 03:55:51","2023-04-24 03:57:57","Survey Preview","","100","125","True","2023-04-24 03:57:58","R_1DqbtEyhDiZjrHp","","","","","51.5145","4.4331","preview","EN","1","Original","Instructional manipulation checks: Detecting satisficing to increase statistical power","1","True","False","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 03:58:13","2023-04-24 03:59:34","Survey Preview","","100","80","True","2023-04-24 03:59:35","R_3CK1tb8AwuGm8yU","","","","","51.5145","4.4331","preview","EN","1","Original","The framing of decisions and the psychology of choice","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 03:59:44","2023-04-24 04:02:38","Survey Preview","","100","173","True","2023-04-24 04:02:39","R_1hSuvk9p6xTkmzV","","","","","51.5145","4.4331","preview","EN","1","Original","measures of anchoring in estimation tasks","1","True","True","False","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 04:02:53","2023-04-24 04:04:26","Survey Preview","","100","93","True","2023-04-24 04:04:28","R_3Ms9HbzEskiKiLI","","","","","51.5145","4.4331","preview","EN","1","Original","The retrospective gambler’s fallacy: Unlikely events, constructing the past, and multiple universes","1","True","True","False","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 04:04:44","2023-04-24 04:06:44","Survey Preview","","100","119","True","2023-04-24 04:06:45","R_3EyzIK0NWngbWoH","","","","","51.5145","4.4331","preview","EN","1","Original","Response Scales: Effects of Category Range on Reported Behavior and Comparative Judgments","1","True","False","False","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 04:06:50","2023-04-24 04:07:16","Survey Preview","","100","25","True","2023-04-24 04:07:17","R_3lYarcgh4IhQjSS","","","","","51.5145","4.4331","preview","EN","1","Replication","THIS IS A BIG ERROR ORIGINAL STUDY 6 COULD NOT BE LOCATED","","","","","","","","","","","","","","","","","",""
"2023-04-24 05:51:11","2023-04-24 05:53:08","Survey Preview","","100","117","True","2023-04-24 05:53:10","R_3LYKsNKXwNSV5NQ","","","","","51.5145","4.4331","preview","EN","1","Original","Experiments in Wording Questions: II","1","True","False","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 05:53:23","2023-04-24 05:57:04","Survey Preview","","100","220","True","2023-04-24 05:57:05","R_2dYiuEuWsw0iWig","","","","","51.5145","4.4331","preview","EN","1","Original","Prestige, Suggestion, and Attitudes","1","True","False","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","False","False","","","","","",""
"2023-04-24 05:57:32","2023-04-24 06:00:33","Survey Preview","","100","180","True","2023-04-24 06:00:34","R_1jOLgBB6mEWRZEY","","","","","51.5145","4.4331","preview","EN","1","Original","A Single Exposure to the American Flag Shifts Support Toward Republicanism up to 8 Months Later","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 06:00:44","2023-04-24 06:02:33","Survey Preview","","100","109","True","2023-04-24 06:02:35","R_514puukEWoIbSEh","","","","","51.5145","4.4331","preview","EN","1","Original","Mere Exposure to Money Increases Endorsement of Free-Market Systems and Social Inequality","1","True","True","True","True","False","None","","True","True","False","False","","","","","",""
"2023-04-24 06:02:46","2023-04-24 06:05:01","Survey Preview","","100","134","True","2023-04-24 06:05:03","R_2QmTWuJ5IddxJ9W","","","","","51.5145","4.4331","preview","EN","1","Original","Elaboration enhances the imagined contact effect","1","True","True","True","True","False","None","","True","True","False","True","No modification","No modification","True","","False",""
"2023-04-24 06:05:21","2023-04-24 06:34:45","Survey Preview","","100","1763","True","2023-04-24 06:34:47","R_26n0hoOz6ltvYUA","","","","","51.5145","4.4331","preview","EN","1","Original","Math  Male, Me  Female, Therefore Math  Me","1","True","True","False","True","False","None","","True","True","Not applicable","False","","","","","",""
"2023-04-24 06:35:18","2023-04-24 06:36:08","Survey Preview","","100","49","True","2023-04-24 06:36:09","R_AvqfOICzuY6KFH3","","","","","51.5145","4.4331","preview","EN","1","Original","Math  Male, Me  Female, Therefore Math  Me","2","True","True","False","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 06:36:17","2023-04-24 06:38:06","Survey Preview","","100","108","True","2023-04-24 06:38:08","R_3Rk0fc5egfUAHt5","","","","","51.5145","4.4331","preview","EN","1","Original","Math  Male, Me  Female, Therefore Math  Me","3","True","True","False","True","True","Other, namely:","convergent validity","True","True","True","False","","","","","",""
"2023-04-24 06:38:38","2023-04-24 06:42:28","Survey Preview","","100","229","True","2023-04-24 06:42:30","R_1j9rdtUhT1ODiMd","","","","","51.5145","4.4331","preview","EN","2","Original","Living in the north is not necessarily favorable: Different metaphoric associations between cardinal direction and valence in Hong Kong and in the United States","1","True","False","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 06:42:38","2023-04-24 06:44:59","Survey Preview","","100","141","True","2023-04-24 06:45:01","R_aXyf0IolNjZ9nhv","","","","","51.5145","4.4331","preview","EN","2","Original","A Functional Basis for Structure-Seeking: Exposure to Structure Promotes Willingness to Engage in Motivated Action","1","True","True","True","True","False","None","","True","True","True","False","","","","","",""
"2023-04-24 06:45:35","2023-04-24 06:48:54","Survey Preview","","100","199","True","2023-04-24 06:48:56","R_3O8P267BkbEASZW","","","","","51.5145","4.4331","preview","EN","2","Original","Overcoming Intuition: Metacognitive Difficulty Activates Analytic Reasoning","1","False","True","False","True","True","Other, namely:","difficulty in solving tasks onbtained from previous research","True","Not applicable","Not applicable","True","No modification","No modification","No modification","No modification","True","True"
"2023-04-24 06:49:24","2023-04-24 06:52:10","Survey Preview","","100","165","True","2023-04-24 06:52:12","R_28PehUWHwM6Medm","","","","","51.5145","4.4331","preview","EN","2","Original","Liberals and Conservatives Rely on Different Sets of Moral Foundations","1","True","True","True","True","False","None","","True","True","True","False","","","","","",""
"2023-04-24 06:52:19","2023-04-24 06:54:34","Survey Preview","","100","135","True","2023-04-24 06:54:36","R_2S2JRCxYJqkBwX3","","","","","51.5145","4.4331","preview","EN","2","Original","Liberals and Conservatives Rely on Different Sets of Moral Foundations","1","True","False","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 06:55:10","2023-04-24 06:58:56","Survey Preview","","100","225","True","2023-04-24 06:58:57","R_2dFkSLXxIK2ItPQ","","","","","51.5145","4.4331","preview","EN","2","Original","Cuing Consumerism: Situational Materialism Undermines Personal and Social Well-Being","1","True","True","False","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","None Reported","","","","","",""
"2023-04-24 06:59:10","2023-04-24 07:02:38","Survey Preview","","100","208","True","2023-04-24 07:02:40","R_32Qu0yvKvt7Us6N","","","","","51.5145","4.4331","preview","EN","2","Original","Cultural Variation in Correspondence Bias: The Critical Role of Attitude Diagnosticity of Socially Constrained Behavior","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 07:02:48","2023-04-24 07:05:58","Survey Preview","","100","190","True","2023-04-24 07:06:01","R_2pXXz8LG7j9YvXD","","","","","51.5145","4.4331","preview","EN","2","Original","Disgust Sensitivity Predicts Intuitive Disapproval of Gays","1","True","True","False","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 07:06:08","2023-04-24 07:08:18","Survey Preview","","100","130","True","2023-04-24 07:08:21","R_1imRxlrknPEU06f","","","","","51.5145","4.4331","preview","EN","2","Original","Disgust Sensitivity Predicts Intuitive Disapproval of Gays","2","True","True","True","True","True","Other, namely:","validity showing differences in behavior","True","False","False","True","No modification","No modification","No modification","No modification","True","True"
"2023-04-24 07:40:47","2023-04-24 07:44:29","Survey Preview","","100","222","True","2023-04-24 07:44:31","R_1zW7oIFSlg4MgtX","","","","","51.5145","4.4331","preview","EN","2","Original","Incidental Environmental Anchors","1","True","False","False","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","Not applicable","Not applicable","False","","","","","",""
"2023-04-24 07:44:46","2023-04-24 07:48:54","Survey Preview","","100","247","True","2023-04-24 07:48:56","R_PRRivrqKcpDBAnT","","","","","51.5145","4.4331","preview","EN","2","Original","Development of Prosocial, Individualistic, and Competitive Orientations: Theory and Preliminary Evidence","1","True","False","True","True","False","None","","True","True","Not applicable","False","","","","","",""
"2023-04-24 07:49:19","2023-04-24 07:50:39","Survey Preview","","100","79","True","2023-04-24 07:50:42","R_2Yb77lqYbPv0h8D","","","","","51.5145","4.4331","preview","EN","2","Original","Development of Prosocial, Individualistic, and Competitive Orientations: Theory and Preliminary Evidence","2","True","False","False","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","Not applicable","Not applicable","False","","","","","",""
"2023-04-24 07:50:48","2023-04-24 07:54:35","Survey Preview","","100","227","True","2023-04-24 07:54:38","R_1IlLfgGntH8CTdy","","","","","51.5145","4.4331","preview","EN","2","Original","A Dissociation Between Moral Judgments and Justifi cations ","1","True","True","True","False","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","None Reported","","","","","",""
"2023-04-24 07:54:53","2023-04-24 07:58:52","Survey Preview","","100","239","True","2023-04-24 07:58:54","R_3D1koYZ8TRvVCgc","","","","","51.5145","4.4331","preview","EN","2","Original","The Local Ladder Effect: Social Status and Subjective Well-Being","1","True","True","False","True","False","None","","True","False","True","False","","","","","",""
"2023-04-24 07:59:01","2023-04-24 07:59:56","Survey Preview","","100","54","True","2023-04-24 07:59:58","R_Ti4bHyyQigPloJP","","","","","51.5145","4.4331","preview","EN","2","Original","The Local Ladder Effect: Social Status and Subjective Well-Being","2","True","True","False","True","False","None","","False","False","True","False","","","","","",""
"2023-04-24 08:00:04","2023-04-24 08:03:07","Survey Preview","","100","182","True","2023-04-24 08:03:10","R_307Y56dPZbxLrKP","","","","","51.5145","4.4331","preview","EN","2","Original","The Local Ladder Effect: Social Status and Subjective Well-Being","3","True","True","False","True","False","None","","False","False","True","False","","","","","",""
"2023-04-24 08:03:21","2023-04-24 08:06:45","Survey Preview","","100","204","True","2023-04-24 08:06:47","R_Xp2Kae9MCRQfgeR","","","","","51.5145","4.4331","preview","EN","2","Original","The “False Consensus Effect”: An Egocentric Bias in Social Perception and Attribution Processes ","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 08:06:53","2023-04-24 08:07:58","Survey Preview","","100","65","True","2023-04-24 08:08:00","R_2fHBnRggcSBrblZ","","","","","51.5145","4.4331","preview","EN","2","Original","The “False Consensus Effect”: An Egocentric Bias in Social Perception and Attribution Processes ","2","True","False","False","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 08:08:14","2023-04-24 08:11:40","Survey Preview","","100","206","True","2023-04-24 08:11:42","R_1LzH3noUwUf2wfc","","","","","51.5145","4.4331","preview","EN","2","Original","High in the Hierarchy: How Vertical Location and Judgments of Leaders' Power are Interrelated","1","True","True","True","True","False","None","","True","True","True","False","","","","","",""
"2023-04-24 08:12:00","2023-04-24 08:14:49","Survey Preview","","100","168","True","2023-04-24 08:14:52","R_2xFRVfb57iyDUMX","","","","","51.5145","4.4331","preview","EN","2","Original","The framing of Decisions and the psychology of choice","1","True","False","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","None Reported","","","","","",""
"2023-04-24 08:15:02","2023-04-24 08:18:05","Survey Preview","","100","182","True","2023-04-24 08:18:07","R_2CWePAe25WM4GH3","","","","","51.5145","4.4331","preview","EN","2","Original","Why People Are Reluctant to Tempt Fate","1","True","True","False","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 08:18:55","2023-04-24 08:22:15","Survey Preview","","100","199","True","2023-04-24 08:22:17","R_1l5oSeehqGbCoJk","","","","","51.5145","4.4331","preview","EN","2","Original","What Counts as a Choice? U.S. Americans Are More Likely Than Indians to Construe Actions as Choices","1","True","False","False","True","False","None","","True","Not applicable","Not applicable","False","","","","","",""
"2023-04-24 08:22:24","2023-04-24 08:22:55","Survey Preview","","100","31","True","2023-04-24 08:22:57","R_Dx7Y7sgIebOwmZz","","","","","51.5145","4.4331","preview","EN","2","Original","What Counts as a Choice? U.S. Americans Are More Likely Than Indians to Construe Actions as Choices","2","True","False","False","True","False","None","","True","True","Not applicable","False","","","","","",""
"2023-04-24 08:23:05","2023-04-24 08:26:40","Survey Preview","","100","214","True","2023-04-24 08:26:42","R_3lXfOH7AEDez6gS","","","","","51.5145","4.4331","preview","EN","2","Original","Cultural preferences for formal versus intuitive reasoning","1","True","True","True","True","False","None","","True","True","Not applicable","False","","","","","",""
"2023-04-24 08:26:50","2023-04-24 08:28:18","Survey Preview","","100","88","True","2023-04-24 08:28:20","R_1QGhw3R0UbjQ2PW","","","","","51.5145","4.4331","preview","EN","2","Original","Less Is Better: When Low-value Options Are Valued More Highly than High-value Options","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 08:28:31","2023-04-24 08:31:56","Survey Preview","","100","205","True","2023-04-24 08:32:01","R_2YDjUauI9IqJdFK","","","","","51.5145","4.4331","preview","EN","2","Original","Moral Typecasting: Divergent Perceptions of Moral Agents and Moral Patients","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 08:33:08","2023-04-24 08:36:15","Survey Preview","","100","186","True","2023-04-24 08:36:19","R_RPpDyntRLgUyuXf","","","","","51.5145","4.4331","preview","EN","2","Original","Washing Away Your Sins: Threatened Morality and Physical Cleansing","1","True","True","False","True","False","None","","True","True","Not applicable","False","","","","","",""
"2023-04-24 08:36:35","2023-04-24 08:38:43","Survey Preview","","100","127","True","2023-04-24 08:38:45","R_2S8KPIzQMEwKPrf","","","","","51.5145","4.4331","preview","EN","2","Original","ASSIMILATION AND CONTRAST EFFECTS IN PART-WHOLE QUESTION SEQUENCES: A CONVERSATIONAL LOGIC ANALYSIS","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 08:38:57","2023-04-24 08:40:52","Survey Preview","","100","114","True","2023-04-24 08:40:55","R_sYzgL4aiRSgRERP","","","","","51.5145","4.4331","preview","EN","2","Original","ASSIMILATION AND CONTRAST EFFECTS IN PART-WHOLE QUESTION SEQUENCES: A CONVERSATIONAL LOGIC ANALYSIS","2","True","True","True","True","False","None","","True","True","True","False","","","","","",""
"2023-04-24 08:41:03","2023-04-24 08:46:21","Survey Preview","","100","318","True","2023-04-24 08:46:24","R_3nPMoN36o3XGv2T","","","","","51.5145","4.4331","preview","EN","2","Original","How warm days increase belief in global warming","1","True","False","False","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","False","True","False","False","","","","","",""
"2023-04-24 08:46:32","2023-04-24 08:47:20","Survey Preview","","100","47","True","2023-04-24 08:47:22","R_2h64BvxdAq56KPf","","","","","51.5145","4.4331","preview","EN","2","Original","How warm days increase belief in global warming","2","False","False","False","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","False","True","False","False","","","","","",""
"2023-04-24 08:47:38","2023-04-24 08:49:15","Survey Preview","","100","96","True","2023-04-24 08:49:17","R_3LcYMiOs9otqTmq","","","","","51.5145","4.4331","preview","EN","1","Original","Choosing versus rejecting: Why some options are both better and worse than others","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 08:49:31","2023-04-24 08:50:51","Survey Preview","","100","79","True","2023-04-24 08:50:52","R_3oyzfLDqfI8flA4","","","","","51.5145","4.4331","preview","EN","2","Original","Intentional action and side effects in  ordinary language","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 08:51:22","2023-04-24 08:54:39","Survey Preview","","100","197","True","2023-04-24 08:54:40","R_3PBpgM0yo1DB9d7","","","","","51.5145","4.4331","preview","EN","2","Original","studies of similarity","1","True","False","True","True","True","Other, namely:","earlier study exploring pair similarity/dissimilarity","True","True","Not applicable","False","","","","","",""
"2023-04-24 12:09:44","2023-04-24 12:11:11","Survey Preview","","100","87","True","2023-04-24 12:11:13","R_C38jdzvculJbXWN","","","","","51.5145","4.4331","preview","EN","3","Original","Power and Perspectives Not Taken","1","True","True","False","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 12:11:20","2023-04-24 12:14:15","Survey Preview","","100","174","True","2023-04-24 12:14:16","R_2pJrI8sPL1EPytl","","","","","51.5145","4.4331","preview","EN","3","Original","Moral Credentials and the Expression of Prejudice","1","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 12:14:33","2023-04-24 12:15:44","Survey Preview","","100","71","True","2023-04-24 12:15:45","R_3L5zZeCBSVpgdrT","","","","","51.5145","4.4331","preview","EN","3","Original","Moral Credentials and the Expression of Prejudice","2","True","True","True","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","False","","","","","",""
"2023-04-24 12:16:14","2023-04-24 12:18:07","Survey Preview","","100","113","True","2023-04-24 12:18:09","R_2V2r3HXbdLGxeqP","","","","","51.5145","4.4331","preview","EN","3","Original","It Feels Like Yesterday: Self-Esteem, Valence of Personal Past Experiences, and Judgments of Subjective Distance","1","False","True","False","True","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","False","Not applicable","False","","","","","",""
"2023-04-24 12:18:15","2023-04-24 12:20:52","Survey Preview","","100","156","True","2023-04-24 12:20:53","R_ywOVKcUUnhWuDn3","","","","","51.5145","4.4331","preview","EN","3","Original","It Feels Like Yesterday: Self-Esteem, Valence of Personal Past Experiences, and Judgments of Subjective Distance","2","True","True","False","True","False","None","","False","False","False","False","","","","","",""
