"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Many_labs_version","research_type","research_title","measure_name","variable_name","Q58","variable_order","N","N_items","hypothesis_support","reliability_type","reliability_type_5_TEXT","reliability_coeff","Def1","Op_version","Op1","Op2","Op3","Op4","Op5","Sel_existing","Sel_existing_2_TEXT","Sel1","Sel2","Sel3","Sel4","Sel_psych_evidence","Sel_psych_evidence_4_TEXT","Quant1","Quant2","Quant3","Quant4","Mod_check","Mod1","Mod2","Mod3","Mod4","Mod5","Mod6","Mod_time"
"2023-04-15 07:46:31","2023-04-15 07:54:49","Survey Preview","","100","498","True","2023-04-15 07:54:51","R_1jOFfZLCvDgnZMN","","","","","51.3911","6.1212","preview","EN","2","Replication","WHY PEOPLE ARE RELUCTANT TO TEMPT FATE (Risen & Gilovich, 2008, Study 2)","classroom question scenarios either tempted or di not tempt fate from Risen and Gilovich (2008)","likelihood of negative outcomes after tempting fate","False","1","8000","1 item measure","Yes","","","","False","","True","True","True","True","True","True, namely:","classroom question scenarios either tempted or di not tempt fate from Risen and Gilovich (2008)","True","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","Not applicable","None Reported","","","","","","",""
"2023-04-15 07:55:15","2023-04-15 08:01:36","Survey Preview","","100","381","True","2023-04-15 08:01:37","R_338eGnGIcak70dV","","","","","51.3911","6.1212","preview","EN","2","Replication","WHAT COUNTS AS A CHOICE? U.S. AMERICANS ARE MORE LIKELY THAN INDIANS TO CONSTRUE ACTIONS AS CHOICES (Savani, Markus, Naidu, Kumar, & Berlia, 2010, Study 5)","degree of choice in personal and interpersonal actions from Savani and colleagues (2010) ","choice attribution","False","1","5882","multiple item measure","No","Not Reported","","","True","","False","True","True","True","False","True, namely:","Savani and colleagues (2010)","True","True","False","False","None","","False","True","Not applicable","False","None Reported","","","","","","",""
"2023-04-15 08:01:44","2023-04-15 08:04:17","Survey Preview","","100","152","True","2023-04-15 08:04:18","R_3h5foV619CkydTC","","","","","51.3911","6.1212","preview","EN","2","Replication","WHAT COUNTS AS A CHOICE? U.S. AMERICANS ARE MORE LIKELY THAN INDIANS TO CONSTRUE ACTIONS AS CHOICES (Savani, Markus, Naidu, Kumar, & Berlia, 2010, Study 5)","importance of action scale from Savani and colleagues (2010)","importance of actionr ating","False","2","5882","multiple item measure","No","Not Reported","","","True","","True","True","True","True","True","True, namely:","importance of action scale from Savani and colleagues (2010)","True","True","False","False","None","","True","True","Not applicable","False","None Reported","","","","","","",""
"2023-04-15 08:05:03","2023-04-15 08:15:05","Survey Preview","","100","602","True","2023-04-15 08:15:07","R_3Jq7KWSCJuvqb4V","","","","","51.3911","6.1212","preview","EN","2","Replication","CULTURAL PREFERENCES FOR FORMAL VERSUS INTUITIVE REASONING (Norenzayan, Smith, Kim, & Nisbett, 2002, Study 2) ","use of rule or similarity based judegement trials from Norenzayan, Smith, Kim, & Nisbett, 2002, Study 2","preference fro rule based judgement","False","1","7396","multiple item measure","Yes","Not Reported","","","False","","True","True","True","True","True","True, namely:","use of rule or similarity based judegement trials from Norenzayan, Smith, Kim, & Nisbett, 2002, Study 2","True","True","False","False","None","","True","True","Not applicable","True","True","True","False","False","","No modification","No modification","Before"
"2023-04-15 11:35:46","2023-04-15 11:40:15","Survey Preview","","100","268","True","2023-04-15 11:40:16","R_3JwQPfdyuRHcLqg","","","","","51.3911","6.1212","preview","EN","2","Replication","LESS IS BETTER: WHEN LOW-VALUE OPTIONS ARE VALUED MORE HIGHLY THAN HIGH-VALUE OPTIONS (Hsee, 1998, Study 1) ","gift generosity scale from Hsee (1998)","appreciation for a gift.","False","1","7646","1 item measure","Yes","","","","True","","True","True","True","True","True","True, namely:","gift generosity scale from Hsee (1998)","True","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","Not applicable","True","False","","False","False","True","True","Before"
"2023-04-15 11:40:30","2023-04-15 11:45:13","Survey Preview","","100","283","True","2023-04-15 11:45:14","R_1OTEwm927MAo2xi","","","","","51.3911","6.1212","preview","EN","2","Replication","MORAL TYPECASTING: DIVERGENT PERCEPTIONS OF MORAL AGENTS AND MORAL PATIENTS (Gray & Wegner, 2009, Study 1a) ","perceived responsibility question from Gray and Wegner (2009)","perceived responsibility","True","1","8002","1 item measure","Yes","","","","True","","True","True","True","True","True","True, namely:","intentional behaviour question from Gray and Wegner (2009)","True","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","Not applicable","None Reported","","","","","","",""
"2023-04-15 11:45:30","2023-04-15 11:51:55","Survey Preview","","100","384","True","2023-04-15 11:51:56","R_1KxwxdTLSJmQLMm","","","","","51.3911","6.1212","preview","EN","2","Replication","WASHING AWAY YOUR SINS: THREATENED MORALITY AND PHYSICAL CLEANSING (Zhong & Liljenquist, 2006, Study 2)","cleaning products rating from Zhong and Liljenquist (2006)","favor towardscleaning","False","1","7001","multiple item measure","No","Not Reported","","","False","","True","True","True","True","True","True, namely:","cleaning products rating from Zhong and Liljenquist (2006)","True","True","False","False","None","","True","True","Not applicable","True","True","True","True","False","","No modification","No modification","Before"
"2023-04-15 11:52:06","2023-04-15 11:59:23","Survey Preview","","100","437","True","2023-04-15 11:59:25","R_1rIHOIle8A7osoq","","","","","51.3911","6.1212","preview","EN","2","Replication","ASSIMILATION AND CONTRAST EFFECTS IN PART-WHOLE QUESTION SEQUENCES: A CONVERSATIONAL LOGIC ANALYSIS (Schwarz, Strack & Mai, 1991, Study 1)","general life satisfaction question from Schwarz, Strack & Mai, 1991, Study 1","general life satisfaction","True","1","7460","1 item measure","No","","","","False","","True","True","True","True","True","True, namely:","general life satisfaction question from Schwarz, Strack & Mai, 1991, Study 1","True","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","Not applicable","True","No modification","No modification","True","False","True","False","Before"
"2023-04-15 12:13:32","2023-04-15 12:15:59","Survey Preview","","100","147","True","2023-04-15 12:16:00","R_1N2qwhEp5AkIIJT","","","","","51.3911","6.1212","preview","EN","2","Replication","HOW WARM DAYS INCREASE BELIEF IN GLOBAL WARMING (Zaval, Keenan, Johnson & Weber, 2014, Study 3A)","global warming concern question from Zaval et al. (2014)","global warming concern","True","1","4204","1 item measure","No","","","","False","","True","True","True","True","True","True, namely:","global warming concern question from Zaval et al. (2014)","True","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","Not applicable","True","No modification","No modification","True","True","True","True","Before"
"2023-04-15 12:00:06","2023-04-15 12:05:26","Survey Preview","","100","319","True","2023-04-15 12:20:29","R_1DqxsX84I5ylwEv","","","","","51.3911","6.1212","preview","EN","2","Replication","CHOOSING VERSUS REJECTING: WHY SOME OPTIONS ARE BOTH BETTER AND WORSE THAN OTHERS (Shafir, 1993, Study 1)","award or deny custody questions from Shafir, 1993, Study 1","framing effect","True","1","7901","The measure is not a scale","No","","","","True","","True","True","True","True","True","True, namely:","award or deny custody questions from Shafir, 1993, Study 1","True","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","True","None Reported","","","","","","",""
"2023-04-15 12:16:12","2023-04-15 12:21:42","Survey Preview","","100","330","True","2023-04-15 12:21:43","R_1IRzBMzjY98pYUI","","","","","51.3911","6.1212","preview","EN","2","Replication","INTENTIONAL ACTION AND SIDE EFFECTS IN ORDINARY LANGUAGE (Knobe, 2003, Study 1)","side effect intetionality question from Knobe (2003)","rated side effect intentionality","False","1","7982","1 item measure","Yes","","","","True","","True","True","True","True","True","True, namely:","side effect intetionality question from Knobe (2003)","True","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","Not applicable","True","No modification","No modification","No modification","No modification","True","True","Before"
"2023-04-15 12:21:52","2023-04-15 12:33:02","Survey Preview","","100","670","True","2023-04-15 12:33:04","R_1odSQJ26h3x0L6f","","","","","51.3911","6.1212","preview","EN","2","Replication","STUDIES OF SIMILARITY (Tversky & Gati, 1978, Study 2)","country pair similarity ratings from Tversky and Gati (1978, study 2)","rated pair similarity","False","1","3549","multiple item measure","No","Not Reported","","","False","","True","True","True","False","True","True, namely:","country pair similarity ratings from Tversky and Gati (1978, study 2)","True","True","False","False","None","","True","True","True","True","True","True","False","True","False","No modification","No modification","Before"
"2023-04-15 14:29:10","2023-04-15 14:35:48","Survey Preview","","100","397","True","2023-04-15 14:35:50","R_1pospdtTIv80o1u","","","","","51.3911","6.1212","preview","EN","3","Replication","Power and perspectives not taken (Galinsky, Magee, Inesi, & Gruenfeld, 2006, Study 2a)","comment evaluation question from Galinsky et al. (2006)","perspective taking","False","1","2969","1 item measure","No","","","","True","","True","True","True","True","True","True, namely:","comment evaluation question from Galinsky et al. (2006)","True","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","Not applicable","None Reported","","","","","","",""
"2023-04-15 14:36:20","2023-04-15 14:50:12","Survey Preview","","100","831","True","2023-04-15 14:50:13","R_21icSrsp9Wgn2u2","","","","","51.3911","6.1212","preview","EN","3","Replication","Moral credentials and the expression of prejudice (Monin & Miller, 2001, Study 1)","list of some/most statements from Monin and Miller (2001)","moral credentials","False","1","3134","multiple item measure","No","Not Reported","","","True","","True","True","True","True","True","True, namely:","list of some/most statements from Monin and Miller (2001)","True","True","False","False","None","","True","True","Not applicable","False","False","","","","","","",""
"2023-04-15 14:50:26","2023-04-15 14:54:17","Survey Preview","","100","231","True","2023-04-15 14:54:19","R_2veqjpd2y4BjcoZ","","","","","51.3911","6.1212","preview","EN","3","Replication","Moral credentials and the expression of prejudice (Monin & Miller, 2001, Study 1)","gender suitability to job description question from Monin and Miller (2001)","expression of prejudice","False","2","3134","1 item measure","No","","","","True","","True","True","True","True","True","True, namely:","gender suitability to job description question from Monin and Miller (2001)","True","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","Not applicable","False","","","","","","",""
"2023-04-15 14:55:22","2023-04-15 15:05:03","Survey Preview","","100","580","True","2023-04-15 15:05:05","R_1113XXiZ35g56Cx","","","","","51.3911","6.1212","preview","EN","3","Replication","It feels like yesterday: self­esteem, valence of personal past experiences, and judgments of subjective distance (Ross, & Wilson, 2002, Study 2)","time since last term in school question from Ross, & Wilson, 2002, Study 2"," actual time passed ","True","1","3136","The measure is not a scale","Unclear (Unclear can mean: significant effect but in different direction than the hypothesis/hypotheses; some effects significant some not; other atypical qualifications)","","","","True","","True","True","True","False","True","True, namely:","time since last term in school question from Ross, & Wilson, 2002, Study 2","True","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","Not applicable","Not applicable","Not applicable","False","No modification","No modification","No modification","No modification","No modification","No modification","Before"
"2023-04-15 15:05:32","2023-04-15 15:08:51","Survey Preview","","100","198","True","2023-04-15 15:08:52","R_3dG2OLTW3m3H7Ri","","","","","51.3911","6.1212","preview","EN","3","Replication","It feels like yesterday: self­esteem, valence of personal past experiences, and judgments of subjective distance (Ross, & Wilson, 2002, Study 2)","single­item measure of self­esteem (SISE; Robins, Hendin, & Trzesniewski, 2001)","self-esteem","True","2","3136","1 item measure","Unclear (Unclear can mean: significant effect but in different direction than the hypothesis/hypotheses; some effects significant some not; other atypical qualifications)","","","","True","single­item measure of self­esteem (SISE; Robins, Hendin, & Trzesniewski, 2001)","True","True","True","False","True","True, namely:","single­item measure of self­esteem (SISE; Robins, Hendin, & Trzesniewski, 2001)","True","False","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","Not applicable","True","No modification","No modification","No modification","No modification","True","False","Before"
"2023-04-15 15:12:34","2023-04-15 15:20:40","Survey Preview","","100","485","True","2023-04-15 15:20:43","R_wRk5QaWA3IdZRqV","","","","","51.3911","6.1212","preview","EN","3","Replication","Stroop task (Stroop, 1935; as adapted from Inzlicht, & Gutsell, 2007, Study 1)","stroop task as adapted from Inzlicht, & Gutsell, 2007, Study 1 and further modified","response latency","False","1","3279","multiple item measure","Yes","","","","True","stroop task as adapted from Inzlicht, & Gutsell, 2007, Study 1 and further modified","True","True","True","True","False","True, namely:","stroop task as adapted from Inzlicht, & Gutsell, 2007, Study 1","True","True","Not applicable","False","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","Not applicable","Not applicable","True","True","No modification","No modification","No modification","No modification","True","False","Before"
"2023-04-15 15:21:17","2023-04-15 15:30:54","Survey Preview","","100","576","True","2023-04-15 15:30:56","R_1CIUH1cQUX6TMql","","","","","51.3911","6.1212","preview","EN","3","Replication","Availability: A heuristic for judging frequency and probability (Tversky & Kahneman, 1973, Study 3)","letter position frequency guessing task from Tversky and Kahneman (1973)","availability heuristic","True","1","3088","multiple item measure","Yes","Not Reported","","","True","","True","True","True","True","True","True, namely:","letter position frequency guessing task from Tversky and Kahneman (1973)","True","True","False","False","None","","True","True","Not applicable","True","True","True","True","True","True","No modification","No modification","Before"
"2023-04-16 02:53:42","2023-04-16 03:00:22","Survey Preview","","100","400","True","2023-04-16 03:00:23","R_1eykmQtfiti1X7W","","","","","51.3911","6.1212","preview","EN","3","Replication","Warmer hearts, warmer rooms (Szymkow, Chandler, IJzerman, Parzuchowski, & Wojciszke, 2013, Study 1)","room temperature rating question from Szymkow, Chandler, IJzerman, Parzuchowski, & Wojciszke, 2013, Study 1","judgement of environment heat","True","1","3119","1 item measure","No","","","","Not Applicable","","True","True","True","True","True","True, namely:","room temperature rating question from Szymkow, Chandler, IJzerman, Parzuchowski, & Wojciszke, 2013, Study 1","True","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","Not applicable","Not applicable","Not applicable","True","False","","True","False","No modification","No modification","Before"
"2023-04-16 03:00:39","2023-04-16 03:09:34","Survey Preview","","100","535","True","2023-04-16 03:09:35","R_2tstzcycL4CcBtz","","","","","51.3911","6.1212","preview","EN","3","Replication","Issue involvement can increase or decrease persuasion by enhancing message­relevant cognitive responses (Cacioppo, Petty, & Morris, 1983, Study 1)","argument quality questionnaire from Cacioppo, Petty, and Morris (1983) ","argument quality rating","False","1","2365","multiple item measure","No","Not Reported","","","False","","True","True","True","True","True","True, namely:","argument quality questionnaire from Cacioppo, Petty, and Morris (1983) ","True","True","False","False","None","","True","True","True","True","False","","","","","","",""
"2023-04-16 03:13:16","2023-04-16 03:17:03","Survey Preview","","100","227","True","2023-04-16 03:17:04","R_T7LY7CUL2ErGoQF","","","","","51.3911","6.1212","preview","EN","3","Replication",". Issue involvement can increase or decrease persuasion by enhancing message­relevant cognitive responses (Cacioppo, Petty, & Morris, 1983, Study 1)","Need for cognition (adapted from Cacioppo & Petty, 1982; Skulborstad, unpublished data)","need for cognition","False","2","2365","multiple item measure","No","alpha","","0.67","True","","True","True","True","False","False","True, namely:","Need for cognition (adapted from Cacioppo & Petty, 1982; Skulborstad, unpublished data)","True","False","False","False","None","","True","True","False","True","True","False","","False","","True","False","Before"
"2023-04-16 03:17:30","2023-04-16 03:25:57","Survey Preview","","100","506","True","2023-04-16 03:25:59","R_wUiftbgf3WdsD85","","","","","51.3911","6.1212","preview","EN","3","Replication","The Relation between Persistence and Conscientiousness (De Fruyt, Van De Wiele, & Van Heeringen, 2000)","Ten ­Item Personality Inventory for Big­Five personality (Gosling, Rentfrow, & Swann, 2003).","conscientiousness","True","1","3193","multiple item measure","No","retest","","","False","Ten ­Item Personality Inventory for Big­Five personality (Gosling, Rentfrow, & Swann, 2003).","True","True","True","False","False","True, namely:","Ten ­Item Personality Inventory for Big­Five personality (Gosling, Rentfrow, & Swann, 2003).","True","True","False","True","None","","True","True","False","False","True","False","","False","","True","False","Before"
"2023-04-16 03:26:12","2023-04-16 03:30:10","Survey Preview","","100","237","True","2023-04-16 03:30:12","R_1l67XpqG7BbsFeu","","","","","51.3911","6.1212","preview","EN","3","Replication","The Relation between Persistence and Conscientiousness (De Fruyt, Van De Wiele, & Van Heeringen, 2000)","anagram solving tasks adapted from Aspinwall and Richter (2002)","task persistence","False","2","3193","multiple item measure","No","Not Reported","","","False","anagram solving tasks adapted from Aspinwall and Richter (2002)","True","True","True","True","True","True, namely:","anagram solving tasks adapted from Aspinwall and Richter (2002)","True","False","False","False","None","","True","True","Not applicable","True","True","False","","False","","","","Before"
"2023-04-16 03:30:32","2023-04-16 03:38:47","Survey Preview","","100","495","True","2023-04-16 03:38:48","R_3GDhoF4zHAYeXqp","","","","","51.3911","6.1212","preview","EN","3","Replication","Metaphoric structuring: Understanding time through spatial metaphors (Boroditsky, 2000"," ambiguous temporal statement from Boroditsky (2000)","temproal statement perception","False","1","2191","1 item measure","Yes","","","","False","","True","True","True","True","True","True, namely:"," ambiguous temporal statement from Boroditsky (2000)","True","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","Not applicable","False","","","","","","",""
"2023-04-16 03:38:58","2023-04-16 03:47:46","Survey Preview","","100","528","True","2023-04-16 03:47:47","R_ZaixNIoCVkI0LWV","","","","","51.3911","6.1212","preview","EN","3","Replication","Weight as an embodiment of importance (Jostmann, Lakens, & Schubert, 2009, Study 2)","student input importance question from Jostmann, Lakens, and Schubert (2009)","perceptions of importance","False","1","2285","1 item measure","No","","","","False","","True","True","True","True","True","True, namely:","student input importance question from Jostmann, Lakens, and Schubert (2009)","True","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","Not applicable","True","No modification","No modification","True","False","No modification","No modification","Before"
"2023-04-16 03:57:32","2023-04-16 04:07:28","Survey Preview","","100","595","True","2023-04-16 04:07:30","R_1kO1ypo1sASXo7G","","","","","51.3911","6.1212","preview","EN","5","Replication","Albarracín et al. (2008, Journal of Personality and Social Psychology, 95), Experiment 5","verbal ability SAT-type problems from Albarracín et al. (2008, Journal of Personality and Social Psychology, 95), Experiment 5","verbal ability ","True","1","884","multiple item measure","No","Not Reported","","","True","","True","True","True","True","False","True, namely:","Albarracín et al. (2008, Journal of Personality and Social Psychology, 95), Experiment 5","","True","False","False","None","","False","False","Not applicable","True","True","No modification","No modification","False","","No modification","No modification","Before"
"2023-04-16 04:07:35","2023-04-16 04:13:09","Survey Preview","","100","334","True","2023-04-16 04:13:11","R_UMzL2kvWAQvwUBX","","","","","51.3911","6.1212","preview","EN","5","Replication","Albarracín et al. (2008, Journal of Personality and Social Psychology, 95), Experiment 5","quantitative ability SAT-type problems from Albarracín et al. (2008) ","quantitative ability","True","2","884","multiple item measure","No","Not Reported","","","True","","True","True","True","True","False","True, namely:","quantitative ability SAT-type problems from Albarracín et al. (2008) ","True","True","False","False","None","","False","False","Not applicable","True","True","No modification","No modification","False","","No modification","No modification","Before"
"2023-04-16 07:27:16","2023-04-16 07:43:37","Survey Preview","","100","980","True","2023-04-16 07:43:39","R_qF3nOtn6oZ2lIwV","","","","","51.3911","6.1212","preview","EN","5","Replication","Albarracín et al. (2008) Study 7","action related stem completion task from Albarracín et al. (2008) Study 5","action related cognition","True","1","808","The measure is not a scale","No","Not Reported","","","False","","False","True","True","True","True","Not Clearly Stated","","False","True","False","False","None","","False","False","Not applicable","False","True","True","False","No modification","No modification","True","","Before"
"2023-04-16 07:43:44","2023-04-16 07:47:27","Survey Preview","","100","222","True","2023-04-16 07:47:28","R_1N4C0MGG2zfaz5N","","","","","51.3911","6.1212","preview","EN","5","Replication","Albarracín et al. (2008) Study 7","inaction stem completion task from Albarracín et al. (2008) Study 5","inaction cognition","False","2","808","The measure is not a scale","No","Not Reported","","","True","","False","True","True","True","True","Not Clearly Stated","","False","False","False","False","None","","False","False","Not applicable","False","True","False","False","No modification","No modification","False","","Before"
"2023-04-16 07:49:23","2023-04-16 08:07:41","Survey Preview","","100","1098","True","2023-04-16 08:07:43","R_2TplX0pGEVMTYt9","","","","","51.3911","6.1212","preview","EN","5","Replication","Förster, J., Liberman, N., & Kuschel, S. (2008). The effect of global versus local processing styles on assimilation versus contrast in social judgment","antagonistic trait description measure from Förster et al","antagonistic trait attirubtion","True","1","720","multiple item measure","No","Not Reported","","","False","","True","True","True","True","False","True, namely:","antagonistic trait description measure from Förster et al","True","True","False","False","None","","True","True","Not applicable","False","True","False","","No modification","No modification","No modification","No modification","Before"
"2023-04-16 08:09:21","2023-04-16 08:15:47","Survey Preview","","100","386","True","2023-04-16 08:15:48","R_3hnz8AFUpiIbKry","","","","","51.3911","6.1212","preview","EN","5","Replication","Detecting the Snake in the Grass: Attention to Fear-Relevant Stimuli by Adults and Young Children by Vanessa LoBue and Judy S. DeLoache (2008","image identification task from LoBue and DeLoache (2008) ","latency in finding (non-)fear target","False","1","259","multiple item measure","No","Not Reported","","","True","","True","True","True","True","False","True, namely:","image identification task from LoBue and DeLoache (2008) ","True","True","False","False","None","","True","Not applicable","Not applicable","False","False","","","","","","",""
"2023-04-16 08:16:38","2023-04-16 08:29:34","Survey Preview","","100","776","True","2023-04-16 08:29:35","R_1ePq6X9fbt4lZwX","","","","","51.3911","6.1212","preview","EN","5","Replication","Payne, Burkley, & Stokes (2008) ","indirect rating procedure from Payne, Burkley, & Stokes, 2008","indirect racially biased rating","False","1","558","multiple item measure","No","Not Reported","","","True","","True","True","True","True","False","True, namely:","indirect rating procedure from Payne, Burkley, & Stokes, 2008","True","True","False","False","None","","True","True","Not applicable","True","True","No modification","No modification","True","False","No modification","No modification","Before"
"2023-04-16 08:29:43","2023-04-16 08:32:58","Survey Preview","","100","194","True","2023-04-16 08:32:59","R_vBHmwDIwboCxc53","","","","","51.3911","6.1212","preview","EN","5","Replication","Payne, Burkley, & Stokes (2008)","direct rating procedure from Payne, Burkley, & Stokes, 2008","direct ravially biased rrating","False","2","558","multiple item measure","No","Not Reported","","","True","","True","True","True","True","False","True, namely:","direct rating procedure from Payne, Burkley, & Stokes, 2008","True","True","False","False","None","","True","True","Not applicable","True","True","No modification","No modification","True","False","No modification","No modification","Before"
"2023-04-16 08:33:34","2023-04-16 08:44:00","Survey Preview","","100","626","True","2023-04-16 08:44:01","R_123iFkmEtH8ignW","","","","","51.3911","6.1212","preview","EN","5","Replication","Risen & Gilovich (2008) study 6","likelihood of being called on question from Risen & Gilovich (2008)","measure of tempting fate","False","1","701","1 item measure","No","","","","Not Applicable","","True","True","True","False","True","True, namely:","likelihood of being called on question from Risen & Gilovich (2008)","False","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","Not applicable","None Reported","","","","","","",""
"2023-04-16 08:44:41","2023-04-16 08:56:50","Survey Preview","","100","729","True","2023-04-16 08:56:52","R_3NDoPGldx421Mjy","","","","","51.3911","6.1212","preview","EN","5","Replication","“A Needs-Based Model of Reconciliation: Satisfying the Differential Emotional Needs of Victim and Perpetrator as a Key to Promoting Reconciliation” (Shnabel &; Nadler, JPSP, 2008)","willingness to reconcile scale from Shnabel and Nadler (2008) ","willingness to reconcile","False","1","1376","multiple item measure","Yes","Not Reported","","","False","","True","True","True","True","True","True, namely:","willingness to reconcile scale from Shnabel and Nadler (2008) ","True","True","False","False","None","","True","True","False","False","True","True","False","False","","No modification","No modification","Before"
"2023-04-16 08:58:28","2023-04-16 09:08:17","Survey Preview","","100","588","True","2023-04-16 09:08:18","R_rcK8RQjV1a0ETTj","","","","","51.3911","6.1212","preview","EN","5","Replication","van Dijk et al. (2008)","chip bargaining with fictional respondent from van Dijk et al. (2008)","number of chips offered in bargaining","False","1","119","1 item measure","No","","","","Not Applicable","","True","True","True","True","True","True, namely:","chip bargaining with fictional respondent from van Dijk et al. (2008)","True","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","True","True","True","True","True","False","No modification","No modification","Before"
"2023-04-16 09:09:10","2023-04-16 09:23:53","Survey Preview","","100","883","True","2023-04-16 09:23:54","R_3k6wPIexWOA672O","","","","","51.3911","6.1212","preview","EN","5","Replication","Vohs, K. & Schooler, J. (2008). The value of believing in free will: Encouraging a belief in determinism increases cheating.","FAD-Plus Free Will subscale from Paulhus & Carey, 2011a ","belief in free-will","False","1","342","multiple item measure","Yes","alpha","","0.84","True","FAD-Plus Free Will subscale from Paulhus & Carey, 2011a ","True","True","True","True","True","True, namely:","FAD-Plus Free Will subscale from Paulhus & Carey, 2011a ","True","True","False","True","None","","True","True","False","False","True","No modification","No modification","No modification","No modification","True","True","Before"
"2023-04-16 09:24:00","2023-04-16 09:29:19","Survey Preview","","100","319","True","2023-04-16 09:29:20","R_ALL8svjtm6c3AVX","","","","","51.3911","6.1212","preview","EN","5","Replication","Vohs, K. & Schooler, J. (2008). The value of believing in free will: Encouraging a belief in determinism increases cheating","computer-based mental-arithmetic task (von Hippel, Lakin, & Shakarchi, 2005) with cheating options","tendency to cheat","False","2","342","The measure is not a scale","Yes","","","","True","","True","True","True","True","True","True, namely:","computer-based mental-arithmetic task (von Hippel, Lakin, & Shakarchi, 2005) with cheating options","True","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","Not applicable","Not applicable","True","None Reported","","","","","","",""
"2023-04-17 06:05:23","2023-04-17 06:24:43","Survey Preview","","100","1160","True","2023-04-17 06:24:45","R_2Cyx9SZwfQWT1gQ","","","","","51.3911","6.1212","preview","EN","1","Original","Instructional manipulation checks: Detecting satisficing to increase statistical power","sunk cost question adapted from Thaler (1985)","sunk cost effect","False","1","213","1 item measure","Yes","","","","False","","True","False","True","True","True","True, namely:","sunk cost question adapted from Thaler (1985)","True","True","Not applicable","Not applicable","None","","True","True","Not applicable","Not applicable","None Reported","","","","","","",""
"2023-04-17 06:27:22","2023-04-17 06:31:54","Survey Preview","","100","272","True","2023-04-17 06:31:55","R_2E7hf0f1yGfoGyO","","","","","51.3911","6.1212","preview","EN","1","Original","the framing of decisions and the psychology of choice","asian disease problem","framing effect","False","1","307","1 item measure","Yes","","","","True","","True","False","False","True","True","Not Clearly Stated","","False","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","True","Not applicable","Not applicable","False","","","","","","",""
"2023-04-17 06:32:16","2023-04-17 06:43:55","Survey Preview","","100","698","True","2023-04-17 06:43:56","R_1hMS4MtVOnMS8Ns","","","","","51.3911","6.1212","preview","EN","1","Original","Measures of Anchoring in Estimation Tasks","set of quantity questions","anchor effect","False","1","103","multiple item measure","Yes","Not Reported","","","True","","True","False","False","True","False","Not Clearly Stated","","False","False","False","False","None","","True","Not applicable","Not applicable","True","None Reported","","","","","","",""
"2023-04-17 06:46:45","2023-04-17 06:51:44","Survey Preview","","100","298","True","2023-04-17 06:51:45","R_3qQ0hieaesD6OUj","","","","","51.3911","6.1212","preview","EN","1","Original","The retrospective gambler’s fallacy","dice roll retrospective observation scenario from this study","retrospective gambler's fallacy","False","1","80","1 item measure","Yes","","","","True","","True","False","True","True","False","True, namely:","dice roll retrospective observation scenario from this study","True","True","Not applicable","Not applicable","Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","","True","Not applicable","Not applicable","Not applicable","False","","","","","","",""
