"g","elm_01","elm_02","elm_03","elm_04","elm_05"
"UniversityOfSouthernMississippi",5,7,5,6,7
"UniversityOfSouthernMississippi",7,9,7,5,4
"UniversityOfSouthernMississippi",6,3,7,3,6
"UniversityOfSouthernMississippi",5,6,6,5,6
"UniversityOfSouthernMississippi",9,9,9,9,9
"UniversityOfSouthernMississippi",9,9,9,9,5
"UniversityOfSouthernMississippi",9,7,7,8,9
"UniversityOfSouthernMississippi",9,5,7,6,7
"UniversityOfSouthernMississippi",9,9,8,8,8
"UniversityOfSouthernMississippi",3,2,2,6,3
"UniversityOfSouthernMississippi",5,3,4,6,5
"UniversityOfSouthernMississippi",7,7,7,9,6
"UniversityOfSouthernMississippi",4,5,5,6,5
"UniversityOfSouthernMississippi",6,5,5,7,7
"UniversityOfSouthernMississippi",9,9,9,9,9
"UniversityOfSouthernMississippi",6,5,7,7,6
"UniversityOfSouthernMississippi",9,5,7,8,6
"UniversityOfSouthernMississippi",9,1,4,5,5
"UniversityOfSouthernMississippi",5,6,7,7,7
"UniversityOfSouthernMississippi",5,3,6,6,5
"UniversityOfSouthernMississippi",6,9,6,6,7
"UniversityOfSouthernMississippi",4,4,4,5,7
"UniversityOfSouthernMississippi",6,5,4,5,6
"UniversityOfSouthernMississippi",5,4,6,8,7
"UniversityOfSouthernMississippi",5,3,4,5,4
"UniversityOfSouthernMississippi",9,9,9,9,9
"UniversityOfSouthernMississippi",6,7,8,8,8
"UniversityOfSouthernMississippi",3,3,3,6,3
"UniversityOfSouthernMississippi",9,7,9,9,7
"UniversityOfSouthernMississippi",4,6,4,5,8
"UniversityOfSouthernMississippi",9,9,9,9,9
"UniversityOfSouthernMississippi",7,6,6,9,8
"UniversityOfSouthernMississippi",9,5,9,7,9
"UniversityOfSouthernMississippi",8,7,9,5,8
"UniversityOfToronto",6,9,7,6,9
"UniversityOfToronto",8,6,7,5,5
"UniversityOfToronto",5,4,3,5,4
"UniversityOfToronto",5,4,6,5,5
"UniversityOfToronto",7,5,6,6,6
"UniversityOfToronto",7,5,3,4,3
"UniversityOfToronto",7,7,7,8,9
"UniversityOfToronto",7,7,6,5,7
"UniversityOfToronto",6,6,8,6,7
"UniversityOfToronto",6,6,6,4,5
"UniversityOfToronto",4,6,5,4,5
"UniversityOfToronto",7,3,5,6,6
"UniversityOfToronto",5,8,7,4,6
"UniversityOfToronto",8,7,8,9,8
"UniversityOfToronto",4,3,3,6,4
"UniversityOfToronto",3,5,4,7,3
"UniversityOfToronto",7,5,3,5,3
"UniversityOfToronto",8,8,7,7,8
"UniversityOfToronto",6,4,5,4,5
"UniversityOfToronto",5,3,3,6,5
"UniversityOfToronto",6,4,6,5,5
"UniversityOfToronto",8,7,7,8,7
"UniversityOfToronto",8,8,9,7,8
"UniversityOfToronto",5,2,2,3,3
"UniversityOfToronto",7,3,5,7,7
"UniversityOfToronto",5,4,4,7,7
"UniversityOfToronto",5,7,6,5,7
"UniversityOfToronto",3,4,2,2,3
"UniversityOfToronto",5,4,6,4,4
"UniversityOfToronto",4,1,1,2,2
"UniversityOfToronto",4,4,5,5,4
"UniversityOfToronto",6,1,2,4,2
"UniversityOfToronto",5,6,5,4,5
"UniversityOfToronto",5,3,4,5,6
"UniversityOfToronto",5,5,7,5,4
"UniversityOfToronto",6,5,5,5,5
"UniversityOfToronto",3,4,2,5,5
"UniversityOfToronto",6,2,2,4,5
"UniversityOfToronto",6,5,6,7,5
"UniversityOfToronto",7,4,5,6,6
"UniversityOfToronto",1,3,3,3,3
"UniversityOfToronto",6,6,6,6,5
"UniversityOfToronto",7,7,7,6,7
"UniversityOfToronto",5,3,6,9,5
"UniversityOfToronto",4,1,4,3,3
"UniversityOfToronto",8,7,7,6,6
"UniversityOfToronto",7,5,6,9,5
"UniversityOfToronto",7,8,7,3,6
"UniversityOfToronto",8,5,6,7,7
"UniversityOfToronto",3,3,4,4,4
"UniversityOfToronto",6,1,2,3,3
"UniversityOfToronto",4,3,3,5,1
"UniversityOfToronto",6,5,4,5,4
"UniversityOfToronto",9,6,8,7,7
"UniversityOfToronto",6,2,3,6,3
"UniversityOfToronto",8,7,7,6,7
"UniversityOfToronto",7,8,7,5,7
"UniversityOfToronto",6,6,7,6,6
"UniversityOfToronto",2,1,2,1,1
"UniversityOfToronto",8,7,6,8,6
"UniversityOfToronto",9,9,9,8,9
"UniversityOfToronto",5,5,4,4,4
"UniversityOfToronto",6,3,4,5,4
"UniversityOfToronto",3,2,1,2,2
"UniversityOfToronto",1,2,1,3,2
"UniversityOfToronto",8,7,8,6,7
"UniversityOfToronto",4,4,4,5,4
"UniversityOfToronto",7,5,5,6,6
"UniversityOfToronto",7,8,6,4,3
"UniversityOfToronto",5,4,2,2,4
"UniversityOfToronto",6,5,4,5,4
"UniversityOfToronto",9,9,9,8,7
"UniversityOfToronto",5,5,6,6,5
"UniversityOfToronto",6,4,3,5,5
"UniversityOfToronto",7,7,7,7,7
"UniversityOfToronto",6,6,8,7,7
"UniversityOfToronto",8,8,8,7,8
"UniversityOfToronto",6,5,4,4,5
"UniversityOfToronto",7,8,7,7,8
"UniversityOfVirginia",5,6,3,3,4
"UniversityOfVirginia",8,4,6,4,6
"UniversityOfVirginia",8,6,8,9,8
"UniversityOfVirginia",8,7,6,7,7
"UniversityOfVirginia",7,2,3,5,5
"UniversityOfVirginia",6,5,5,4,4
"UniversityOfVirginia",8,7,8,7,6
"UniversityOfVirginia",6,5,6,4,7
"UniversityOfVirginia",6,5,6,5,5
"UniversityOfVirginia",7,7,9,8,9
"UniversityOfVirginia",8,6,7,6,8
"UniversityOfVirginia",5,4,3,4,6
"UniversityOfVirginia",6,6,7,8,6
"UniversityOfVirginia",5,6,7,8,7
"UniversityOfVirginia",8,4,6,7,6
"UniversityOfVirginia",6,5,6,6,6
"UniversityOfVirginia",2,2,2,2,3
"UniversityOfVirginia",8,5,6,6,6
"UniversityOfVirginia",8,5,6,6,3
"UniversityOfVirginia",6,5,6,4,5
"UniversityOfVirginia",9,4,9,9,7
"UniversityOfVirginia",3,3,3,4,3
"UniversityOfVirginia",7,7,6,4,7
"UniversityOfVirginia",7,6,8,6,5
"UniversityOfVirginia",6,3,3,5,2
"UniversityOfVirginia",6,4,5,6,4
"UniversityOfVirginia",9,1,5,4,5
"UniversityOfVirginia",6,5,6,5,5
"UniversityOfVirginia",7,6,6,5,6
"UniversityOfVirginia",9,7,8,7,7
"UniversityOfVirginia",8,5,7,8,6
"UniversityOfVirginia",7,8,8,6,8
"UniversityOfVirginia",7,4,6,6,6
"UniversityOfVirginia",7,7,8,8,8
"UniversityOfVirginia",5,4,7,7,5
"UniversityOfVirginia",5,3,5,5,5
"UniversityOfVirginia",7,6,6,4,6
"UniversityOfVirginia",6,6,7,8,5
"UniversityOfVirginia",7,1,3,4,4
"UniversityOfVirginia",7,7,6,8,8
"UniversityOfVirginia",9,6,7,7,8
"UniversityOfVirginia",5,4,6,6,6
"UniversityOfVirginia",8,7,8,7,7
"UniversityOfVirginia",7,6,6,7,8
"UniversityOfVirginia",6,5,5,6,5
"UniversityOfVirginia",7,5,6,6,6
"UniversityOfVirginia",8,7,5,6,6
"UniversityOfVirginia",5,4,3,7,6
"UniversityOfVirginia",9,8,9,8,8
"UniversityOfVirginia",7,5,5,8,5
"UniversityOfVirginia",5,6,6,6,5
"UniversityOfVirginia",7,5,6,6,5
"UniversityOfVirginia",7,4,6,6,6
"UniversityOfVirginia",5,5,3,3,4
"UniversityOfVirginia",5,1,2,4,5
"UniversityOfVirginia",8,5,6,4,6
"UniversityOfVirginia",9,5,4,5,5
"UniversityOfVirginia",7,7,8,5,6
"UniversityOfVirginia",9,9,9,9,9
"UniversityOfVirginia",2,6,7,8,5
"UniversityOfVirginia",8,7,7,6,7
"UniversityOfVirginia",6,5,5,4,5
"UniversityOfVirginia",6,5,5,6,5
"UniversityOfVirginia",8,1,9,7,7
"UniversityOfVirginia",7,7,7,5,6
"UniversityOfVirginia",9,5,6,7,6
"UniversityOfVirginia",7,3,7,8,9
"UniversityOfVirginia",6,7,5,6,6
"UniversityOfVirginia",8,9,7,8,9
"UniversityOfVirginia",6,4,7,5,6
"UniversityOfVirginia",7,4,5,5,7
"UniversityOfVirginia",3,4,5,5,5
"UniversityOfVirginia",7,7,8,9,7
"UniversityOfVirginia",5,4,3,2,2
"UniversityOfVirginia",9,7,7,7,7
"UniversityOfVirginia",7,7,7,8,8
"UniversityOfVirginia",4,3,3,2,3
"UniversityOfVirginia",8,7,6,5,6
"UniversityOfVirginia",7,1,5,3,4
"UniversityOfVirginia",5,3,3,6,4
"UniversityOfVirginia",5,3,4,5,4
"UniversityOfVirginia",8,7,8,7,6
"UniversityOfVirginia",5,5,4,6,5
"UniversityOfVirginia",8,6,8,8,8
"UniversityOfVirginia",5,4,5,6,6
"UniversityOfVirginia",7,5,4,6,6
"UniversityOfVirginia",6,5,5,5,6
"UniversityOfVirginia",5,3,4,6,4
"UniversityOfVirginia",9,9,8,8,7
"UniversityOfVirginia",8,4,6,6,6
"UniversityOfVirginia",5,4,4,6,6
"UniversityOfVirginia",4,4,6,6,5
"UniversityOfVirginia",6,6,6,6,5
"UniversityOfVirginia",7,4,3,4,3
"UniversityOfVirginia",7,7,8,7,6
"UniversityOfVirginia",1,1,1,1,1
"UniversityOfVirginia",6,4,4,3,4
"UniversityOfVirginia",8,7,4,7,5
"UniversityOfVirginia",7,7,7,8,8
"UniversityOfVirginia",7,6,6,6,5
"UniversityOfVirginia",6,6,6,6,7
"UniversityOfVirginia",6,5,6,6,5
"UniversityOfVirginia",6,4,5,4,5
"UniversityOfVirginia",6,6,6,7,5
"UniversityOfVirginia",8,2,7,5,4
"UniversityOfVirginia",7,5,6,6,4
"UniversityOfVirginia",8,5,5,7,6
"UniversityOfVirginia",7,4,4,5,6
"UniversityOfVirginia",7,3,7,7,5
"UniversityOfVirginia",7,6,8,6,6
"UniversityOfVirginia",7,7,9,8,8
"UniversityOfVirginia",7,2,3,3,3
"UniversityOfVirginia",5,3,3,1,5
"UniversityOfVirginia",7,5,6,6,6
"UniversityOfVirginia",8,1,7,6,9
"UniversityOfVirginia",7,5,7,1,5
"UniversityOfVirginia",6,1,3,4,5
"UniversityOfVirginia",7,4,5,6,7
"UniversityOfVirginia",7,5,6,6,6
"UniversityOfVirginia",4,3,6,3,4
"UniversityOfVirginia",4,3,4,3,4
"UniversityOfVirginia",7,7,8,5,5
"UniversityOfVirginia",3,2,2,3,3
"UniversityOfVirginia",7,6,8,8,8
"UniversityOfVirginia",7,5,1,5,5
"UniversityOfVirginia",5,5,6,5,6
"UniversityOfVirginia",3,2,1,1,4
"UniversityOfVirginia",3,3,3,5,3
"UniversityOfVirginia",4,2,3,3,3
"UniversityOfVirginia",8,7,8,8,7
"UniversityOfVirginia",6,3,3,4,4
"UniversityOfVirginia",6,4,5,4,6
"UniversityOfVirginia",9,5,7,4,6
"UniversityOfVirginia",7,8,8,6,6
"UniversityOfVirginia",8,7,6,7,7
"UniversityOfVirginia",8,7,7,8,7
"UniversityOfVirginia",6,5,5,6,5
"UniversityOfVirginia",7,7,7,7,5
"UniversityOfVirginia",6,6,4,6,6
"UniversityOfVirginia",6,6,7,6,7
"UniversityOfVirginia",7,6,8,7,7
"UniversityOfVirginia",6,6,7,5,8
"UniversityOfVirginia",9,2,4,6,6
"UniversityOfVirginia",7,4,7,7,6
"UniversityOfVirginia",7,5,6,6,7
"UniversityOfVirginia",8,7,5,8,5
"UniversityOfVirginia",6,1,6,4,3
"UniversityOfVirginia",8,6,7,8,8
"UniversityOfVirginia",8,1,6,7,4
"UniversityOfVirginia",9,6,6,1,6
"UniversityOfVirginia",5,4,6,6,6
"UniversityOfVirginia",6,4,5,6,6
"UniversityOfVirginia",7,5,6,6,7
"UniversityOfVirginia",7,4,6,6,5
"UniversityOfVirginia",8,9,7,7,8
"UniversityOfVirginia",7,5,5,7,7
"UniversityOfVirginia",5,7,5,5,1
"UniversityOfVirginia",7,4,6,3,7
"UniversityOfVirginia",8,6,3,5,5
"UniversityOfVirginia",9,5,5,3,4
"UniversityOfVirginia",8,5,4,2,2
"UniversityOfVirginia",7,4,5,6,6
"UniversityOfVirginia",5,2,4,4,5
"UniversityOfVirginia",9,7,8,6,9
"UniversityOfVirginia",4,4,2,3,4
"UniversityOfVirginia",3,4,5,5,3
"UniversityOfVirginia",8,7,7,9,8
"UniversityOfVirginia",3,1,1,1,2
"UniversityOfVirginia",6,6,7,5,5
"UniversityOfVirginia",4,1,4,3,3
"UniversityOfVirginia",5,4,3,7,7
"UniversityOfVirginia",3,2,3,4,4
"UniversityOfVirginia",6,5,6,7,4
"UniversityOfVirginia",6,5,3,6,4
"UniversityOfVirginia",7,7,4,5,5
"UniversityOfVirginia",4,1,2,1,1
"UniversityOfVirginia",7,5,5,7,5
"UniversityOfVirginia",7,5,6,4,6
"UniversityOfVirginia",3,5,6,7,6
"UniversityOfVirginia",5,5,6,7,6
"UniversityOfVirginia",6,6,5,5,6
"UniversityOfVirginia",7,7,7,5,6
"UniversityOfVirginia",5,4,5,3,3
"UniversityOfVirginia",1,2,1,1,2
"UniversityOfVirginia",9,2,7,3,5
"UniversityOfVirginia",7,5,6,7,6
"UniversityOfVirginia",5,3,3,2,4
"UniversityOfVirginia",8,7,8,7,6
"UniversityOfVirginia",3,3,2,1,2
"UniversityOfVirginia",3,3,4,7,5
"UniversityOfVirginia",5,4,4,4,5
"UniversityOfVirginia",7,4,7,7,8
"UniversityOfVirginia",6,5,5,6,6
"UniversityOfVirginia",8,7,7,7,8
"UniversityOfVirginia",5,4,6,5,5
"VirginiaCommonwealthUniversity",4,4,4,5,4
"VirginiaCommonwealthUniversity",4,3,5,3,4
"VirginiaCommonwealthUniversity",5,7,7,7,7
"VirginiaCommonwealthUniversity",7,5,6,5,6
"VirginiaCommonwealthUniversity",9,9,8,7,7
"VirginiaCommonwealthUniversity",6,5,6,7,5
"VirginiaCommonwealthUniversity",7,8,7,7,7
"VirginiaCommonwealthUniversity",8,8,8,7,7
"VirginiaCommonwealthUniversity",7,6,7,5,6
"VirginiaCommonwealthUniversity",7,5,5,3,4
"VirginiaCommonwealthUniversity",4,5,5,3,5
"VirginiaCommonwealthUniversity",7,7,7,6,6
"VirginiaCommonwealthUniversity",6,6,3,5,6
"VirginiaCommonwealthUniversity",3,2,2,3,3
"VirginiaCommonwealthUniversity",5,6,4,5,6
"VirginiaCommonwealthUniversity",7,6,8,7,7
"VirginiaCommonwealthUniversity",9,8,7,7,7
"VirginiaCommonwealthUniversity",3,2,3,1,2
"VirginiaCommonwealthUniversity",5,6,4,7,7
"VirginiaCommonwealthUniversity",6,3,4,5,5
"VirginiaCommonwealthUniversity",5,5,4,4,4
"VirginiaCommonwealthUniversity",6,6,5,7,7
"VirginiaCommonwealthUniversity",7,5,9,8,6
"VirginiaCommonwealthUniversity",7,4,4,3,6
"VirginiaCommonwealthUniversity",7,7,7,6,7
"VirginiaCommonwealthUniversity",6,6,5,5,6
"VirginiaCommonwealthUniversity",6,5,6,7,6
"VirginiaCommonwealthUniversity",5,4,4,6,4
"VirginiaCommonwealthUniversity",7,5,6,6,6
"VirginiaCommonwealthUniversity",9,9,7,9,8
"VirginiaCommonwealthUniversity",7,6,8,7,7
"VirginiaCommonwealthUniversity",7,7,5,9,6
"VirginiaCommonwealthUniversity",9,8,8,6,7
"VirginiaCommonwealthUniversity",9,9,8,7,6
"VirginiaCommonwealthUniversity",7,5,7,8,4
"VirginiaCommonwealthUniversity",4,5,6,3,4
"VirginiaCommonwealthUniversity",9,4,5,4,5
"VirginiaCommonwealthUniversity",7,5,7,7,8
"VirginiaCommonwealthUniversity",8,8,8,8,8
"VirginiaCommonwealthUniversity",3,6,7,6,3
"VirginiaCommonwealthUniversity",5,5,5,5,5
"VirginiaCommonwealthUniversity",9,6,8,5,7
"VirginiaCommonwealthUniversity",6,7,6,6,6
"VirginiaCommonwealthUniversity",3,3,1,1,3
"VirginiaCommonwealthUniversity",5,6,4,5,4
"VirginiaCommonwealthUniversity",6,5,7,7,5
"VirginiaCommonwealthUniversity",1,4,5,6,6
"VirginiaCommonwealthUniversity",7,6,8,7,8
"VirginiaCommonwealthUniversity",4,4,4,6,5
"VirginiaCommonwealthUniversity",7,6,8,6,7
"VirginiaCommonwealthUniversity",9,9,9,9,6
"VirginiaCommonwealthUniversity",8,8,7,7,8
"VirginiaCommonwealthUniversity",5,5,6,5,4
"VirginiaCommonwealthUniversity",7,8,8,6,7
"VirginiaCommonwealthUniversity",4,3,2,2,2
"VirginiaCommonwealthUniversity",4,4,4,4,5
"VirginiaCommonwealthUniversity",5,4,4,5,5
"VirginiaCommonwealthUniversity",6,6,7,6,7
"VirginiaCommonwealthUniversity",9,5,7,7,7
"VirginiaCommonwealthUniversity",6,4,5,4,5
"VirginiaCommonwealthUniversity",5,1,2,6,4
"VirginiaCommonwealthUniversity",9,5,8,9,9
"VirginiaCommonwealthUniversity",7,8,7,6,7
"VirginiaCommonwealthUniversity",8,8,9,7,9
"VirginiaCommonwealthUniversity",7,6,7,9,7
"VirginiaCommonwealthUniversity",4,5,8,5,6
"VirginiaCommonwealthUniversity",7,8,8,7,7
"VirginiaCommonwealthUniversity",5,9,7,7,8
"VirginiaCommonwealthUniversity",5,5,5,5,6
"VirginiaCommonwealthUniversity",4,3,5,5,5
"VirginiaCommonwealthUniversity",9,6,7,6,5
"VirginiaCommonwealthUniversity",3,3,3,4,4
"VirginiaCommonwealthUniversity",6,7,6,6,5
"VirginiaCommonwealthUniversity",6,4,4,4,5
"VirginiaCommonwealthUniversity",8,7,6,6,6
"VirginiaCommonwealthUniversity",6,8,7,6,7
"VirginiaCommonwealthUniversity",5,7,3,6,6
"VirginiaCommonwealthUniversity",3,3,1,3,1
"VirginiaCommonwealthUniversity",7,7,7,7,7
"VirginiaCommonwealthUniversity",5,7,5,5,6
"VirginiaCommonwealthUniversity",5,3,4,6,6
"VirginiaCommonwealthUniversity",7,5,5,6,6
"VirginiaCommonwealthUniversity",8,7,8,7,7
"VirginiaCommonwealthUniversity",4,5,3,4,5
"VirginiaCommonwealthUniversity",6,4,5,4,5
"VirginiaCommonwealthUniversity",8,6,6,8,7
"VirginiaCommonwealthUniversity",5,2,4,7,5
"VirginiaCommonwealthUniversity",5,5,5,5,6
"VirginiaCommonwealthUniversity",9,5,8,5,6
"VirginiaCommonwealthUniversity",5,4,4,5,5
"VirginiaCommonwealthUniversity",5,3,6,6,6
"VirginiaCommonwealthUniversity",5,4,2,5,5
"VirginiaCommonwealthUniversity",9,9,9,8,8
