"g","geis.dv_1","geis.dv_2","geis.dv_3","geis.dv_4","geis.dv_5"
"unswonline",4,4,4,6,6
"unswonline",6,6,4,6,5
"unswonline",4,4,5,5,4
"unswonline",6,5,7,4,5
"unswonline",5,5,6,6,6
"unswonline",7,7,7,7,3
"unswonline",4,4,5,3,3
"unswonline",6,6,5,7,5
"unswonline",5,6,7,6,6
"unswonline",5,5,5,5,5
"unswonline",3,3,4,5,5
"unswonline",6,6,6,6,6
"unswonline",7,6,6,6,6
"unswonline",2,3,4,3,3
"unswonline",2,2,2,2,2
"unswonline",7,6,6,6,7
"unswonline",4,5,5,4,3
"unswonline",4,5,6,6,6
"unswonline",5,7,7,3,7
"unswonline",6,7,7,7,7
"unswonline",6,6,6,6,6
"unswonline",5,5,5,6,6
"unswonline",6,5,5,6,6
"unswonline",4,5,4,6,6
"unswonline",4,4,4,6,4
"unswonline",5,5,6,6,5
"unswonline",5,6,5,6,5
"unswonline",6,1,3,4,4
"unswonline",4,4,5,5,5
"unswonline",4,4,4,5,4
"unswonline",6,5,6,6,6
"unswonline",4,5,5,6,6
"unswonline",6,5,7,6,4
"unswonline",2,4,4,6,5
"unswonline",5,4,6,6,6
"unswonline",1,1,1,4,3
"unswonline",5,5,4,5,5
"unswonline",5,5,4,5,5
"unswonline",3,5,5,4,4
"unswonline",6,6,6,7,7
"unswonline",4,4,5,6,6
"unswonline",5,5,5,6,6
"unswonline",4,5,4,6,6
"unswonline",3,3,6,5,6
"unswonline",4,6,7,5,6
"unswonline",5,5,5,6,6
"unswonline",6,4,5,2,2
"unswonline",4,4,4,4,4
"unswonline",6,5,4,6,6
"unswonline",5,4,4,4,6
"unswonline",5,5,5,6,6
"unswonline",7,7,4,6,7
"carleton",5,3,4,5,4
"carleton",5,5,4,5,6
"carleton",4,4,4,5,4
"carleton",5,5,5,4,3
"carleton",4,7,7,7,7
"carleton",4,3,5,4,2
"carleton",4,5,3,5,5
"carleton",6,5,5,7,6
"carleton",5,4,5,7,6
"carleton",5,5,5,5,6
"carleton",6,5,5,4,4
"carleton",5,4,5,6,3
"carleton",4,4,4,4,4
"carleton",6,6,6,6,7
"carleton",4,5,5,4,4
"carleton",6,5,5,6,6
"carleton",4,4,4,4,4
"carleton",4,4,4,4,4
"carleton",5,5,5,5,5
"carleton",5,5,5,5,5
"carleton",6,6,7,7,6
"carleton",4,3,5,5,6
"carleton",4,5,5,5,5
"carleton",5,5,5,5,5
"carleton",4,6,5,5,4
"carleton",4,5,4,6,6
"carleton",5,6,5,5,6
"carleton",6,4,5,5,6
"carleton",6,6,6,4,4
"carleton",5,6,6,7,5
"carleton",6,6,6,6,6
"carleton",4,5,5,5,6
"carleton",7,7,7,7,7
"carleton",6,6,6,6,6
"carleton",6,5,5,7,7
"carleton",3,4,5,5,4
"carleton",4,4,4,4,4
"carleton",4,4,4,4,4
"carleton",2,6,6,4,5
"carleton",7,7,7,7,7
"carleton",4,4,4,4,4
"carleton",4,4,4,4,4
"carleton",5,4,4,4,4
"carleton",7,6,6,7,7
"carleton",7,7,7,7,7
"carleton",6,6,7,5,6
"carleton",4,4,4,4,5
"carleton",5,5,5,5,5
"carleton",6,6,6,5,6
"carleton",7,7,4,6,7
"carleton",5,5,5,5,5
"carleton",6,4,4,6,6
"carleton",1,1,1,1,1
"carleton",4,4,5,4,5
"carleton",4,4,4,4,4
"carleton",3,5,5,7,4
"carleton",4,4,4,4,4
"carleton",4,4,4,4,4
"seznam",5,5,5,6,6
"seznam",5,5,5,5,5
"seznam",2,5,6,4,6
"seznam",7,7,7,7,7
"seznam",6,7,7,5,6
"seznam",5,5,5,7,5
"seznam",3,2,3,2,2
"seznam",7,7,7,7,7
"seznam",4,4,4,4,4
"seznam",5,6,4,5,4
"seznam",5,3,4,5,4
"seznam",6,5,4,7,6
"seznam",7,6,7,6,7
"seznam",5,5,6,7,7
"seznam",4,6,5,6,5
"seznam",3,4,5,5,6
"seznam",5,4,4,3,3
"seznam",5,6,6,5,6
"seznam",6,3,7,5,6
"seznam",5,7,6,5,5
"seznam",3,3,3,3,3
"seznam",2,1,1,3,1
"seznam",5,5,6,5,6
"seznam",6,7,7,7,7
"seznam",5,5,5,7,7
"seznam",7,7,7,7,7
"seznam",6,4,6,7,7
"seznam",5,5,6,3,6
"seznam",6,6,6,6,6
"seznam",5,6,5,7,7
"seznam",4,4,4,5,5
"seznam",4,4,5,5,4
"seznam",3,4,4,5,6
"seznam",3,5,5,5,6
"seznam",6,7,7,6,6
"seznam",5,4,6,4,4
"seznamon",5,5,6,4,7
"seznamon",6,5,6,6,5
"seznamon",2,2,1,2,2
"seznamon",4,6,5,4,6
"seznamon",4,6,6,6,7
"seznamon",4,4,4,4,4
"seznamon",6,6,6,6,7
"seznamon",4,2,2,3,1
"seznamon",6,6,6,7,7
"seznamon",6,6,7,6,6
"seznamon",2,3,6,3,3
"seznamon",5,7,7,3,5
"seznamon",7,5,5,7,6
"seznamon",6,6,7,4,7
"seznamon",4,4,5,4,4
"seznamon",6,6,6,6,6
"seznamon",6,5,6,6,6
"seznamon",5,6,7,6,5
"seznamon",6,6,6,7,7
"seznamon",7,3,6,4,7
"seznamon",5,6,6,5,5
"seznamon",7,5,6,4,7
"seznamon",4,5,5,4,7
"seznamon",5,5,5,5,5
"seznamon",6,3,3,5,4
"seznamon",3,4,6,5,5
"seznamon",5,6,7,6,7
"seznamon",5,5,6,5,5
"seznamon",2,5,5,4,5
"seznamon",6,6,6,5,5
"seznamon",5,6,6,4,6
"seznamon",5,5,6,5,7
"seznamon",3,5,4,6,6
"seznamon",4,3,5,4,5
"seznamon",5,4,7,3,4
"seznamon",7,6,4,6,6
"seznamon",4,5,6,6,6
"seznamon",6,6,6,6,6
"seznamon",4,4,4,4,4
"seznamon",6,3,3,2,5
"seznamon",1,1,1,1,1
"seznamon",4,4,4,4,4
"seznamon",5,7,6,5,5
"seznamon",6,5,6,6,5
"seznamon",4,3,6,5,4
"seznamon",6,6,6,6,7
"seznamon",7,7,6,5,6
"seznamon",4,4,4,7,4
"seznamon",5,3,5,3,6
"seznamon",4,4,4,5,6
"seznamon",4,4,5,4,5
"seznamon",5,5,6,5,6
"seznamon",5,7,7,7,5
"seznamon",4,4,4,4,4
"seznamon",4,6,6,5,3
"seznamon",4,4,4,4,4
"seznamon",4,7,6,6,6
"seznamon",7,7,7,7,7
"seznamon",4,5,5,5,4
"seznamon",5,6,5,3,4
"seznamon",4,4,4,6,5
"seznamon",3,5,5,4,6
"radboud",4,4,5,4,5
"radboud",4,5,6,4,5
"tilburg",3,6,5,6,6
"tilburg",4,4,4,4,4
"tilburg",3,3,5,4,3
"tilburg",2,6,6,7,6
"tilburg",2,6,6,5,6
"tilburg",4,6,7,6,6
"tilburg",5,6,6,6,6
"tilburg",3,6,6,6,5
"tilburg",4,5,5,6,5
"tilburg",4,5,5,5,5
"tilburg",5,5,5,6,6
"tilburg",5,5,5,6,6
"tilburg",5,6,6,6,5
"tilburg",6,6,6,6,6
"tilburg",2,4,5,5,4
"tilburg",5,7,7,6,7
"tilburg",6,7,7,7,7
"tilburg",4,4,4,4,4
"tilburg",6,6,7,7,7
"tilburg",3,6,6,5,5
"tilburg",3,6,6,5,5
"tilburg",5,5,6,6,6
"tilburg",5,6,6,6,4
"tilburg",3,6,5,6,6
"tilburg",2,4,5,3,4
"tilburgcaf",5,5,4,5,6
"tilburgcaf",5,5,6,5,4
"tilburgcaf",5,6,6,5,6
"tilburg",5,6,5,5,6
"tilburg",5,5,5,5,5
"tilburg",6,6,5,5,3
"tilburgcaf",3,5,5,5,3
"tilburgcaf",5,6,5,6,5
"tilburg",5,5,6,6,5
"tilburg",5,6,6,7,7
"tilburg",6,6,6,5,5
"tilburg",5,4,5,5,5
"tilburg",5,6,6,7,6
"tilburg",3,6,5,7,6
"tilburg",3,3,3,5,3
"tilburg",5,5,6,6,5
"tilburgcaf",3,5,5,4,5
"tilburg",6,5,4,7,7
"tilburg",2,3,4,5,6
"tilburg",3,4,5,5,6
"tilburg",4,5,4,5,5
"tilburg",3,5,6,5,5
"tilburg",4,5,4,3,3
"radboud",6,6,6,6,6
"tilburgcaf",6,5,4,5,6
"tilburgcaf",2,2,6,5,5
"tilburgcaf",5,5,6,6,6
"tilburg",5,6,6,6,6
"tilburgcaf",5,6,5,3,6
"tilburgcaf",4,6,6,5,7
"tilburgcaf",5,6,6,4,4
"tilburgcaf",5,5,4,3,6
"radboud",3,5,5,5,4
"tilburgcaf",5,6,7,7,7
"tilburgcaf",3,6,5,7,6
"tilburgcaf",4,5,5,5,5
"tilburgcaf",5,6,4,6,6
"tilburg",4,6,6,6,7
"tilburg",5,6,6,6,6
"tilburg",6,6,6,6,6
"tilburg",5,6,5,6,6
"tilburg",5,6,6,6,6
"tilburg",7,6,7,6,4
"radboud",2,6,6,5,4
"tilburgcaf",6,5,5,6,6
"tilburgcaf",5,6,5,5,4
"radboud",3,6,6,7,7
"tilburgcaf",5,5,5,4,6
"tilburgcaf",6,4,4,6,6
"tilburgcaf",6,6,7,6,6
"tilburgcaf",4,5,6,6,6
"tilburgcaf",5,5,6,6,5
"tilburgcaf",5,5,6,6,6
"tilburgcaf",3,6,6,6,6
"radboud",5,6,6,6,5
"tilburgcaf",5,5,5,5,6
"tilburgcaf",5,6,5,7,6
"tilburgcaf",5,5,5,6,6
"tilburgcaf",6,6,6,5,4
"tilburgcaf",4,4,4,4,4
"tilburgcaf",4,3,4,6,2
"tilburgcaf",4,4,4,4,4
"tilburgcaf",6,6,6,7,7
"tilburgcaf",3,6,6,6,5
"radboud",3,4,3,5,5
"radboud",3,5,6,6,6
"tilburgcaf",6,7,7,6,7
"tilburgcaf",2,4,5,5,6
"radboud",5,4,6,6,5
"tilburgcaf",5,6,7,6,5
"tilburgcaf",4,4,6,6,5
"tilburgcaf",3,5,5,5,5
"tilburgcaf",6,6,6,6,6
"tilburgcaf",5,5,6,6,6
"tilburgcaf",5,5,5,5,5
"tilburgcaf",2,4,5,4,6
"tilburgcaf",5,5,4,6,6
"radboud",5,5,5,5,4
"radboud",5,5,6,6,5
"aus2",5,4,5,5,5
"aus2",6,6,6,3,4
"aus2",6,6,6,5,5
"aus2",4,7,2,2,1
"aus2",2,5,5,4,5
"aus2",3,7,7,7,6
"aus2",5,5,6,7,6
"aus2",7,7,6,6,6
"aus2",7,7,7,6,5
"aus2",5,4,4,5,5
"aus2",5,5,5,5,5
"aus2",7,6,5,5,6
"aus2",4,4,5,4,4
"aus2",4,4,4,4,4
"aus2",5,6,6,5,5
"aus2",5,6,6,5,7
"aus2",5,4,4,5,5
"aus2",2,5,6,5,5
"aus2",4,3,3,4,3
"aus2",4,3,5,4,5
"aus2",4,5,6,5,6
"aus2",4,3,5,4,6
"aus2",7,6,5,7,7
"aus2",5,5,5,5,5
"aus2",4,4,5,6,7
"aus2",4,5,4,5,6
"aus2",4,5,6,5,4
"aus2",5,5,6,6,5
"aus2",4,4,4,4,4
"aus2",4,2,2,1,1
"aus2",4,7,7,6,7
"aus2",7,7,6,6,7
"aus2",2,7,1,4,6
"aus2",5,4,6,5,5
"aus2",4,4,4,5,5
"aus2",4,4,3,1,3
"aus2",4,4,4,5,5
"aus2",5,4,5,3,2
"aus2",5,5,5,4,6
"aus2",3,4,4,4,2
"aus2",4,4,4,3,3
"aus2",4,6,5,6,7
"aus2",5,4,4,5,5
"aus2",5,5,4,6,6
"aus2",3,6,6,3,5
"aus2",4,4,4,4,4
"aus2",6,6,6,6,6
"aus2",6,1,1,4,2
"aus2",4,5,4,6,6
"aus2",1,1,1,2,2
"aus2",6,4,5,4,6
"aus2",4,5,5,5,5
"aus2",4,5,5,5,5
"aus2",4,4,4,4,4
"aus2",4,5,4,4,4
"aus2",4,4,5,4,4
"aus2",4,5,5,5,6
"aus2",5,5,6,5,6
"aus2",1,2,2,1,4
"aus2",3,4,4,4,3
"aus2",1,2,2,2,2
"aus2",4,4,4,4,4
"aus2",5,6,6,6,7
"aus2",5,5,5,6,7
"aus2",2,3,3,5,5
"aus2",5,5,6,5,6
"aus2",6,5,5,4,5
"aus2",5,5,4,5,6
"aus2",4,3,4,2,4
"aus2",2,6,7,6,7
"aus2",3,6,4,4,4
"aus2",4,4,4,4,4
"aus2",4,4,6,4,5
"aus2",5,5,5,3,5
"aus2",4,4,4,4,4
"aus2",1,7,7,7,7
"aus2",2,2,3,3,2
"aus2",6,7,6,4,4
"aus2",4,3,5,6,7
"aus2",4,3,3,3,3
"aus2",5,6,5,6,6
"aus2",5,4,5,5,5
"aus2",5,4,4,4,5
"aus2",6,6,6,6,6
"aus2",6,4,4,6,5
"louvain",4,5,6,6,6
"louvain",4,6,4,4,5
"louvain",7,4,4,5,5
"louvain",4,4,5,4,5
"louvain",5,4,6,6,6
"louvain",5,6,4,6,7
"louvain",5,6,7,4,4
"louvain",7,7,7,7,7
"louvain",6,5,2,4,7
"louvain",6,6,6,6,4
"louvain",5,4,5,4,5
"louvain",3,5,5,2,5
"louvain",5,5,4,7,7
"louvain",6,4,5,6,6
"louvain",5,5,5,5,5
"louvain",6,6,6,6,6
"louvain",6,4,4,6,5
"louvain",7,6,3,7,7
"louvain",3,4,4,6,7
"louvain",5,5,5,6,7
"louvain",4,3,2,5,6
"louvain",4,4,4,4,4
"louvain",5,7,7,6,5
"louvain",7,5,5,7,7
"louvain",6,3,4,6,6
"louvain",3,6,7,6,5
"louvain",2,4,6,6,6
"louvain",6,5,4,6,7
"louvain",5,6,6,6,6
"louvain",5,4,5,6,5
"louvain",5,7,6,6,7
"louvain",5,6,6,3,6
"louvain",4,5,3,5,6
"louvain",4,7,7,2,6
"louvain",7,6,5,6,7
"louvain",6,7,6,5,6
"louvain",4,4,4,4,4
"louvain",5,7,7,7,7
"louvain",7,4,5,7,7
"louvain",7,7,2,4,4
"louvain",7,6,6,6,7
"louvain",6,4,4,4,6
"louvain",7,5,3,6,7
"louvain",4,4,4,5,6
"louvain",5,6,4,3,6
"louvain",4,4,5,4,5
"louvain",7,6,6,6,7
"louvain",7,6,5,7,7
"louvain",2,4,6,6,1
"pascal",4,5,5,5,5
"pascal",4,4,4,4,4
"pascal",5,5,5,5,5
"pascal",6,6,7,7,7
"pascal",4,5,7,6,7
"pascal",5,5,5,4,5
"pascal",6,6,7,7,7
"pascal",3,3,5,3,5
"pascal",4,5,4,4,6
"pascal",7,6,6,7,7
"pascal",2,3,3,5,7
"pascal",5,5,3,4,5
"pascal",5,5,5,5,5
"pascal",4,5,5,5,5
"pascal",4,5,6,6,6
"pascal",3,3,5,7,7
"pascal",4,5,6,6,7
"pascal",4,4,4,5,4
"pascal",5,6,6,5,5
"pascal",4,6,6,6,6
"pascal",4,4,5,5,4
"pascal",7,5,5,5,5
"pascal",5,5,6,6,6
"pascal",5,5,5,5,4
"pascal",4,6,7,6,6
"pascal",6,6,6,6,6
"pascal",3,3,3,5,5
"pascal",3,3,6,7,7
"pascal",5,5,5,5,6
"pascal",4,4,4,5,5
"pascal",6,7,7,6,7
"pascal",6,5,6,7,7
"pascal",6,6,6,6,7
"pascal",2,6,3,5,4
"pascal",6,6,6,6,6
"pascal",6,6,6,5,6
"pascal",6,6,6,6,6
"pascal",6,6,6,7,7
"pascal",2,2,5,6,3
"pascal",3,4,4,4,5
"pascal",3,4,5,5,4
"pascal",3,3,3,3,5
"pascal",1,1,1,1,1
"pascal",3,4,4,5,5
"pascal",5,5,5,4,5
"pascal",3,3,3,3,2
"pascal",4,5,6,6,6
"pascal",6,5,4,5,5
"pascal",3,4,6,6,6
"pascal",7,5,5,5,7
"pascal",4,6,5,6,6
"pascal",5,5,6,6,6
"pascal",4,5,7,5,4
"pascal",4,5,4,5,5
"pascal",4,4,4,4,5
"pascal",4,6,6,6,6
"pascal",4,4,4,4,4
"pascal",5,5,5,5,6
"pascal",1,4,5,1,1
"pascal",5,6,5,6,6
"pascal",4,4,4,4,4
"pascal",4,4,5,6,6
"pascal",2,7,7,7,7
"pascal",7,6,6,6,6
"pascal",4,4,4,4,6
"pascal",5,5,5,6,5
"pascal",6,7,6,4,4
"pascal",6,6,6,5,5
"pascal",4,4,4,4,4
"pascal",6,6,7,6,6
"pascal",6,4,6,5,7
"pascal",4,5,4,4,7
"pascal",5,4,6,4,4
"pascal",4,6,7,4,3
"pascal",5,5,5,5,5
"pascal",6,6,5,5,7
"pascal",3,6,5,3,4
"pascal",5,3,6,5,6
"pascal",5,4,4,5,5
"pascal",3,5,4,5,6
"amity",4,5,3,4,6
"amity",4,5,7,6,7
"amity",2,3,2,5,4
"amityon",6,7,7,7,6
"amity",5,7,7,6,5
"amity",2,2,2,5,4
"amity",7,6,7,7,6
"amity",2,4,3,4,5
"amity",3,3,3,3,2
"amity",7,5,6,4,7
"amity",7,7,7,7,7
"amity",2,6,5,6,6
"amity",3,6,6,5,6
"amity",6,6,6,7,6
"amityon",1,7,7,2,5
"amityon",5,4,5,5,5
"amityon",5,4,4,5,4
"amityon",2,6,6,7,6
"amity",4,5,4,4,4
"amity",7,5,6,5,7
"amity",7,7,5,6,7
"amity",4,5,5,4,6
"amityon",7,4,3,6,7
"amityon",2,2,2,2,2
"amityon",5,6,6,6,6
"amity",1,3,2,4,3
"amity",4,6,5,6,7
"amity",1,2,1,3,2
"amityon",6,5,4,7,7
"amityon",5,3,5,6,7
"amity",1,2,3,4,5
"amityon",7,6,5,6,7
"amityon",4,5,6,7,7
"amity",1,1,1,1,1
"amityon",4,6,6,5,7
"amity",3,2,1,3,4
"amityon",4,6,5,6,7
"amityon",4,6,5,7,6
"amityon",3,5,4,7,6
"amity",5,4,5,2,7
"amity",5,4,4,3,5
"amity",4,5,6,3,4
"amity",6,5,6,7,3
"amity",3,3,4,5,4
"amity",4,5,4,6,3
"amity",5,4,2,6,5
"amity",4,3,4,5,6
"amity",5,5,3,6,5
"amity",4,3,5,4,6
"amity",6,4,5,4,5
"amity",3,4,5,4,3
"amity",5,4,6,4,6
"amity",6,5,6,4,4
"amity",6,5,6,5,4
"amity",4,3,5,6,4
"amity",5,6,5,7,3
"amity",1,7,7,7,7
"amity",5,3,4,5,6
"amity",5,6,6,6,6
"amity",5,6,5,5,4
"amity",3,4,3,4,4
"amity",4,5,4,5,4
"amity",1,2,3,4,5
"amity",4,4,5,5,4
"amityon",7,7,6,5,7
"amity",6,5,4,5,4
"amity",6,7,4,2,3
"amity",5,6,6,6,6
"amity",6,5,5,6,6
"amity",4,5,6,4,4
"amity",5,4,5,7,3
"amity",4,4,4,4,4
"amity",5,5,5,5,5
"amity",5,4,5,4,5
"amity",5,6,6,7,7
"amityon",3,4,3,4,3
"amity",5,4,5,6,6
"amity",3,5,4,5,5
"amity",4,5,5,4,5
"amity",4,3,4,5,5
"amity",5,5,5,5,5
"amity",5,5,5,5,5
"amity",5,5,5,5,5
"amity",3,3,3,3,3
"amity",4,3,4,4,4
"amity",3,3,3,3,3
"amity",5,6,6,6,6
"amity",6,6,7,6,6
"amity",7,6,7,6,7
"amity",6,6,6,6,6
"amity",4,4,5,5,4
"amity",5,4,5,3,5
"amity",6,6,6,6,6
"amity",7,6,5,7,6
"amity",6,5,6,7,6
"amity",2,3,3,5,5
"isb",3,4,5,6,4
"isb",4,2,3,3,3
"isb",1,5,6,4,3
"isb",7,7,3,6,6
"isb",7,7,1,7,7
"isb",4,4,3,4,6
"isb",3,7,6,2,4
"isb",7,6,7,7,5
"isb",1,7,1,7,7
"isb",6,7,6,5,6
"isb",1,7,7,7,7
"isb",5,7,5,6,7
"isb",4,5,6,7,6
"isb",3,5,5,7,6
"isb",4,6,6,6,7
"isb",4,5,2,5,6
"isb",3,7,6,7,5
"isb",4,4,4,5,5
"isb",4,6,7,6,6
"isb",6,6,6,6,6
"isb",4,6,6,5,5
"isb",3,1,6,4,6
"isb",1,7,7,5,7
"isb",4,3,3,2,2
"isb",3,4,5,6,7
"isb",7,7,5,7,4
"isb",4,2,7,4,5
"isb",5,5,6,5,7
"isb",7,5,6,7,7
"isb",2,5,6,6,5
"isb",2,7,4,7,1
"isb",7,7,7,7,1
"isb",5,3,6,6,5
"isb",6,6,5,6,6
"isb",6,5,6,7,3
"isb",4,5,5,5,6
"isb",4,5,3,6,5
"isb",5,5,5,6,5
"isb",3,4,6,6,7
"isb",5,6,5,7,7
"isb",1,6,7,7,7
"isb",1,7,7,7,7
"isb",5,2,4,3,4
"isb",7,7,6,7,7
"isb",5,7,7,7,7
"isb",5,6,6,5,6
"isb",7,7,7,5,5
"isb",6,4,6,5,7
"isb",4,7,7,5,5
"isb",4,4,5,4,5
"isb",2,6,6,6,6
"isb",1,7,7,7,7
"isb",1,2,3,4,5
"isb",4,7,7,4,4
"isb",4,6,7,5,4
"isb",6,6,6,6,6
"isb",4,5,6,6,7
"isb",2,2,2,2,2
"isb",7,7,4,4,5
"isb",3,4,5,6,6
"isb",1,6,7,7,6
"isb",1,7,7,7,7
"isb",1,7,4,3,5
"isb",5,2,3,2,4
"isb",4,6,6,5,3
"isb",4,5,5,5,5
"isb",2,7,7,5,4
"isb",6,5,6,5,5
"isb",2,4,5,5,4
"isb",2,3,4,5,6
"isb",5,7,5,6,6
"isb",4,5,5,5,6
"isb",2,4,5,5,5
"isb",2,3,4,5,6
"mturk_india",7,7,7,7,7
"mturk_india",5,7,7,7,7
"mturk_india",6,6,6,6,6
"mturk_india",2,5,5,5,5
"mturk_india",5,6,6,6,6
"mturk_india",6,6,7,6,7
"mturk_india",7,7,6,6,6
"mturk_india",6,7,6,6,6
"mturk_india",6,5,5,6,6
"mturk_india",4,4,4,4,4
"mturk_india",6,6,6,6,6
"mturk_india",6,4,5,5,6
"mturk_india",4,4,4,6,6
"mturk_india",6,6,6,6,6
"mturk_india",2,4,5,5,6
"mturk_india",5,5,5,5,4
"mturk_india",6,6,6,6,7
"mturk_india",5,6,6,6,5
"mturk_india",6,6,6,6,6
"mturk_india",5,3,4,5,6
"mturk_india",3,3,3,5,5
"mturk_india",5,6,5,6,6
"mturk_india",6,7,7,7,7
"mturk_india",5,6,5,3,4
"mturk_india",2,2,7,7,7
"mturk_india",4,5,5,5,4
"mturk_india",6,5,6,5,5
"mturk_india",4,5,6,5,6
"mturk_india",4,6,6,6,6
"mturk_india",4,4,6,6,6
"mturk_india",6,4,6,6,5
"mturk_india",5,4,5,6,5
"mturk_india",6,6,6,6,6
"mturk_india",5,7,6,6,6
"mturk_india",5,5,5,5,4
"mturk_india",3,4,5,6,7
"mturk_india",5,7,7,7,7
"mturk_india",4,5,5,4,5
"mturk_india",5,6,6,5,6
"mturk_india",4,5,6,5,4
"mturk_india",6,7,7,7,7
"mturk_india",4,4,6,6,5
"mturk_india",5,4,5,6,5
"mturk_india",3,6,5,6,6
"mturk_india",3,5,6,6,7
"mturk_india",7,7,7,7,7
"mturk_india",4,4,4,4,4
"mturk_india",3,5,5,5,5
"mturk_india",3,5,6,6,5
"mturk_india",4,5,6,6,6
"mturk_india",6,6,7,6,7
"mturk_india",4,6,5,4,6
"mturk_india",6,7,6,7,7
"mturk_india",6,7,7,7,7
"mturk_india",6,7,6,7,7
"mturk_india",1,3,4,2,2
"mturk_india",6,5,5,6,5
"mturk_india",5,6,7,6,7
"mturk_india",6,7,7,6,7
"mturk_india",6,6,6,6,7
"mturk_india",5,6,6,5,6
"mturk_india",4,4,4,4,4
"mturk_india",6,5,3,4,7
"mturk_india",6,6,7,6,6
"mturk_india",6,7,7,6,7
"mturk_india",6,6,7,7,7
"mturk_india",5,6,7,7,7
"mturk_india",1,4,4,4,4
"mturk_india",4,4,4,5,3
"mturk_india",4,4,5,6,6
"mturk_india",4,4,4,4,4
"mturk_india",6,7,7,7,7
"mturk_india",6,6,6,6,6
"mturk_india",3,4,5,6,6
"mturk_india",5,4,5,5,5
"mturk_india",5,5,5,5,5
"mturk_india",3,4,4,4,4
"mturk_india",7,7,7,5,7
"mturk_india",3,5,6,6,6
"mturk_india",6,6,6,6,6
"mturk_india",4,4,4,4,4
"mturk_india",3,5,6,5,6
"mturk_india",4,5,6,6,6
"mturk_india",5,6,6,5,6
"mturk_india",4,4,4,4,6
"mturk_india",5,6,5,5,6
"mturk_india",7,7,7,7,7
"mturk_india",6,4,6,7,7
"mturk_india",7,7,7,7,7
"mturk_india",4,5,5,5,5
"mturk_india",5,6,5,6,7
"mturk_india",3,6,4,6,4
"mturk_india",6,6,7,7,6
"mturk_india",5,6,5,6,7
"mturk_india",5,6,5,6,7
"mturk_india",4,5,5,5,5
"mturk_india",4,5,6,3,5
"mturk_india",6,5,5,6,6
"mturk_india",4,4,4,5,6
"mturk_india",3,6,6,7,6
"mturk_india",6,6,6,6,6
"mturk_india",1,5,5,5,5
"mturk_india",7,7,7,7,7
"mturk_india",6,7,7,7,7
"mturk_india",5,6,6,6,6
"mturk_india",5,7,7,6,7
"mturk_india",2,7,2,7,7
"mturk_india",6,6,7,7,7
"mturk_india",4,5,6,5,6
"mturk_india",6,5,5,4,5
"mturk_india",4,4,4,4,4
"mturk_india",5,6,5,7,7
"mturk_india",6,7,7,7,7
"mturk_india",4,6,6,3,6
"mturk_india",5,3,6,3,5
"mturk_india",5,6,6,7,6
"mturk_india",6,6,7,7,6
"mturk_india",7,7,7,7,7
"mturk_india",6,6,6,6,6
"mturk_india",6,5,5,6,5
"mturk_india",5,6,7,6,7
"mturk_india",3,7,6,5,6
"mturk_india",4,4,4,4,4
"mturk_india",6,6,6,6,6
"mturk_india",5,6,7,7,7
"mturk_india",6,7,6,5,5
"mturk_india",4,5,5,6,6
"mturk_india",4,5,5,3,5
"mturk_india",2,6,6,6,6
"mturk_india",4,7,7,6,6
"mturk_india",5,6,6,6,6
"mturk_india",5,6,6,6,6
"mturk_india",6,5,3,4,6
"mturk_india",3,4,5,6,4
"mturk_india",3,5,5,6,6
"mturk_india",2,4,3,6,4
"mturk_india",7,7,7,7,7
"mturk_india",6,6,6,6,6
"mturk_india",4,4,4,4,4
"mturk_india",4,3,6,5,4
"mturk_india",4,4,4,5,5
"mturk_india",5,4,4,6,5
"mturk_india",4,5,5,6,5
"mturk_india",3,4,3,3,6
"mturk_india",3,5,4,5,5
"mturk_india",5,6,5,6,6
"mturk_india",4,6,6,6,6
"mturk_india",4,6,7,6,6
"mturk_india",5,6,5,5,7
"mturk_india",5,5,5,5,5
"mturk_india",5,4,5,3,5
"mturk_india",6,7,7,7,7
"mturk_india",6,6,6,7,7
"mturk_india",5,6,6,5,6
"mturk_india",5,6,6,7,7
"mturk_india",4,5,3,5,5
"mturk_india",4,3,4,2,1
"mturk_india",6,6,6,6,6
"mturk_india",3,6,6,5,6
"mturk_india",6,1,1,2,1
"mturk_india",5,7,6,6,6
"mturk_india",4,6,6,5,5
"mturk_india",5,5,5,6,6
"mturk_india",4,5,6,6,6
"mturk_india",7,7,7,7,7
"mturk_india",5,6,6,6,6
"mturk_india",4,5,6,5,6
"mturk_india",4,6,7,6,6
"mturk_india",2,6,6,6,6
"mturk_india",3,3,3,4,5
"mturk_india",5,5,6,6,6
"mturk_india",4,5,7,5,6
"mturk_india",4,5,5,6,6
"mturk_india",6,6,7,7,6
"mturk_india",3,6,6,6,6
"mturk_india",4,6,5,5,5
"mturk_india",3,2,2,3,2
"mturk_india",4,3,4,7,5
"mturk_india",7,7,7,7,7
"mturk_india",6,6,6,5,6
"mturk_india",4,5,6,5,6
"mturk_india",3,5,5,6,6
"mturk_india",6,6,7,7,5
"mturk_india",4,5,5,5,6
"mturk_india",7,6,6,6,5
"mturk_india",7,6,5,5,7
"mturk_india",5,6,4,4,5
"mturk_india",5,6,6,6,6
"padua",4,4,4,4,5
"padua",5,3,5,6,5
"padua",5,4,4,5,5
"padua",3,3,3,3,3
"padua",5,4,5,5,6
"padua",5,5,6,5,5
"padua",4,4,5,6,6
