"g","nfc_01","nfc_02","nfc_03","nfc_04","nfc_05","nfc_06"
"mTurk",4,2,2,2,4,3
"mTurk",4,1,1,5,4,2
"mTurk",2,3,4,2,2,2
"mTurk",4,1,2,5,5,1
"mTurk",2,1,2,5,4,2
"mTurk",2,2,3,4,4,2
"mTurk",2,4,4,3,4,2
"mTurk",5,1,4,5,5,3
"mTurk",5,1,1,5,5,1
"mTurk",3,3,3,3,3,3
"mTurk",2,4,3,2,4,3
"mTurk",4,2,2,4,4,2
"mTurk",3,2,4,3,3,2
"mTurk",4,2,3,4,4,2
"mTurk",3,3,3,3,2,2
"mTurk",5,1,3,4,4,2
"mTurk",5,1,1,5,4,1
"mTurk",2,3,5,4,2,3
"mTurk",3,2,3,3,4,2
"mTurk",3,3,4,3,3,3
"mTurk",3,1,3,4,4,1
"mTurk",4,2,2,3,4,2
"mTurk",2,4,5,2,1,5
"mTurk",1,3,5,1,2,3
"mTurk",4,2,2,4,4,4
"mTurk",4,4,2,2,1,3
"mTurk",1,3,4,2,2,2
"mTurk",4,2,2,4,4,2
"mTurk",4,1,2,4,5,1
"mTurk",2,2,4,2,1,2
"mTurk",4,2,3,4,4,3
"mTurk",1,5,5,1,1,3
"mTurk",3,2,3,3,4,1
"mTurk",4,1,4,2,4,2
"mTurk",4,4,3,5,4,4
"mTurk",3,2,3,3,4,2
"mTurk",5,1,3,4,5,1
"mTurk",2,3,4,2,3,4
"mTurk",2,2,2,3,3,2
"mTurk",3,2,2,3,4,2
"mTurk",3,2,2,4,4,2
"mTurk",2,4,4,4,4,4
"mTurk",2,5,2,3,4,1
"mTurk",3,2,3,3,3,2
"mTurk",2,2,2,4,4,4
"mTurk",5,5,4,5,5,5
"mTurk",5,1,1,4,4,1
"mTurk",4,3,3,3,4,3
"mTurk",3,2,1,4,4,2
"mTurk",3,3,2,4,4,2
"mTurk",3,5,4,5,3,2
"mTurk",4,1,5,5,5,1
"mTurk",4,1,4,4,5,1
"mTurk",2,4,1,4,2,4
"mTurk",4,2,2,5,4,1
"mTurk",4,1,2,4,5,1
"mTurk",1,3,2,3,4,5
"mTurk",4,3,3,2,3,2
"mTurk",4,2,2,4,4,1
"mTurk",5,1,1,5,5,5
"mTurk",5,1,1,5,5,1
"mTurk",2,5,5,1,1,3
"mTurk",1,1,3,1,3,4
"mTurk",4,2,2,3,4,2
"mTurk",1,4,5,1,1,5
"mTurk",1,5,5,1,1,2
"mTurk",2,3,3,2,2,3
"mTurk",2,2,3,2,3,3
"mTurk",4,1,2,4,4,1
"mTurk",2,2,1,4,4,2
"mTurk",3,4,2,4,1,3
"mTurk",5,1,1,5,5,1
"mTurk",4,2,3,3,2,2
"mTurk",3,2,3,4,3,3
"mTurk",4,2,3,4,4,2
"mTurk",4,2,3,3,3,2
"mTurk",2,2,3,4,4,2
"mTurk",5,1,1,5,5,1
"mTurk",2,3,4,2,4,2
"mTurk",2,3,2,3,2,4
"mTurk",4,1,2,4,4,2
"mTurk",3,2,4,2,2,2
"mTurk",5,4,4,3,4,3
"mTurk",5,1,3,5,5,5
"mTurk",4,2,3,5,4,2
"mTurk",3,2,5,1,4,2
"mTurk",4,1,2,5,5,4
"mTurk",1,4,3,2,4,2
"mTurk",5,1,1,5,5,1
"mTurk",2,1,4,4,5,1
"mTurk",2,2,4,3,3,4
"mTurk",3,2,1,4,4,3
"mTurk",5,1,1,5,5,2
"mTurk",2,4,4,3,4,5
"mTurk",4,2,3,3,4,2
"mTurk",3,2,4,4,3,2
"mTurk",2,4,3,3,3,3
"mTurk",3,2,2,4,4,1
"mTurk",2,4,4,2,3,1
"mTurk",4,2,4,5,4,2
"mTurk",3,3,5,3,2,5
"mTurk",2,3,2,4,2,1
"mTurk",4,1,1,4,4,1
"mTurk",3,4,3,3,4,3
"mTurk",4,1,2,4,5,2
"mTurk",4,2,4,2,4,1
"mTurk",5,1,3,5,5,1
"mTurk",3,2,2,3,2,2
"mTurk",2,4,2,3,4,5
"mTurk",4,2,2,4,4,3
"mTurk",4,1,3,4,3,1
"mTurk",3,2,4,3,3,2
"mTurk",2,2,3,4,4,2
"mTurk",4,2,2,3,4,2
"mTurk",3,2,5,5,5,3
"mTurk",4,2,3,4,4,2
"mTurk",4,2,2,4,4,1
"mTurk",4,1,2,4,4,1
"mTurk",2,2,4,4,3,2
"mTurk",2,3,3,4,3,3
"mTurk",4,2,2,4,4,2
"mTurk",4,2,2,4,5,2
"mTurk",1,1,3,5,5,1
"mTurk",2,3,4,3,3,2
"mTurk",1,4,5,1,2,2
"mTurk",4,1,2,4,5,2
"mTurk",4,5,5,1,4,4
"mTurk",2,3,4,2,3,4
"mTurk",2,2,4,2,2,4
"NovaSoutheasternUniversity",2,3,2,4,4,2
"NovaSoutheasternUniversity",5,2,3,2,5,4
"NovaSoutheasternUniversity",3,4,4,2,3,3
"NovaSoutheasternUniversity",2,4,4,3,4,3
"NovaSoutheasternUniversity",2,2,4,3,2,3
"NovaSoutheasternUniversity",4,2,4,3,4,2
"NovaSoutheasternUniversity",3,2,4,3,4,2
"NovaSoutheasternUniversity",4,2,1,4,4,1
"NovaSoutheasternUniversity",3,3,3,2,2,3
"NovaSoutheasternUniversity",4,2,3,3,4,2
"NovaSoutheasternUniversity",4,2,2,4,4,2
"NovaSoutheasternUniversity",4,2,2,4,5,2
"NovaSoutheasternUniversity",4,2,4,4,4,2
"NovaSoutheasternUniversity",1,4,4,3,2,3
"NovaSoutheasternUniversity",2,2,4,3,4,2
"NovaSoutheasternUniversity",2,2,5,3,4,4
"NovaSoutheasternUniversity",2,4,4,2,3,4
"NovaSoutheasternUniversity",3,3,4,3,4,4
"NovaSoutheasternUniversity",2,2,3,4,4,3
"NovaSoutheasternUniversity",3,2,4,2,3,4
"NovaSoutheasternUniversity",2,2,2,4,4,1
"NovaSoutheasternUniversity",3,2,4,2,3,2
"NovaSoutheasternUniversity",4,2,3,3,5,1
"NovaSoutheasternUniversity",4,1,5,4,5,3
"NovaSoutheasternUniversity",3,4,3,3,3,3
"NovaSoutheasternUniversity",3,3,4,2,3,4
"NovaSoutheasternUniversity",3,2,4,2,3,4
"NovaSoutheasternUniversity",4,1,5,2,5,2
"NovaSoutheasternUniversity",3,3,5,4,4,3
"NovaSoutheasternUniversity",4,2,3,2,3,2
"NovaSoutheasternUniversity",2,2,3,4,4,4
"NovaSoutheasternUniversity",2,1,4,3,5,3
"NovaSoutheasternUniversity",3,2,4,4,5,3
"NovaSoutheasternUniversity",2,2,2,4,4,2
"NovaSoutheasternUniversity",1,3,4,4,4,3
"NovaSoutheasternUniversity",3,4,4,2,2,3
"NovaSoutheasternUniversity",3,4,3,4,4,2
"NovaSoutheasternUniversity",1,4,4,4,4,3
"NovaSoutheasternUniversity",2,2,4,2,5,2
"NovaSoutheasternUniversity",2,3,4,2,4,3
"NovaSoutheasternUniversity",2,4,5,2,2,4
"NovaSoutheasternUniversity",3,2,3,2,4,2
"NovaSoutheasternUniversity",4,1,4,3,4,2
"NovaSoutheasternUniversity",3,1,2,4,5,2
"NovaSoutheasternUniversity",3,3,4,2,3,3
"NovaSoutheasternUniversity",3,4,4,3,5,2
"NovaSoutheasternUniversity",3,3,3,4,3,3
"NovaSoutheasternUniversity",4,1,2,4,4,1
"NovaSoutheasternUniversity",4,3,3,3,4,2
"NovaSoutheasternUniversity",4,1,3,3,4,2
"NovaSoutheasternUniversity",2,2,3,2,4,4
"NovaSoutheasternUniversity",5,4,3,4,3,5
"NovaSoutheasternUniversity",4,1,3,4,4,2
"NovaSoutheasternUniversity",2,2,4,3,4,3
"NovaSoutheasternUniversity",5,2,3,5,5,3
"NovaSoutheasternUniversity",3,1,5,5,2,3
"NovaSoutheasternUniversity",4,2,2,4,5,1
"NovaSoutheasternUniversity",3,2,2,4,4,3
"NovaSoutheasternUniversity",4,3,5,3,2,3
"NovaSoutheasternUniversity",3,1,5,4,4,2
"NovaSoutheasternUniversity",1,4,4,1,3,3
"NovaSoutheasternUniversity",5,1,1,5,5,1
"NovaSoutheasternUniversity",5,4,4,4,5,2
"NovaSoutheasternUniversity",4,4,3,3,4,4
"NovaSoutheasternUniversity",2,1,4,2,4,2
"NovaSoutheasternUniversity",2,3,4,3,3,3
"NovaSoutheasternUniversity",4,2,3,3,4,4
"NovaSoutheasternUniversity",4,2,4,3,5,3
"NovaSoutheasternUniversity",2,5,1,3,3,5
"NovaSoutheasternUniversity",2,2,4,4,2,4
"NovaSoutheasternUniversity",1,1,5,3,2,3
"NovaSoutheasternUniversity",3,4,4,2,2,3
"NovaSoutheasternUniversity",2,1,2,3,5,4
"NovaSoutheasternUniversity",4,2,4,4,4,5
"NovaSoutheasternUniversity",2,3,3,3,4,3
"NovaSoutheasternUniversity",4,2,3,4,3,4
"NovaSoutheasternUniversity",4,2,4,4,3,2
"NovaSoutheasternUniversity",4,1,2,2,4,2
"NovaSoutheasternUniversity",3,1,4,2,2,2
"NovaSoutheasternUniversity",2,2,4,3,3,3
"NovaSoutheasternUniversity",4,4,4,2,3,3
"NovaSoutheasternUniversity",2,2,2,2,3,1
"NovaSoutheasternUniversity",4,2,3,4,4,3
"NovaSoutheasternUniversity",2,5,5,2,2,5
"NovaSoutheasternUniversity",2,3,3,3,4,2
"NovaSoutheasternUniversity",4,2,1,4,3,2
"NovaSoutheasternUniversity",3,2,4,3,4,3
"NovaSoutheasternUniversity",4,4,4,2,1,3
"NovaSoutheasternUniversity",2,1,3,3,5,4
"NovaSoutheasternUniversity",5,5,1,3,5,1
"NovaSoutheasternUniversity",4,2,4,4,4,2
"NovaSoutheasternUniversity",3,2,4,4,4,2
"NovaSoutheasternUniversity",3,2,4,4,4,2
"NovaSoutheasternUniversity",4,2,4,4,4,2
"NovaSoutheasternUniversity",3,2,4,4,1,3
"NovaSoutheasternUniversity",4,1,1,5,5,5
"NovaSoutheasternUniversity",3,4,4,1,5,3
"NovaSoutheasternUniversity",4,5,2,4,4,2
"NovaSoutheasternUniversity",2,2,2,2,2,2
"NovaSoutheasternUniversity",2,5,4,3,4,1
"NovaSoutheasternUniversity",3,4,5,5,3,1
"NovaSoutheasternUniversity",3,2,2,4,2,2
"NovaSoutheasternUniversity",1,1,4,1,3,5
"NovaSoutheasternUniversity",2,3,4,2,3,4
"NovaSoutheasternUniversity",4,3,4,4,5,4
"NovaSoutheasternUniversity",4,2,5,2,3,2
"NovaSoutheasternUniversity",3,2,2,4,3,2
"NovaSoutheasternUniversity",3,4,4,4,4,3
"NovaSoutheasternUniversity",4,2,4,3,4,2
"NovaSoutheasternUniversity",3,4,4,2,3,2
"NovaSoutheasternUniversity",2,2,2,3,3,1
"NovaSoutheasternUniversity",4,2,3,3,3,1
"NovaSoutheasternUniversity",4,2,2,4,4,2
"NovaSoutheasternUniversity",3,2,2,5,5,2
"NovaSoutheasternUniversity",1,3,4,3,4,2
"NovaSoutheasternUniversity",2,2,2,4,4,3
"NovaSoutheasternUniversity",2,2,3,4,4,3
"NovaSoutheasternUniversity",2,4,4,3,3,4
"NovaSoutheasternUniversity",4,3,5,5,3,3
"NovaSoutheasternUniversity",4,2,3,5,4,2
"NovaSoutheasternUniversity",4,1,4,3,2,3
"NovaSoutheasternUniversity",4,1,3,4,4,2
"NovaSoutheasternUniversity",3,3,4,3,4,4
"NovaSoutheasternUniversity",4,1,4,3,4,2
"NovaSoutheasternUniversity",2,2,2,4,5,2
"NovaSoutheasternUniversity",4,1,1,5,5,1
"NovaSoutheasternUniversity",3,3,4,2,3,3
"NovaSoutheasternUniversity",2,2,2,4,4,3
"NovaSoutheasternUniversity",3,4,4,3,2,4
"NovaSoutheasternUniversity",3,1,2,4,5,3
"NovaSoutheasternUniversity",2,2,2,4,2,3
"OSUNewark",4,3,4,4,3,4
"OSUNewark",3,2,2,4,4,3
"OSUNewark",3,3,3,3,4,4
"OSUNewark",3,2,3,4,4,3
"OSUNewark",1,2,4,4,2,2
"OSUNewark",4,2,4,4,4,2
"OSUNewark",4,3,2,3,4,4
"OSUNewark",4,4,4,4,4,2
"OSUNewark",2,4,3,4,2,1
"OSUNewark",3,3,3,4,4,4
"OSUNewark",4,4,3,3,3,3
"OSUNewark",3,1,4,3,4,3
"OSUNewark",1,2,2,4,4,3
"OSUNewark",3,1,2,3,3,4
"OSUNewark",3,2,2,4,4,4
"OSUNewark",4,4,4,4,4,2
"OSUNewark",2,4,4,1,2,4
"OSUNewark",2,3,4,2,3,3
"OSUNewark",3,3,4,3,4,3
"OSUNewark",4,1,2,4,4,1
"OSUNewark",4,1,5,5,5,4
"OSUNewark",4,1,3,4,5,5
"OSUNewark",4,4,2,4,4,2
"OSUNewark",3,2,4,2,2,4
"OSUNewark",3,4,4,2,2,4
"OSUNewark",4,4,2,2,4,3
"OSUNewark",4,2,3,4,4,3
"OSUNewark",2,4,4,2,3,2
"OSUNewark",4,2,4,4,4,2
"OSUNewark",2,3,5,2,3,5
"OSUNewark",3,2,4,4,5,2
"OSUNewark",5,2,2,3,5,3
"OSUNewark",3,2,3,4,4,2
"OSUNewark",2,2,2,2,5,2
"OSUNewark",4,2,4,3,5,2
"OSUNewark",2,4,4,3,2,2
"OSUNewark",4,2,2,3,3,4
"OSUNewark",4,1,2,5,5,2
"OSUNewark",3,4,4,4,4,4
"OSUNewark",4,2,3,2,4,2
"OSUNewark",4,5,4,4,4,3
"OSUNewark",4,2,5,2,4,4
"OSUNewark",1,4,3,3,2,3
"OSUNewark",3,3,4,3,3,2
"OSUNewark",1,4,4,3,4,3
"OSUNewark",3,2,3,4,4,4
"OSUNewark",1,5,5,1,3,5
"OSUNewark",3,2,3,3,5,2
"OSUNewark",4,2,3,4,4,2
"OSUNewark",3,3,5,1,4,2
"OSUNewark",4,2,4,4,2,2
"OSUNewark",3,2,4,4,4,2
"OSUNewark",3,5,1,3,5,1
"OSUNewark",1,4,2,3,2,4
"OSUNewark",3,1,4,4,5,2
"OSUNewark",3,2,4,4,4,2
"OSUNewark",3,4,4,4,4,2
"OSUNewark",4,2,1,5,5,1
"OSUNewark",2,2,4,1,1,5
"OSUNewark",2,4,4,2,3,4
"OSUNewark",3,4,4,4,2,4
"OSUNewark",5,5,3,3,3,1
"OSUNewark",3,2,4,4,4,3
"OSUNewark",3,3,4,4,4,4
"OSUNewark",3,2,4,3,4,2
"OSUNewark",2,2,4,3,3,4
"OSUNewark",5,2,5,3,5,5
"OSUNewark",3,2,3,3,4,1
"OSUNewark",4,2,2,3,4,3
"OSUNewark",1,4,4,4,3,4
"OSUNewark",5,2,2,4,4,2
"OSUNewark",3,4,5,5,5,5
"OSUNewark",2,4,4,2,3,4
"OSUNewark",4,2,2,4,4,2
"OSUNewark",4,3,4,4,4,2
"OSUNewark",2,3,4,3,5,4
"OSUNewark",2,2,2,4,3,2
"OSUNewark",3,2,4,3,3,2
"OSUNewark",2,1,3,3,4,2
"OSUNewark",4,2,5,4,4,4
"OSUNewark",4,1,4,4,4,2
"OSUNewark",2,3,4,2,3,4
"OSUNewark",2,2,4,3,4,4
"OSUNewark",3,4,4,3,4,2
"OSUNewark",4,3,4,2,4,2
"OSUNewark",3,4,3,3,3,3
"OSUNewark",3,2,3,3,4,2
"OSUNewark",2,2,4,3,4,3
"OSUNewark",2,4,4,2,2,3
"OSUNewark",5,2,2,5,4,4
"OSUNewark",4,1,5,5,2,1
"OSUNewark",3,4,2,4,3,4
"OSUNewark",4,4,3,4,4,3
"OSUNewark",2,4,5,2,3,5
"OSUNewark",2,2,4,3,4,2
"OSUNewark",2,2,4,2,2,2
"OSUNewark",3,3,2,4,3,3
"OSUNewark",2,3,4,4,3,3
"OSUNewark",1,2,4,2,2,4
"OSUNewark",3,4,4,3,4,2
"OSUNewark",3,2,4,3,4,2
"OSUNewark",1,3,4,2,2,4
"OSUNewark",3,2,1,5,5,1
"OSUNewark",1,3,4,3,5,4
"OSUNewark",3,2,4,3,4,2
"OSUNewark",4,1,1,5,5,2
"OSUNewark",1,3,5,2,2,2
"OSUNewark",3,5,5,2,4,4
"OSUNewark",4,2,4,4,3,5
"OSUNewark",4,2,3,3,3,2
"OSUNewark",2,3,3,3,3,3
"OSUNewark",3,2,3,4,4,3
"OSUNewark",2,2,4,2,4,2
"OSUNewark",3,2,5,3,2,4
"OSUNewark",3,3,4,3,2,4
"OSUNewark",2,3,4,3,3,4
"OSUNewark",2,4,2,4,4,2
"OSUNewark",3,3,2,4,3,4
"OSUNewark",3,2,3,1,4,3
"OSUNewark",2,2,4,1,2,4
"OSUNewark",1,4,5,2,2,2
"OSUNewark",2,2,4,3,4,2
"OSUNewark",3,2,3,2,4,3
"OSUNewark",3,2,2,3,5,5
"OSUNewark",1,3,4,2,2,3
"OSUNewark",3,2,4,4,4,3
"OSUNewark",4,2,4,4,4,2
"OSUNewark",4,2,2,4,4,3
"OSUNewark",2,4,3,2,2,2
"OSUNewark",4,3,3,2,4,4
"OSUNewark",3,1,2,5,5,4
"OSUNewark",1,3,4,2,2,3
"OSUNewark",3,3,2,3,3,3
"OSUNewark",2,2,4,4,3,3
"OSUNewark",2,2,3,4,4,2
"OSUNewark",3,3,2,4,4,3
"OSUNewark",1,4,4,2,2,4
"OSUNewark",2,4,5,2,3,2
"OSUNewark",4,3,4,2,4,2
"OSUNewark",4,3,4,2,4,4
"OSUNewark",3,2,4,3,4,5
"OSUNewark",3,4,4,4,3,3
"OSUNewark",3,3,3,3,4,2
"OSUNewark",1,1,1,1,1,3
"OSUNewark",3,3,3,3,3,3
"OSUNewark",3,2,4,4,4,5
"OSUNewark",4,1,2,4,5,3
"OSUNewark",4,1,5,5,4,2
"OSUNewark",3,1,1,4,4,2
"OSUNewark",2,4,3,5,5,3
"OSUNewark",3,2,4,3,3,3
"OSUNewark",3,1,4,4,5,1
"OSUNewark",2,4,3,2,3,3
"OSUNewark",4,2,3,2,5,2
"OSUNewark",4,4,4,4,3,4
"PacificLutheranUniversity",3,2,2,3,4,2
"PacificLutheranUniversity",3,3,3,3,3,3
"PacificLutheranUniversity",4,2,2,4,4,2
"PacificLutheranUniversity",3,2,4,4,4,2
"PacificLutheranUniversity",2,4,4,2,3,2
"PacificLutheranUniversity",4,2,2,2,4,4
"PacificLutheranUniversity",3,2,3,3,4,4
"PacificLutheranUniversity",4,2,2,4,5,2
"PacificLutheranUniversity",3,1,1,3,3,2
"PacificLutheranUniversity",4,3,4,2,3,4
"PacificLutheranUniversity",1,4,4,2,3,4
"PacificLutheranUniversity",2,3,3,3,4,2
"PacificLutheranUniversity",3,3,4,2,4,2
"PacificLutheranUniversity",3,2,3,4,3,3
"PacificLutheranUniversity",3,2,4,3,2,3
"PacificLutheranUniversity",4,2,2,3,3,2
"PacificLutheranUniversity",3,3,3,4,5,1
"PacificLutheranUniversity",2,2,2,4,2,2
"PacificLutheranUniversity",4,2,4,3,2,2
"PacificLutheranUniversity",5,3,4,3,3,5
"PacificLutheranUniversity",4,3,4,2,3,5
"PacificLutheranUniversity",2,2,2,4,4,2
"PacificLutheranUniversity",4,2,2,4,4,3
"PacificLutheranUniversity",1,4,3,3,2,4
"PacificLutheranUniversity",2,3,3,2,3,3
"PacificLutheranUniversity",4,4,4,3,3,4
"PacificLutheranUniversity",2,2,4,2,4,2
"PacificLutheranUniversity",3,2,4,3,2,3
"PacificLutheranUniversity",2,1,4,3,2,2
"PacificLutheranUniversity",4,2,5,3,4,2
"PacificLutheranUniversity",2,2,3,4,5,3
"PacificLutheranUniversity",4,2,1,4,4,1
"PacificLutheranUniversity",1,3,3,2,3,2
"PacificLutheranUniversity",4,1,2,4,3,2
"PacificLutheranUniversity",3,4,2,3,2,2
"PacificLutheranUniversity",3,2,4,3,4,5
"PacificLutheranUniversity",3,2,2,3,3,2
"PacificLutheranUniversity",2,4,3,3,3,4
"PacificLutheranUniversity",3,2,4,3,4,2
"PacificLutheranUniversity",4,2,4,3,2,2
"PacificLutheranUniversity",3,2,4,3,4,2
"PacificLutheranUniversity",3,4,4,4,3,2
"PacificLutheranUniversity",3,3,4,4,2,3
"PacificLutheranUniversity",1,2,3,3,2,2
"PacificLutheranUniversity",4,2,4,4,3,2
"PacificLutheranUniversity",3,2,4,3,4,3
"PacificLutheranUniversity",2,1,3,4,4,1
"PacificLutheranUniversity",3,2,3,3,4,3
"PacificLutheranUniversity",3,3,4,2,3,2
"PacificLutheranUniversity",3,2,2,2,4,2
"PacificLutheranUniversity",3,2,2,4,4,2
"PacificLutheranUniversity",2,3,4,3,3,3
"PacificLutheranUniversity",3,3,4,4,3,2
"PacificLutheranUniversity",1,3,3,2,3,4
"PacificLutheranUniversity",1,2,4,1,4,3
"PacificLutheranUniversity",4,2,2,4,5,2
"PacificLutheranUniversity",2,4,1,3,2,1
"PacificLutheranUniversity",3,2,3,3,2,2
"PacificLutheranUniversity",3,2,3,4,2,2
"PacificLutheranUniversity",4,2,3,4,4,2
"PacificLutheranUniversity",3,4,3,3,4,4
"PacificLutheranUniversity",2,2,2,3,4,3
"PacificLutheranUniversity",4,3,2,4,4,1
"PacificLutheranUniversity",1,4,5,2,3,4
"PacificLutheranUniversity",2,2,3,3,4,2
"PacificLutheranUniversity",1,2,3,3,3,3
"PacificLutheranUniversity",4,2,3,4,3,2
"PacificLutheranUniversity",4,2,2,4,4,2
"PacificLutheranUniversity",1,5,2,1,1,5
"PacificLutheranUniversity",5,1,1,5,5,1
"PacificLutheranUniversity",4,2,4,3,4,2
"PacificLutheranUniversity",3,2,4,2,3,3
"PacificLutheranUniversity",4,4,5,2,4,5
"PacificLutheranUniversity",2,2,3,3,4,2
"PacificLutheranUniversity",4,3,4,3,2,2
"PacificLutheranUniversity",2,2,3,3,4,2
"PacificLutheranUniversity",4,2,3,4,5,2
"PacificLutheranUniversity",2,1,1,4,4,2
"PacificLutheranUniversity",3,2,4,3,4,3
"PacificLutheranUniversity",3,2,4,4,4,2
"PacificLutheranUniversity",4,4,4,2,4,3
"PacificLutheranUniversity",2,3,3,3,3,3
"PacificLutheranUniversity",4,2,2,4,4,2
"PacificLutheranUniversity",2,3,2,4,4,2
"PacificLutheranUniversity",3,4,4,2,4,3
"PacificLutheranUniversity",3,3,4,2,3,2
"PacificLutheranUniversity",3,1,4,3,5,4
"PacificLutheranUniversity",4,1,3,4,4,1
"PacificLutheranUniversity",2,4,4,4,4,3
"PacificLutheranUniversity",3,2,3,1,3,3
"PacificLutheranUniversity",3,2,2,3,3,3
"PacificLutheranUniversity",3,3,4,3,2,2
"PacificLutheranUniversity",5,1,3,5,5,2
"PacificLutheranUniversity",4,4,4,4,2,2
"PacificLutheranUniversity",4,2,4,4,4,2
"PacificLutheranUniversity",3,4,3,2,2,4
"PacificLutheranUniversity",3,3,4,3,4,3
"PacificLutheranUniversity",3,2,4,4,4,2
"PacificLutheranUniversity",2,1,2,4,5,1
"PacificLutheranUniversity",3,2,4,2,3,2
"PacificLutheranUniversity",2,5,5,5,5,5
"PacificLutheranUniversity",3,3,3,5,5,2
"PennStateAbington",3,1,4,3,4,3
"PennStateAbington",4,2,4,4,4,4
"PennStateAbington",1,1,4,1,4,1
"PennStateAbington",3,4,3,2,4,4
"PennStateAbington",4,2,1,4,2,3
"PennStateAbington",3,4,3,2,3,2
"PennStateAbington",3,4,4,4,4,4
"PennStateAbington",3,2,3,3,3,3
"PennStateAbington",4,3,2,4,3,3
"PennStateAbington",4,2,3,4,4,2
"PennStateAbington",3,1,2,3,5,1
"PennStateAbington",2,2,4,2,3,2
"PennStateAbington",2,2,3,2,5,2
"PennStateAbington",1,3,4,3,3,3
"PennStateAbington",3,2,4,2,3,4
"PennStateAbington",3,5,4,3,4,4
"PennStateAbington",1,3,2,3,3,3
"PennStateAbington",3,1,3,3,4,1
"PennStateAbington",3,3,4,3,4,3
"PennStateAbington",2,2,2,4,3,4
"PennStateAbington",3,3,3,4,3,3
"PennStateAbington",3,2,2,4,5,3
"PennStateAbington",5,2,5,2,2,2
"PennStateAbington",3,2,4,3,4,2
"PennStateAbington",2,4,4,1,5,2
"PennStateAbington",3,2,4,3,3,3
"PennStateAbington",5,2,2,3,4,3
"PennStateAbington",4,1,1,3,4,1
"PennStateAbington",3,1,2,4,4,2
"PennStateAbington",4,2,4,4,5,3
"PennStateAbington",3,2,4,2,3,4
"PennStateAbington",3,1,4,1,4,3
"PennStateAbington",3,2,5,5,5,3
"PennStateAbington",2,3,4,4,3,4
"PennStateAbington",2,2,4,2,2,1
"PennStateAbington",3,1,3,3,5,4
"PennStateAbington",4,4,1,1,4,1
"PennStateAbington",4,2,3,5,4,3
"PennStateAbington",3,3,2,3,3,2
"PennStateAbington",4,1,2,4,4,1
"PennStateAbington",2,1,4,2,4,3
"PennStateAbington",4,3,2,3,5,4
"PennStateAbington",3,4,2,4,5,2
"PennStateAbington",1,3,3,3,1,3
"PennStateAbington",3,4,2,1,3,3
"PennStateAbington",3,3,3,3,3,3
"PennStateAbington",3,4,2,3,4,2
"PennStateAbington",3,1,1,2,3,2
"PennStateAbington",3,2,4,4,4,3
"PennStateAbington",2,4,2,3,4,3
"PennStateAbington",4,2,3,2,3,3
"PennStateAbington",3,2,3,2,4,2
"PennStateAbington",4,4,4,2,4,2
"PennStateAbington",3,2,4,4,4,3
"PennStateAbington",4,5,3,5,5,4
"PennStateAbington",2,2,5,4,4,2
"PennStateAbington",2,5,5,1,2,4
"PennStateAbington",3,2,3,3,5,1
"PennStateAbington",3,1,2,4,4,5
"PennStateAbington",2,1,4,4,4,1
"PennStateAbington",4,3,3,4,3,3
"PennStateAbington",3,3,2,4,3,4
"PennStateAbington",3,1,1,3,3,1
"PennStateAbington",2,4,3,4,4,3
"PennStateAbington",2,1,2,2,5,3
"PennStateAbington",4,2,4,3,4,2
"PennStateAbington",3,2,2,2,2,2
"PennStateAbington",2,2,3,2,4,2
"PennStateAbington",3,2,4,4,4,4
"PennStateAbington",3,2,3,2,2,3
"PennStateAbington",3,5,4,3,4,3
"PennStateAbington",4,2,4,3,4,3
"PennStateAbington",3,4,4,1,5,5
"PennStateAbington",3,1,1,4,4,1
"PennStateAbington",3,3,4,4,4,2
"PennStateAbington",3,4,4,2,3,4
"PennStateAbington",1,4,4,4,4,1
"PennStateAbington",3,2,2,4,4,3
"PennStateAbington",4,5,4,2,3,3
"PennStateAbington",3,2,3,3,4,2
"PennStateAbington",4,3,3,4,3,3
"PennStateAbington",1,1,3,1,2,3
"PennStateAbington",4,2,2,2,5,3
"PennStateAbington",2,2,2,4,3,2
"PennStateAbington",2,4,4,3,3,3
"PennStateAbington",3,3,4,2,2,3
"PennStateAbington",4,2,5,4,4,3
"PennStateAbington",3,3,4,3,4,3
"PennStateAbington",4,5,2,4,5,3
"PennStateAbington",3,2,4,4,2,2
"PennStateAbington",4,4,3,2,2,2
"PennStateAbington",4,4,4,1,3,3
"PennStateAbington",2,1,2,4,4,2
"PennStateAbington",3,2,3,3,4,3
"PennStateAbington",3,1,5,4,4,3
"PennStateAbington",2,2,3,4,4,2
"PennStateAbington",2,2,3,4,3,4
"PennStateAbington",2,1,4,3,2,3
"PennStateAbington",3,2,4,3,3,3
"PennStateAbington",4,2,2,3,4,2
"PennStateAbington",3,2,2,3,3,3
"PennStateAbington",3,2,4,4,4,3
"PennStateAbington",1,1,2,3,5,5
"PennStateAbington",3,2,3,3,4,2
"PennStateAbington",4,1,3,4,4,1
"PennStateAbington",3,2,2,2,4,4
"PennStateAbington",1,2,2,4,4,2
"PennStateAbington",3,2,4,4,2,2
"PennStateAbington",2,4,4,2,1,4
"PennStateAbington",2,2,2,3,4,2
"PennStateAbington",3,1,2,4,4,2
"PennStateAbington",3,4,3,3,4,4
"PennStateAbington",4,2,4,4,4,4
"PennStateAbington",4,2,4,3,4,2
"PennStateAbington",3,2,5,3,4,2
"SanDiegoStateUniversity",1,2,4,3,3,3
