"g","zhon.dv.1_2","zhon.dv.1_3","zhon.dv.1_7","zhon.dv.1_8","zhon.dv.1_10"
"kenyon",3,4,2,4,4
"kenyon",3,3,3,2,3
"kenyon",2,3,1,1,3
"westernkentucky",1,5,5,5,6
"loyola",5,5,5,5,5
"loyola",7,7,7,7,7
"loyola",5,6,3,5,6
"loyola",1,7,6,7,6
"loyola",7,3,5,5,5
"loyola",4,4,1,1,3
"loyola",2,6,4,5,7
"armstrong",6,6,5,7,2
"mcdanielonline",5,6,4,4,5
"armstrong",5,6,5,5,1
"armstrong",1,3,5,4,5
"mcdanielonline",1,7,5,7,6
"armstrong",7,7,5,7,7
"mcdanielonline",3,4,2,5,6
"mcdanielonline",4,5,4,5,6
"mcdanielonline",5,5,4,4,4
"kenyon",7,7,3,4,2
"kenyon",2,2,1,1,2
"kenyon",7,7,1,1,7
"simmons",7,7,1,7,7
"westernkentucky",7,7,4,7,7
"westernkentucky",2,3,3,7,6
"westernkentucky",7,7,5,6,7
"westernkentucky",5,5,2,5,5
"westernkentucky",4,6,2,5,3
"westernkentucky",3,1,4,2,6
"simmons",6,7,3,5,5
"simmons",4,4,5,4,5
"westernkentucky",4,5,4,4,4
"westernkentucky",7,7,5,7,7
"westernkentucky",2,7,7,7,7
"westernkentucky",1,1,1,6,7
"loyola",1,7,4,4,7
"loyola",6,6,2,3,4
"loyola",5,5,5,5,5
"loyola",3,6,6,6,6
"loyola",6,3,2,1,3
"loyola",7,7,5,5,7
"loyola",1,7,5,5,6
"mcdanielonline",1,4,1,4,4
"vcu",4,4,2,2,4
"loyola",6,5,6,5,6
"loyola",5,3,5,5,2
"kenyon",4,4,3,4,4
"kenyon",6,5,4,5,6
"westernkentucky",7,7,4,5,6
"simmons",7,6,7,7,6
"armstrong",7,7,7,7,7
"simmons",7,7,3,7,7
"loyola",3,6,2,2,2
"loyola",5,1,5,6,3
"loyola",2,3,3,6,4
"loyola",6,1,7,7,5
"loyola",4,7,5,6,7
"kenyon",4,4,2,5,3
"kenyon",1,1,2,1,3
"kenyon",4,6,6,6,5
"loyola",5,3,4,6,5
"simmons",7,7,1,4,6
"loyola",6,4,6,6,6
"tamucc",2,1,4,1,5
"simmons",5,6,5,3,6
"simmons",2,2,2,6,5
"mcdanielonline",6,6,4,5,6
"loyola",1,7,7,3,3
"vcu",4,5,4,6,5
"vcu",7,7,4,4,6
"vcu",1,1,7,7,5
"armstrong",4,4,2,1,4
"psualtoona",6,3,4,4,6
"armstrong",6,5,3,5,2
"psualtoona",7,6,7,7,7
"armstrong",1,3,5,7,1
"umich",6,2,3,3,3
"umich",1,5,1,4,5
"umich",6,6,5,7,7
"umich",2,2,3,3,5
"umich",1,5,3,5,5
"umich",1,6,4,4,6
"loyola",4,4,5,5,5
"mcdanielonline",4,4,3,4,5
"tamucc",4,5,3,6,7
"tamucc",2,4,5,5,4
"westernkentucky",7,7,2,5,7
"westernkentucky",7,7,7,7,6
"westernkentucky",2,7,1,4,5
"westernkentucky",1,1,1,1,2
"westernkentucky",7,7,5,5,6
"mcdanielonline",7,4,1,6,6
"simmons",4,5,2,5,4
"armstrong",1,1,2,2,2
"armstrong",7,1,7,7,7
"tamucc",1,4,4,5,7
"loyola",7,6,1,1,2
"simmons",4,7,4,4,3
"simmons",1,1,2,4,2
"simmons",5,2,3,1,2
"mcdanielonline",3,1,5,5,5
"simmons",6,6,2,2,6
"tamucc",1,7,7,7,7
"armstrong",7,7,3,5,7
"loyola",4,3,4,4,5
"loyola",6,5,3,3,6
"vcu",7,7,5,5,7
"vcu",7,7,5,7,7
"vcu",7,2,6,7,1
"armstrong",7,7,6,7,7
"armstrong",1,4,1,5,4
"armstrong",1,5,4,7,7
"mcdanielonline",7,7,7,7,7
"simmons",6,6,7,7,7
"tamucc",7,7,7,7,7
"tamucc",5,4,3,4,6
"simmons",4,2,4,5,1
"westernkentucky",5,4,3,5,4
"westernkentucky",1,7,5,6,5
"westernkentucky",1,7,5,6,1
"westernkentucky",2,5,2,2,5
"loyola",4,4,7,7,4
"loyola",4,6,3,3,5
"loyola",5,6,5,6,6
"loyola",4,4,5,1,7
"yale",2,5,6,5,6
"westernkentucky",1,7,3,6,4
"vcu",6,7,7,7,7
"westernkentucky",1,1,7,7,5
"yale",5,5,4,4,4
"yale",1,6,7,2,4
"vcu",4,4,5,5,6
"yale",1,1,1,1,1
"loyola",7,7,1,7,7
"simmons",4,4,1,5,7
"loyola",5,5,1,2,4
"yale",5,4,3,3,5
"yale",1,2,3,5,1
"kenyon",7,5,4,2,3
"loyola",4,5,4,6,7
"yale",5,7,3,4,6
"simmons",7,7,3,7,7
"yale",2,2,2,2,4
"yale",1,5,5,5,5
"loyola",7,6,6,7,7
"yale",4,7,2,2,7
"loyola",5,7,3,4,7
"yale",2,5,3,5,6
"yale",4,3,2,2,5
"yale",1,6,3,1,5
"yale",5,4,5,6,5
"yale",4,4,3,4,5
"armstrong",7,7,7,7,7
"armstrong",2,7,3,2,7
"yale",1,3,6,7,7
"tamucc",1,3,5,4,7
"tamucc",7,7,4,7,7
"armstrong",1,7,7,7,3
"armstrong",7,1,1,7,1
"yale",3,5,1,4,2
"armstrong",1,7,5,7,4
"loyola",4,3,2,4,3
"loyola",7,7,6,7,7
"armstrong",1,2,2,4,2
"armstrong",7,7,6,7,7
"yale",7,7,5,7,7
"loyola",6,6,4,6,6
"vcu",7,6,7,7,7
"loyola",7,7,7,5,7
"loyola",5,6,4,6,6
"vcu",6,6,6,6,6
"vcu",4,5,7,7,7
"loyola",1,4,2,6,3
"yale",2,4,2,4,7
"loyola",7,4,4,4,7
"yale",5,6,2,2,2
"mcdanielonline",3,5,6,7,7
"yale",1,2,3,2,4
"yale",3,2,2,7,6
"yale",7,5,7,7,6
"yale",2,5,1,4,4
"yale",2,3,6,4,6
"yale",4,4,3,5,7
"mcdanielonline",3,5,3,6,6
"yale",3,6,5,5,6
"mcdanielonline",4,5,5,1,5
"yale",7,3,5,5,6
"yale",2,3,3,4,4
"yale",3,4,5,4,5
"yale",2,2,5,5,5
"mcdanielonline",7,4,2,6,6
"yale",4,3,1,1,3
"yale",4,5,2,2,6
"yale",2,3,2,5,3
"yale",5,4,2,5,7
"yale",1,1,5,5,1
"yale",2,5,2,1,6
"loyola",4,6,3,3,5
"yale",1,1,1,3,2
"yale",6,6,4,4,6
"tamucc",4,6,5,4,6
"simmons",2,7,7,7,7
"yale",5,7,6,7,5
"tamucc",7,6,3,5,6
"simmons",6,6,3,5,5
"tamucc",1,2,1,1,1
"simmons",4,4,2,2,7
"yale",2,5,1,2,1
"tamucc",4,7,4,7,5
"yale",5,6,3,4,7
"yale",1,3,4,4,5
"yale",3,4,6,5,5
"armstrong",7,7,5,7,7
"yale",4,4,7,6,1
"yale",3,3,3,3,5
"yale",5,5,2,4,5
"yale",4,6,5,6,6
"simmons",7,7,2,6,2
"simmons",6,3,7,5,7
"vcu",7,6,3,2,3
"loyola",1,6,7,5,6
"simmons",5,4,2,5,3
"loyola",5,4,1,6,5
"loyola",5,7,5,7,6
"yale",2,6,3,5,5
"armstrong",7,7,7,7,7
"yale",5,5,4,7,7
"vcu",2,4,3,4,3
"mcdanielonline",5,6,4,6,7
"tamucc",7,7,3,6,7
"tamucc",5,5,4,4,5
"tamucc",3,5,4,4,2
"tamucc",6,7,7,7,7
"tamucc",7,1,1,4,7
"tamucc",7,7,6,6,7
"tamucc",7,1,2,6,7
"tamucc",7,7,6,5,7
"yale",5,7,5,5,6
"loyola",6,7,5,7,7
"loyola",4,1,1,1,1
"loyola",7,7,3,4,7
"loyola",1,7,1,2,5
"vcu",1,7,7,7,7
"vcu",7,1,7,7,5
"vcu",1,1,1,1,5
"tamucc",3,7,7,7,7
"tamucc",6,7,6,7,7
"tamucc",5,6,5,6,6
"tamucc",1,6,7,4,7
"armstrong",7,7,5,7,7
"loyola",4,4,3,3,4
"loyola",6,7,1,7,7
"vcu",6,5,2,5,7
"vcu",6,5,5,6,5
"vcu",4,7,4,7,7
"loyola",1,1,3,5,3
"loyola",1,3,2,1,6
"vcu",7,6,5,5,5
"mcdanielonline",1,7,3,3,7
"simmons",5,4,3,5,5
"loyola",5,5,4,4,4
"vcu",7,7,7,6,7
"vcu",7,7,5,7,7
"yale",1,1,4,2,6
"vcu",7,7,7,7,5
"vcu",7,5,6,6,7
"vcu",4,7,4,3,7
"vcu",5,5,2,7,3
"mcdanielonline",3,3,5,4,5
"mcdanielonline",1,4,2,3,3
"mcdanielonline",1,5,2,7,3
"mcdanielonline",5,6,5,5,5
"armstrong",7,7,4,5,7
"armstrong",7,5,6,7,6
"tamucc",7,7,1,5,7
"tamucc",3,5,5,4,7
"tamucc",7,7,4,6,7
"armstrong",7,7,5,6,6
"yale",2,5,4,5,4
"loyola",7,2,5,3,6
"loyola",7,2,1,6,6
"umich",7,7,1,1,5
"umich",6,6,1,3,4
"umich",5,7,7,7,7
"umich",5,3,3,3,5
"umich",2,7,6,2,3
"umich",6,4,5,5,7
"umich",6,2,5,7,7
"umich",4,1,4,3,5
"umich",7,7,3,6,7
"umich",5,5,5,5,5
"umich",7,1,5,7,7
"umich",2,5,2,4,3
"umich",7,7,5,5,6
"vcu",4,5,2,4,3
"vcu",7,7,7,7,7
"vcu",4,5,7,7,6
"vcu",1,4,2,1,2
"yale",7,6,1,3,4
"yale",2,5,3,5,4
"yale",2,3,4,5,6
"mcdanielonline",3,4,1,2,3
"yale",1,1,1,1,1
"yale",2,5,2,4,6
"yale",3,3,2,4,3
"yale",5,5,2,5,5
"yale",4,7,5,5,5
"yale",1,1,1,1,1
"yale",4,4,3,4,6
"yale",5,5,4,4,6
"yale",7,5,3,3,4
"yale",3,3,3,3,4
"tamucc",5,6,3,3,1
"loyola",5,6,5,5,5
"yale",3,4,1,1,4
"yale",5,5,2,4,4
"tamucc",7,6,5,5,6
"tamucc",3,6,2,4,3
"mcdanielonline",1,4,2,2,2
"tamucc",7,1,7,7,1
"mcdanielonline",6,1,2,3,4
"mcdanielonline",1,6,6,6,2
"simmons",1,4,5,6,6
"yale",4,3,3,5,5
"yale",5,3,5,5,3
"vcu",5,5,3,3,5
"vcu",5,6,1,3,6
"vcu",2,4,2,1,3
"vcu",6,6,4,4,4
"vcu",7,7,4,4,6
"yale",5,6,4,4,4
"vcu",5,6,2,7,7
"vcu",1,1,2,4,7
"tamucc",2,1,2,4,4
"yale",4,3,2,5,5
"yale",5,6,1,1,6
"armstrong",7,7,3,5,7
"simmons",7,6,7,7,5
"yale",5,7,1,3,5
"simmons",4,5,5,5,6
"yale",1,3,3,7,6
"yale",2,2,1,1,2
"yale",6,7,4,5,1
"yale",5,5,4,4,5
"yale",1,5,3,3,3
"tamucc",5,2,5,4,6
"tamucc",4,7,6,6,1
"tamucc",5,6,7,6,7
"tamucc",6,7,2,7,1
"yale",2,7,3,5,7
"yale",5,7,4,5,5
"yale",3,2,5,3,5
"yale",2,3,4,5,6
"tamucc",1,1,1,1,1
"mcdanielonline",1,7,7,7,7
"mcdanielonline",6,5,2,3,5
"yale",2,3,1,1,4
"yale",4,3,1,1,6
"yale",4,6,1,1,7
"loyola",7,5,7,5,5
"yale",2,7,1,2,6
"yale",5,5,5,5,6
"simmons",1,5,4,4,5
"yale",5,5,4,4,7
"loyola",4,6,5,5,5
"simmons",6,6,4,6,6
"yale",3,6,4,5,5
"simmons",6,5,6,4,6
"tamucc",1,5,3,5,6
"simmons",7,3,6,5,6
"simmons",4,4,2,2,2
"tamucc",6,6,4,5,6
"tamucc",4,7,4,4,5
"yale",6,5,4,5,5
"loyola",6,6,4,6,6
"loyola",7,7,3,5,7
"yale",7,2,1,1,7
"yale",5,6,2,4,5
"simmons",5,5,4,4,5
"simmons",6,7,5,6,7
"simmons",4,4,3,7,7
"yale",4,4,6,7,2
"simmons",5,3,2,3,3
"yale",1,6,5,5,5
"yale",5,5,3,5,5
"loyola",1,7,6,7,7
"simmons",1,4,4,3,6
"loyola",3,4,3,2,6
"loyola",7,7,7,7,7
"loyola",1,3,3,3,3
"yale",7,2,5,5,5
"yale",1,2,2,2,2
"yale",6,6,1,1,5
"yale",6,6,2,1,1
"yale",2,1,2,1,5
"yale",5,5,1,1,3
"yale",5,5,1,5,5
"yale",4,4,1,1,4
"yale",7,4,1,2,4
"yale",3,4,5,4,6
"yale",5,5,2,2,4
"yale",5,5,4,4,6
"yale",4,4,3,3,5
"yale",3,4,5,4,6
"yale",2,2,1,3,2
"yale",3,4,2,3,3
"yale",1,4,1,1,4
"loyola",3,2,2,3,3
"yale",1,4,1,1,6
"mcdanielonline",5,4,4,4,5
"mcdanielonline",6,6,5,6,7
"yale",4,5,1,3,6
"loyola",6,6,3,4,6
"loyola",6,7,4,6,7
"loyola",5,6,5,5,6
"loyola",4,5,6,6,7
"loyola",1,7,3,3,1
"mcdanielonline",7,3,4,3,2
"mcdanielonline",7,7,1,1,6
"loyola",4,4,7,7,6
"mcdanielonline",4,6,1,1,4
"yale",4,6,5,6,7
"yale",3,3,3,3,7
"mcdanielonline",1,7,5,7,7
"loyola",4,5,2,2,4
"yale",1,1,1,1,4
"yale",6,4,5,4,5
"yale",4,4,4,4,7
"mcdanielonline",2,2,2,4,2
"yale",4,4,1,1,2
"yale",6,3,1,3,5
"yale",4,1,4,4,5
"yale",5,1,1,2,1
"yale",4,3,3,5,6
"yale",2,4,1,1,7
"yale",5,6,5,6,6
"yale",1,1,1,2,4
"yale",5,4,3,6,7
"yale",5,5,5,7,7
"yale",6,1,5,5,5
"yale",4,2,5,2,6
"yale",5,5,2,4,4
"yale",2,5,2,2,2
"yale",2,3,1,1,2
"yale",5,5,3,4,6
"yale",1,4,1,3,7
"yale",2,3,2,4,4
"mturk",4,7,6,6,6
"mturk",5,4,3,4,5
"mturk",5,6,2,2,5
"mturk",1,2,1,3,3
"mturk",7,6,7,7,4
"mturk",3,4,2,2,4
"mturk",2,2,1,4,2
"mturk",1,7,2,2,5
"mturk",7,6,2,7,7
"mturk",5,5,4,6,7
"mturk",4,1,1,1,2
"mturk",2,1,1,1,1
"mturk",3,7,6,6,6
"mturk",4,3,3,4,5
"mturk",1,4,4,5,4
"mturk",4,5,4,4,3
"mturk",2,6,3,3,2
"mturk",1,6,7,3,7
"mturk",6,1,4,5,1
"mturk",7,6,7,7,7
"mturk",5,1,1,1,1
"mturk",4,5,1,5,2
"mturk",6,4,5,4,7
"mturk",4,5,5,6,7
"mturk",2,2,3,6,5
"mturk",1,4,1,1,1
"mturk",1,1,5,4,5
"mturk",2,2,4,3,4
"mturk",7,5,2,2,3
"mturk",7,6,1,1,3
"mturk",6,1,6,5,6
"mturk",4,7,6,7,5
"mturk",6,6,5,6,5
"mturk",5,4,5,5,7
"mturk",2,5,2,2,2
"mturk",3,5,3,3,6
"mturk",1,5,1,4,5
"mturk",3,6,6,4,7
"mturk",2,2,4,4,4
"mturk",5,5,2,2,4
"mturk",5,3,4,3,5
"mturk",1,3,1,1,1
"mturk",1,1,1,3,7
"mturk",6,5,4,6,4
"mturk",4,4,2,5,6
"mturk",5,1,5,4,5
"mturk",4,5,3,5,5
"mturk",1,2,1,1,1
"mturk",4,5,4,3,5
"mturk",4,5,2,2,2
"mturk",1,3,7,3,5
"mturk",5,5,2,4,4
"mturk",5,5,2,3,2
"mturk",5,5,5,6,5
"mturk",3,3,4,7,5
"mturk",4,7,6,7,6
"mturk",4,5,7,7,4
"mturk",5,2,4,3,7
"mturk",3,5,2,2,5
"mturk",1,5,3,5,7
"mturk",2,3,5,5,6
"mturk",1,3,2,2,7
"mturk",6,7,6,6,5
"mturk",3,6,3,3,5
"mturk",2,2,4,5,7
"mturk",4,4,6,6,3
"mturk",6,6,3,4,6
"mturk",5,6,5,5,7
"mturk",4,5,7,7,1
"mturk",5,7,5,5,6
"mturk",7,5,7,7,7
"mturk",7,7,1,4,7
"mturk",5,6,4,7,7
"mturk",7,5,5,5,7
"mturk",1,1,2,2,1
"mturk",3,2,5,4,3
"mturk",1,1,7,7,7
"mturk",7,7,6,4,4
"mturk",7,4,6,5,7
"mturk",6,5,4,5,5
"mturk",4,7,4,4,6
"mturk",1,1,1,3,1
"mturk",5,5,4,4,5
"mturk",1,1,1,1,1
"mturk",1,7,7,7,7
"mturk",1,6,5,7,3
"mturk",3,4,6,5,6
"mturk",4,5,7,5,6
"mturk",3,5,5,4,4
"mturk",2,3,1,1,3
"mturk",4,4,3,3,4
"mturk",1,1,5,5,6
"mturk",4,4,4,3,4
"mturk",3,4,5,4,7
"mturk",5,7,7,7,7
"mturk",5,6,5,6,7
"mturk",7,2,5,5,1
"mturk",4,1,5,1,5
"mturk",1,1,3,2,2
"mturk",7,7,7,1,1
"mturk",2,2,1,2,4
"mturk",3,3,2,2,3
"mturk",6,2,3,5,7
"mturk",5,7,5,7,5
"mturk",3,3,4,3,5
"mturk",3,2,1,1,1
"mturk",6,4,5,5,6
"mturk",1,4,1,1,1
"mturk",6,4,6,5,5
"mturk",4,3,5,5,6
"mturk",5,5,7,7,7
"mturk",6,1,2,4,6
"mturk",5,1,3,4,4
"mturk",2,3,2,6,6
"mturk",2,5,2,2,4
"mturk",1,1,1,1,1
"mturk",4,4,6,6,7
"mturk",4,6,4,4,5
"mturk",1,4,5,7,7
"mturk",2,1,3,3,4
"mturk",2,1,7,7,3
"mturk",1,4,3,1,6
"mturk",6,7,3,7,6
"mturk",4,5,5,5,5
"mturk",1,2,1,1,7
"mturk",4,4,5,5,4
"mturk",4,1,1,1,7
"mturk",5,2,5,6,7
"mturk",2,5,1,1,3
"mturk",4,3,2,2,2
"mturk",3,5,3,4,4
"mturk",6,6,5,6,5
"mturk",3,5,7,7,7
"mturk",4,4,2,3,2
"mturk",4,7,3,7,5
"mturk",5,5,4,5,5
"mturk",5,6,4,5,4
"mturk",5,7,6,7,1
"mturk",4,4,4,4,4
"mturk",5,7,5,5,6
"mturk",6,5,7,7,7
"mturk",5,4,2,3,6
"mturk",6,5,5,6,6
"mturk",4,4,3,5,5
"mturk",2,3,2,2,3
"mturk",4,2,1,4,3
"mturk",2,2,7,6,6
"mturk",5,3,1,3,3
"mturk",5,4,4,4,4
"mturk",7,5,1,4,5
"mturk",2,2,2,2,2
"mturk",7,5,6,5,6
"mturk",7,1,4,7,7
"mturk",1,6,1,1,7
"mturk",7,7,7,4,7
"mturk",1,5,5,5,7
"mturk",3,3,2,4,4
"mturk",2,4,3,5,5
"mturk",1,7,7,7,7
"mturk",5,4,3,3,5
"mturk",2,2,1,4,4
"mturk",3,1,4,6,7
"mturk",5,6,5,5,5
"mturk",6,6,6,4,7
"mturk",4,4,2,4,6
"mturk",7,6,3,1,5
"mturk",6,5,3,6,5
"mturk",1,3,1,4,1
"mturk",2,2,1,3,5
"mturk",6,6,7,7,7
"mturk",1,1,1,1,7
"mturk",5,6,7,6,6
"mturk",4,6,4,2,5
"mturk",6,6,1,3,6
"mturk",3,6,5,5,5
"mturk",4,5,7,4,5
"mturk",5,4,4,5,7
"mturk",1,3,1,1,7
"mturk",1,1,4,4,4
"grazvienna",5,5,5,5,6
"grazvienna",1,2,3,2,1
"grazvienna",4,4,2,4,4
"grazvienna",3,4,1,3,5
"grazvienna",6,5,1,1,5
"grazvienna",1,1,1,1,1
"grazvienna",3,1,1,1,1
"grazvienna",2,4,1,2,3
"grazvienna",3,4,2,1,4
"grazvienna",7,7,1,1,3
"grazvienna",3,2,2,1,3
"grazvienna",5,5,1,1,2
"grazvienna",4,3,4,3,5
"grazvienna",5,4,1,3,4
"grazvienna",1,4,1,3,5
"grazvienna",3,4,1,3,5
"grazvienna",3,4,3,1,2
"grazvienna",5,1,1,4,1
"grazvienna",2,3,1,2,5
"grazvienna",2,6,2,2,4
"grazvienna",2,3,1,2,4
"grazvienna",2,5,2,6,7
"grazvienna",2,1,2,4,2
"grazvienna",4,5,4,4,3
"grazvienna",4,2,2,2,2
"grazvienna",1,1,1,1,3
"grazvienna",3,1,1,4,3
"grazvienna",4,1,1,1,2
"grazvienna",3,4,1,1,3
"grazvienna",1,4,4,6,6
"grazvienna",1,1,5,1,4
"grazvienna",5,4,2,6,6
"grazvienna",3,4,7,2,7
"grazvienna",1,5,2,5,4
"grazvienna",3,3,2,5,4
"grazvienna",3,5,2,5,5
"grazvienna",4,2,1,1,3
"grazvienna",2,5,2,1,3
"grazvienna",1,7,1,6,7
"grazvienna",2,1,1,1,4
"grazvienna",7,6,2,2,7
"grazvienna",1,3,2,3,5
"grazvienna",1,4,1,5,6
"grazvienna",2,6,2,5,5
"grazvienna",3,5,4,6,5
"grazvienna",3,4,2,3,4
"grazvienna",3,4,1,2,6
"grazvienna",5,6,1,1,3
"grazvienna",5,3,3,4,5
"grazvienna",3,4,2,5,3
"grazvienna",7,6,7,2,6
"grazvienna",6,3,5,3,3
"grazvienna",1,1,1,1,6
"grazvienna",4,2,2,2,4
"grazvienna",5,4,2,3,3
"grazvienna",1,2,2,1,5
"grazvienna",3,6,4,3,6
"munichon",1,1,1,7,1
"munichon",5,4,7,5,4
"munichon",7,6,2,3,4
"munichon",2,2,3,3,1
"munichon",1,1,1,1,1
"munichon",5,5,4,4,3
"munichon",2,7,3,4,5
"munichon",5,5,1,2,5
"munichon",2,1,2,1,7
"munichon",1,3,5,5,4
"munichon",5,5,4,4,6
"munichon",6,1,1,1,1
"munichon",1,1,2,6,1
"munichon",1,7,5,7,3
"munichon",6,5,6,2,4
"munichon",3,2,3,2,3
"munichon",2,2,1,1,2
"munichon",1,1,1,3,7
"munichon",1,2,2,5,2
"munichon",1,1,1,5,3
"munichon",5,5,3,4,6
"munichon",4,4,5,2,3
"munichon",3,3,2,3,5
"munichon",4,2,6,1,2
"munichon",1,1,7,1,4
"munichon",1,2,4,2,2
"munichon",5,5,5,4,4
"munichon",7,7,6,6,5
"munichon",4,1,2,5,4
"munichon",3,6,5,5,5
"munichon",2,3,1,4,7
"munichon",4,3,1,1,4
"munichon",1,7,4,4,5
"munichon",2,3,1,1,6
"munichon",6,4,1,5,4
"munichon",7,7,1,1,1
"munichon",2,4,4,4,3
"munichon",1,1,1,7,1
"munichon",3,3,3,3,3
"munichon",5,6,2,4,3
"munichon",1,2,3,3,3
"munichon",1,1,1,1,1
"munichon",2,3,2,1,3
"munichon",6,5,2,2,2
"munichon",3,4,6,6,5
"munichon",5,7,2,3,1
"munichon",5,2,6,5,7
"munichon",5,6,3,3,2
"munichon",5,4,3,2,2
"munichon",3,2,1,1,3
"munichon",4,2,2,2,2
"munichon",5,5,2,4,3
"munichon",5,5,2,4,3
"munichon",4,4,4,4,4
"munichon",5,1,6,4,4
"munichon",2,2,1,1,5
"munichon",3,3,4,4,4
"munichon",2,4,2,5,4
"munichon",7,7,6,6,7
"munichon",4,6,5,1,5
"munichon",2,4,4,6,5
"munichon",2,3,3,6,3
"munichon",1,1,1,1,1
"munichon",3,3,3,2,5
"munichon",5,3,4,4,4
"munichon",3,2,5,7,6
"munichon",2,3,4,6,3
"munichon",3,3,2,2,6
"munichon",2,6,5,5,4
"munichon",2,6,2,6,7
"munichon",1,3,1,1,2
"munichon",3,5,7,2,2
"munichon",4,2,2,2,2
"munichon",3,1,5,5,3
"munichon",1,1,4,2,4
"munichon",2,1,1,2,1
"munichon",5,4,2,2,3
"munichon",1,1,7,7,5
"munichon",1,1,1,3,3
"munichon",1,1,1,1,2
"munichon",4,3,2,2,4
"munichon",2,6,5,6,7
"munichon",1,1,2,2,6
"munichon",2,2,3,7,3
"munichon",4,1,4,7,6
"munichon",6,7,5,6,6
"munichon",6,6,2,4,2
"munichon",1,1,3,2,2
"munichon",4,5,3,1,7
"munich",6,4,6,4,6
"munich",2,7,2,3,2
"munich",1,6,2,1,4
"munich",5,6,5,7,6
"munichon",4,5,3,4,5
"munich",5,5,1,4,7
"munich",4,6,2,3,6
"munich",2,4,2,5,6
"munich",3,6,2,6,3
"munich",6,5,2,3,5
"munich",5,7,1,5,6
"osnabruck",4,5,2,2,6
"osnabruck",5,5,3,4,4
"osnabruck",5,2,2,5,4
"osnabruck",4,4,3,2,4
"osnabruck",2,5,2,2,6
"osnabruck",1,1,3,4,1
"osnabruck",2,7,5,7,5
"osnabruck",3,5,2,2,5
"osnabruck",6,6,1,5,5
"osnabruck",4,4,1,1,1
"osnabruck",2,5,4,4,2
"osnabruck",4,6,3,2,4
"osnabruck",4,2,1,5,3
"osnabruck",1,1,1,1,4
"osnabruck",4,2,5,5,4
"osnabruck",6,4,3,2,4
"osnabruck",1,4,4,5,5
"munich",1,6,5,2,2
"munich",1,4,3,4,5
"munich",1,1,4,4,7
"munich",3,4,3,2,2
"osnabruck",2,3,2,1,2
"osnabruck",4,1,2,2,5
"munich",4,4,3,1,5
"munich",3,2,2,3,4
"osnabruck",2,2,7,4,1
"osnabruck",5,6,5,5,7
"munich",1,2,3,3,3
"osnabruck",5,4,4,4,4
"osnabruck",2,3,2,5,5
"osnabruck",7,7,1,3,6
"osnabruck",2,3,2,4,5
"osnabruck",4,6,6,5,4
"osnabruck",3,5,5,5,4
"osnabruck",1,5,4,5,3
"osnabruck",5,2,4,5,5
"osnabruck",5,2,1,1,2
"osnabruck",3,3,2,2,1
"osnabruck",2,2,2,2,4
"osnabruck",3,4,1,1,2
"osnabruck",1,2,2,1,2
"osnabruck",3,4,2,4,7
"osnabruck",5,3,4,7,1
"osnabruck",3,3,3,3,3
"osnabruck",2,7,2,5,5
"osnabruck",5,5,2,2,2
"osnabruck",4,5,2,5,3
"osnabruck",3,5,3,2,5
"osnabruck",3,3,3,2,4
"osnabruck",2,2,1,2,3
"osnabruck",5,4,3,3,5
"munich",5,2,1,1,1
"munich",2,6,2,5,3
"munich",3,4,3,2,4
"munich",2,2,3,4,3
"munich",1,3,1,1,1
"munich",5,5,1,1,2
"munich",5,5,2,3,3
"munich",2,4,5,4,5
"munich",5,4,3,5,4
"munich",4,3,2,6,4
"munich",6,2,2,4,1
"munich",5,7,5,5,6
"munich",6,6,4,7,4
"munich",1,1,1,3,1
"munich",4,4,4,5,4
"munich",4,4,3,3,5
"munich",4,3,1,3,4
"munich",4,3,2,2,2
"munich",4,4,4,4,4
"munich",4,6,2,5,2
"munich",6,6,5,6,6
"munich",2,1,3,4,1
"munich",3,3,3,2,3
"unswonline",3,3,2,6,5
"unswonline",3,1,4,4,4
"unswonline",4,1,1,5,1
"unswonline",4,1,2,1,1
"unswonline",6,1,1,1,1
"unswonline",1,2,1,1,1
"unswonline",6,1,1,1,1
"unswonline",4,3,5,5,5
"unswonline",5,5,3,2,2
"unswonline",3,4,5,1,4
"unswonline",1,1,2,2,3
"unswonline",2,3,2,3,4
"unswonline",7,2,2,2,2
"unswonline",7,2,4,4,2
"unswonline",4,5,4,3,5
"unswonline",3,1,3,4,2
"unswonline",7,5,5,5,5
"unswonline",3,1,2,2,2
"unswonline",3,1,3,1,1
"unswonline",3,2,4,2,4
"unswonline",5,5,3,4,4
"unswonline",7,7,5,7,7
"unswonline",1,5,2,4,1
"unswonline",6,4,1,2,1
"unswonline",3,2,5,4,6
"unswonline",4,2,4,4,4
"unswonline",1,1,1,2,1
"unswonline",5,3,6,5,6
"unswonline",5,2,2,4,4
"unswonline",3,4,1,3,2
"unswonline",2,2,1,1,1
"unswonline",4,2,2,1,2
"unswonline",4,2,5,2,5
"unswonline",4,1,1,1,1
"unswonline",2,2,2,2,2
"unswonline",1,1,2,1,2
"unswonline",2,2,2,2,3
"unswonline",7,1,6,4,5
"unswonline",2,6,1,3,3
"unswonline",1,7,1,1,1
"unswonline",2,2,3,2,2
"unswonline",5,3,1,1,6
"unswonline",4,5,2,5,2
"unswonline",3,3,3,2,3
"unswonline",4,7,7,4,3
"unswonline",1,1,1,1,1
"unswonline",5,4,7,6,5
"unswonline",1,2,1,1,1
