"many_labs_version","rep_org","title","measure_name","variable_name","multi","variable_order","N","N_items","hypothesis_support","reliability_type","reliability_type_text","reliability_coeff","def_1","op_version","op_1","op_2","op_3","op_4","op_5","sel_existing","sel_existing_text","sel_1","sel_2","sel_3","sel_4","sel_psychometric_evidence","sel_psychometric_evidence_text","quant_1","quant_2","quant_3","quant_4","mod_check","mod_1","mod_2","mod_3","mod_4","mod_5","mod_6","mod_time","op_1_REV","op_2_REV","op_5_REV","sel_1_REV","sel_3_REV","sel_psychometric_evidence_REV","sel_psychometric_evidence_text_REV","quant_1_REV","quant_2_REV","quant_3_REV","mod_check_REV","mod_1_REV","mod_2_REV","mod_3_REV","mod_4_REV","mod_5_REV","mod_6_REV","inseperable_material"
2,"Original","ASSIMILATION AND CONTRAST EFFECTS IN PART-WHOLE QUESTION SEQUENCES: A CONVERSATIONAL LOGIC ANALYSIS","general life satisfaction question ","general life satisfaction","False",1,456,"1 item measure","No","","",NA,TRUE,"",TRUE,FALSE,FALSE,TRUE,TRUE,"Not Clearly Stated","",FALSE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,TRUE,TRUE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"False"
2,"Original","ASSIMILATION AND CONTRAST EFFECTS IN PART-WHOLE QUESTION SEQUENCES: A CONVERSATIONAL LOGIC ANALYSIS","specific life satisfaction questions","specific life satisfaction","False",2,456,"multiple item measure","No","Not Reported","",NA,TRUE,"",TRUE,FALSE,FALSE,TRUE,TRUE,"Not Clearly Stated","",FALSE,TRUE,FALSE,FALSE,"None",NA,TRUE,TRUE,TRUE,FALSE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,FALSE,"None","",TRUE,TRUE,TRUE,"False",NA,NA,NA,NA,NA,NA,"False"
2,"Original","How warm days increase belief in global warming","global warming belief question","global warming belief","False",1,300,"1 item measure","No","","",NA,TRUE,"",FALSE,FALSE,FALSE,TRUE,FALSE,"Not Clearly Stated","",FALSE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,FALSE,FALSE,FALSE,FALSE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,FALSE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",FALSE,TRUE,FALSE,"False",NA,NA,NA,NA,NA,NA,"False"
2,"Original","How warm days increase belief in global warming","global warming concern question","global warming concern","False",2,300,"1 item measure","No","","",NA,TRUE,"",FALSE,FALSE,FALSE,TRUE,FALSE,"Not Clearly Stated","",FALSE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,FALSE,FALSE,FALSE,FALSE,"None Reported",NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,FALSE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",FALSE,TRUE,FALSE,"False",NA,NA,NA,NA,NA,NA,"False"
2,"Original","Choosing versus rejecting: Why some options are both better and worse than others","custody selection scenario","choice compatibility","False",1,170,"The measure is not a scale","No","","",NA,TRUE,"",TRUE,FALSE,FALSE,FALSE,TRUE,"Not Clearly Stated","",FALSE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,TRUE,TRUE,NA,TRUE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True"
2,"Original"," Intentional action and side effects in  ordinary language","business environment and profit consequence scenarios with intentionaality of side effect question scenarios","intentionality of side effects","False",1,78,"1 item measure","Yes","","",NA,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,"Not Clearly Stated","",FALSE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,TRUE,TRUE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True"
2,"Original","Studies of Similarity","similarity rating question of country pairs","similarity rating","False",1,154,"multiple item measure","No","Not Reported","",NA,TRUE,"",TRUE,FALSE,FALSE,TRUE,FALSE,"Not Clearly Stated","",FALSE,TRUE,FALSE,FALSE,"None",NA,TRUE,FALSE,NA,TRUE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,TRUE,TRUE,TRUE,"Other, namely:","earlier study exploring pair similarity/dissimilarity",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"False"
3,"Original","Power and Perspectives Not Taken","comment evaluation question","perspective taking","False",1,42,"1 item measure","No","","",NA,TRUE,"",FALSE,FALSE,FALSE,TRUE,FALSE,"True, namely:","Keysar (1994) was followed",FALSE,TRUE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,TRUE,TRUE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True"
3,"Original","Moral Credentials and the Expression of Prejudice","list of some/most women statements from this study","moral credentials","False",1,200,"multiple item measure","No","Not Reported","",NA,TRUE,"",TRUE,TRUE,TRUE,TRUE,TRUE,"True, namely:","a study by Salancik and Conway (1975) formed inspiration",TRUE,TRUE,FALSE,FALSE,"None",NA,TRUE,TRUE,NA,TRUE,"False",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"False"
3,"Original","Moral Credentials and the Expression of Prejudice","gender suitability to job description","expression of prejudice","False",2,200,"1 item measure","No","","",NA,TRUE,"",TRUE,TRUE,TRUE,TRUE,TRUE,"Not Clearly Stated","",FALSE,TRUE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,TRUE,TRUE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True"
3,"Original","It Feels Like Yesterday: Self-Esteem, Valence of Personal Past Experiences, and Judgments of Subjective Distance","actual time passed since last school course question","actual time passed","False",1,357,"1 item measure","Unclear","","",NA,NA,"",FALSE,FALSE,TRUE,FALSE,FALSE,"Not Clearly Stated","",FALSE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,TRUE,FALSE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",FALSE,TRUE,FALSE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,FALSE,NA,"False",NA,NA,NA,NA,NA,NA,"False"
3,"Original","It Feels Like Yesterday: Self-Esteem, Valence of Personal Past Experiences, and Judgments of Subjective Distance","Rosenberg’s (1965) Self-Esteem Scale","Self esteem","False",2,357,"multiple item measure","Unclear","Not Reported","",NA,FALSE,"Rosenberg’s (1965) Self-Esteem Scale",TRUE,FALSE,TRUE,FALSE,FALSE,"True, namely:","Rosenberg’s (1965) Self-Esteem Scale",TRUE,FALSE,FALSE,FALSE,"None",NA,FALSE,FALSE,FALSE,FALSE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,TRUE,FALSE,"None","",FALSE,FALSE,FALSE,"False",NA,NA,NA,NA,NA,NA,"False"
3,"Original","It Feels Like Yesterday: Self-Esteem, Valence of Personal Past Experiences, and Judgments of Subjective Distance","subjective distance from last course question","subjective distance","False",3,357,"1 item measure","Unclear","","",NA,TRUE,"",FALSE,FALSE,TRUE,FALSE,FALSE,"Not Clearly Stated","",FALSE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,TRUE,FALSE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,TRUE,FALSE,"None","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"False"
3,"Original","Running on Empty","Stroop task","response latency","False",1,33,"multiple item measure","Yes","Not Reported","",NA,FALSE,"",TRUE,TRUE,TRUE,FALSE,FALSE,"True, namely:","Stroop Task from Stroop (1935)",FALSE,FALSE,FALSE,FALSE,"None",NA,TRUE,NA,TRUE,FALSE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,FALSE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,NA,NA,"False",NA,NA,NA,NA,NA,NA,"True"
3,"Original","Availability: A Heuristic for Judging Frequency and Probability","letter position frequency guessing task","judgement of frequency","False",1,152,"multiple item measure","Yes","Not Reported","",NA,TRUE,"",TRUE,FALSE,TRUE,FALSE,TRUE,"True, namely:","extensive word-count of Mayzner and Tresselt when determining the consonants to use",TRUE,TRUE,FALSE,FALSE,"None",NA,TRUE,TRUE,NA,NA,"False",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,TRUE,TRUE,FALSE,"None","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"False"
3,"Original","Warmer hearts, warmer rooms: Focusing on positive communal but not agentic traits increases estimates of ambient temperature","room temperature estimation question","physical warmth","False",1,80,"1 item measure","No","","",NA,NA,"",NA,FALSE,FALSE,TRUE,FALSE,"False, materials were newly developped for this study","",TRUE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,TRUE,FALSE,NA,NA,"False",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"False"
3,"Original","Effects of Need for Cognition on Message Evaluation, Recall, and Persuasion (IN REPLICATION CALLED: Issue Involvement can Increas or Decrease Persuasion by Enhancing Message-Relevant Cognitive Responses)","argument quality rating question set from this study","argument quality rating","False",1,114,"multiple item measure","No","Not Reported","",NA,TRUE,"",TRUE,TRUE,TRUE,FALSE,TRUE,"False, materials were newly developped for this study","",TRUE,FALSE,FALSE,FALSE,"None",NA,TRUE,TRUE,TRUE,TRUE,"False",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,FALSE,"None","",TRUE,TRUE,TRUE,"False",NA,NA,NA,NA,NA,NA,"True"
3,"Original","Effects of Need for Cognition on Message Evaluation, Recall, and Persuasion (IN REPLICATION CALLED: Issue Involvement can Increas or Decrease Persuasion by Enhancing Message-Relevant Cognitive Responses)","34-item NCS (Cacioppo & Petty, 1982)","Need for cognition","False",2,114,"multiple item measure","No","Not Reported","",NA,TRUE,"the 34-item NCS (Cacioppo & Petty, 1982) ",TRUE,FALSE,TRUE,FALSE,FALSE,"True, namely:","the 34-item NCS (Cacioppo & Petty, 1982) ",TRUE,FALSE,FALSE,FALSE,"None",NA,TRUE,FALSE,FALSE,FALSE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,FALSE,TRUE,FALSE,"None","",TRUE,FALSE,FALSE,"False",NA,NA,NA,NA,NA,NA,"False"
3,"Original","Cloninger's Psychobiological Model of Temperament and Character and the Five-Factor Model of Personality","The authorised Dutch translation of Costa and McCrae's NEO-PI-R","Conscientiousness","True",1,130,"multiple item measure","No","Not Reported","",NA,FALSE,"The authorised Dutch translation of Costa and McCrae's NEO-PI-R",TRUE,FALSE,FALSE,FALSE,FALSE,"True, namely:","The authorised Dutch translation of Costa and McCrae's NEO-PI-R",TRUE,TRUE,FALSE,TRUE,"None",NA,TRUE,FALSE,FALSE,FALSE,"False",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,FALSE,TRUE,FALSE,"None","",TRUE,FALSE,TRUE,"True",NA,NA,TRUE,TRUE,NA,NA,"False"
3,"Original","Cloninger's Psychobiological Model of Temperament and Character and the Five-Factor Model of Personality (in REP: The Relation between Persistence and Conscientiousness (De Fruyt, Van De Wiele, & Van Heeringen, 2000)","The Dutch translation of Cloninger's Temperament and Character Inventory","persistence","True",2,130,"multiple item measure","No","Not Reported","",NA,FALSE,"The Dutch translation of Cloninger's Temperament and Character Inventory",TRUE,FALSE,FALSE,FALSE,FALSE,"True, namely:","The Dutch translation of Cloninger's Temperament and Character Inventory",TRUE,TRUE,FALSE,TRUE,"None",NA,TRUE,FALSE,FALSE,FALSE,"False",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,FALSE,TRUE,FALSE,"None","",FALSE,FALSE,FALSE,"True",NA,NA,TRUE,TRUE,NA,NA,"False"
3,"Original","Metaphoric structuring: understanding time through spatial metaphors","ambiguous temporal statement","temporal statement perception","False",1,98,"1 item measure","Yes","","",NA,TRUE,"",TRUE,FALSE,TRUE,TRUE,FALSE,"Not Clearly Stated","",FALSE,TRUE,NA,NA,"None",NA,TRUE,FALSE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"False"
3,"Original","Weight as an Embodiment of Importance","question investigating the importance of listening to student opinions","perceptions of importance","False",1,50,"1 item measure","No","","",NA,TRUE,"",FALSE,TRUE,TRUE,TRUE,FALSE,"Not Clearly Stated","",FALSE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,TRUE,TRUE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True"
5,"Original","Increasing and Decreasing Motor and Cognitive Output: A Model of General Action and Inaction Goals","SAT-type verbal ability problems","verbal ability","False",1,36,"multiple item measure","No","Not Reported","",NA,FALSE,"",FALSE,FALSE,TRUE,TRUE,TRUE,"Not Clearly Stated","",FALSE,FALSE,FALSE,FALSE,"None",NA,FALSE,TRUE,NA,TRUE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,TRUE,TRUE,FALSE,"None","",FALSE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"False"
5,"Original","Increasing and Decreasing Motor and Cognitive Output: A Model of General Action and Inaction Goals","SAT-type quantitative ability problems","quantitative ability","False",2,36,"multiple item measure","No","Not Reported","",NA,FALSE,"",FALSE,FALSE,TRUE,TRUE,TRUE,"Not Clearly Stated","",FALSE,FALSE,FALSE,FALSE,"None",NA,FALSE,TRUE,NA,TRUE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,FALSE,TRUE,FALSE,"None","",FALSE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"False"
5,"Original","Increasing and Decreasing Motor and Cognitive Output: A Model of General Action and Inaction Goals","writing down thoughts task","action related cognition","True",1,98,"The measure is not a scale","No","","",NA,TRUE,"",FALSE,TRUE,TRUE,TRUE,FALSE,"Not Clearly Stated","",FALSE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,NA,NA,NA,TRUE,"None Reported",NA,NA,NA,NA,NA,NA,"",FALSE,TRUE,FALSE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,"True"
5,"Original","Increasing and Decreasing Motor and Cognitive Output: A Model of General Action and Inaction Goals","thought listing task","inaction cognition","True",2,98,"The measure is not a scale","No","","",NA,TRUE,"",FALSE,TRUE,TRUE,TRUE,FALSE,"Not Clearly Stated","",FALSE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,NA,NA,NA,TRUE,"None Reported",NA,NA,NA,NA,NA,NA,"",FALSE,TRUE,FALSE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,"True"
5,"Original","The Effect of Global Versus Local Processing Styles on Assimilation Versus Contrast in Social Judgment","impression formation task with aggression measurements","aggressiveness rating","True",1,88,"multiple item measure","No","Other","item correlation",0.63,FALSE,"",TRUE,TRUE,TRUE,TRUE,FALSE,"True, namely:","f Srull & Wyer’s (1979) person perception task",TRUE,TRUE,FALSE,FALSE,"None",NA,TRUE,TRUE,TRUE,TRUE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,TRUE,FALSE,"None","",TRUE,TRUE,TRUE,"True",NA,NA,NA,NA,TRUE,TRUE,"True"
5,"Original","Detecting the Snake in the Grass Attention to Fear-Relevant Stimuli by Adults and Young Children","threatening image identification task from this study","atency in finding fear target","False",1,48,"multiple item measure","No","Not Reported","",NA,TRUE,"",TRUE,TRUE,TRUE,TRUE,FALSE,"False, materials were newly developped for this study","",TRUE,FALSE,FALSE,FALSE,"None",NA,TRUE,TRUE,NA,FALSE,"False",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,TRUE,FALSE,"None","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True"
5,"Original","Why Do Implicit and Explicit Attitude Tests Diverge? The Role of Structural Fit","indirect rating procedure ","indirect racially biased rating","False",1,71,"multiple item measure","No","Not Reported","",NA,NA,"",TRUE,FALSE,TRUE,TRUE,TRUE,"True, namely:","affect misattribution procedure (AMP; Payne, Cheng, Govorun, & Stewart, 2005)",TRUE,TRUE,FALSE,TRUE,"None",NA,TRUE,TRUE,NA,FALSE,"True",NA,NA,NA,NA,NA,NA,"Before",TRUE,FALSE,TRUE,TRUE,TRUE,"Other, namely:","convergent validitiy",TRUE,TRUE,NA,"True",NA,NA,NA,NA,TRUE,NA,"True"
5,"Original","Why Do Implicit and Explicit Attitude Tests Diverge? The Role of Structural Fit","direct rating procedure","direct racially biased rating","True",2,71,"multiple item measure","No","Not Reported","",NA,NA,"",TRUE,FALSE,TRUE,TRUE,TRUE,"True, namely:","affect misattribution procedure (AMP; Payne, Cheng, Govorun, & Stewart, 2005)",TRUE,TRUE,FALSE,TRUE,"None",NA,TRUE,TRUE,NA,FALSE,"True",NA,NA,NA,NA,NA,NA,"Before",TRUE,FALSE,TRUE,TRUE,TRUE,"Other, namely:","convergent validitiy",TRUE,TRUE,NA,"True",NA,NA,NA,NA,TRUE,NA,"True"
5,"Original","Why People Are Reluctant to Tempt Fate","likelihood of being selected to answer a quesiton in a lecture scenario","belief in tempting fate","False",1,120,"1 item measure","No","","",NA,TRUE,"",FALSE,FALSE,TRUE,TRUE,FALSE,"Not Clearly Stated","",FALSE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,TRUE,TRUE,NA,NA,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,FALSE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True"
5,"Original","A Needs-Based Model of Reconciliation: Satisfying the Differential Emotional Needs of Victim and Perpetrator as a Key to Promoting Reconciliation","willingness to reconcile questionnaire from this study","willingness to reconcile","False",1,94,"multiple item measure","Yes","alpha","",0.74,TRUE,"",TRUE,FALSE,TRUE,TRUE,TRUE,"False, materials were newly developped for this study","",TRUE,FALSE,FALSE,FALSE,"None",NA,TRUE,TRUE,TRUE,FALSE,"True",NA,NA,NA,NA,NA,NA,"Before",TRUE,TRUE,TRUE,TRUE,FALSE,"None","",TRUE,TRUE,FALSE,"False",NA,NA,NA,NA,NA,NA,"True"
5,"Original","A Social Functional Approach to Emotions in Bargaining: When Communicating Anger Pays and when it Backfires ","ultimatum game with happy or angry fictional respondent","number of chips offered","False",1,114,"1 item measure","No","","",NA,NA,"",FALSE,TRUE,TRUE,TRUE,FALSE,"True, namely:","an ultimatum bargaining game along the lines of previous research on asymmetric information (e.g., Van Dijk & Vermunt, 2000)",FALSE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,TRUE,TRUE,NA,TRUE,"True",FALSE,NA,FALSE,NA,FALSE,NA,"Before",TRUE,FALSE,FALSE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,TRUE,NA,"False",NA,NA,NA,NA,NA,NA,"True"
5,"Original","The Value of Believing in Free Will Encouraging a Belief in Determinism Increases Cheating","the Free Will and Determinism scale (FWD; Paulhus & Margesson, 1994)","belief in free will","False",1,30,"multiple item measure","Yes","Not Reported","",NA,TRUE,"the Free Will and Determinism scale (FWD; Paulhus & Margesson, 1994)",TRUE,FALSE,TRUE,TRUE,FALSE,"True, namely:","the Free Will and Determinism scale (FWD; Paulhus & Margesson, 1994)",TRUE,FALSE,FALSE,FALSE,"None",NA,FALSE,FALSE,FALSE,FALSE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,FALSE,TRUE,FALSE,"None","",FALSE,FALSE,FALSE,"False",NA,NA,NA,NA,NA,NA,"False"
5,"Original","The Value of Believing in Free Will: Encouraging a Belief in Determinism Increases Cheating","computer based mental arithmatic task with cheating option ","tendency to cheat","False",2,30,"The measure is not a scale","Yes","","",NA,TRUE,"",FALSE,TRUE,TRUE,TRUE,TRUE,"True, namely:","(von Hippel, Lakin, & Shakarchi, 2005)",FALSE,FALSE,NA,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)",NA,TRUE,NA,NA,TRUE,"None Reported",NA,NA,NA,NA,NA,NA,"",TRUE,TRUE,TRUE,TRUE,NA,"Not Apllicable (only report this if psychometric evidence would not be possible for this measure, otherwise report as None)","",TRUE,NA,NA,"False",NA,NA,NA,NA,NA,NA,"True"
